gene_symbol,sex,nAcc_Female_directions,min_p_across_regions,meta_higher_in_MDD_pvalue,meta_lower_in_MDD_pvalue,meta_direction,meta_p
GPCPD1,female,+,0.60610079094896685,0.3030503954744834,0.6969496045255166,1,0.60610079094896685
GPD1,female,+,0.42520501403565514,0.21260250701782757,0.7873974929821724,1,0.42520501403565514
GPD1L,female,+,0.2779645643371837,0.13898228216859185,0.8610177178314081,1,0.2779645643371837
GPD2,female,+,0.33420665309666603,0.16710332654833301,0.832896673451667,1,0.33420665309666603
GPER1,female,-,0.426375312856774,0.786812343571613,0.213187656428387,-1,0.426375312856774
GPHA2,female,-,0.8800449061574206,0.5599775469212898,0.4400224530787103,-1,0.8800449061574206
GPHB5,female,-,0.15753363075145083,0.9212331846242746,0.07876681537572541,-1,0.15753363075145083
GPHN,female,+,0.7236331421881406,0.3618165710940703,0.6381834289059297,1,0.7236331421881406
GPI,female,+,0.44492449139355644,0.22246224569677822,0.7775377543032218,1,0.44492449139355644
GPIHBP1,female,+,0.23167574530303212,0.11583787265151606,0.8841621273484839,1,0.23167574530303212
GPKOW,female,+,0.30483850805913626,0.15241925402956813,0.8475807459704319,1,0.30483850805913626
GPLD1,female,-,0.8145713687265272,0.5927143156367364,0.4072856843632636,-1,0.8145713687265272
GPM6A,female,+,0.8527589047420888,0.4263794523710444,0.5736205476289555,1,0.8527589047420888
GPM6B,female,-,0.7603432571077258,0.6198283714461371,0.3801716285538629,-1,0.7603432571077258
GPM6BP1,female,+,0.82134870380883,0.410674351904415,0.5893256480955851,1,0.82134870380883
GPM6BP2,female,+,0.82134870380883,0.410674351904415,0.5893256480955851,1,0.82134870380883
GPM6BP3,female,-,0.9760743157815186,0.5119628421092407,0.4880371578907593,-1,0.9760743157815186
GPN1,female,-,0.6380362393314105,0.6809818803342947,0.31901811966570526,-1,0.6380362393314105
GPN2,female,+,0.6046851511289031,0.30234257556445154,0.6976574244355485,1,0.6046851511289031
GPN3,female,-,0.7378012691273665,0.6310993654363167,0.36890063456368327,-1,0.7378012691273665
GPN3P1,female,+,0.16558526803352033,0.08279263401676017,0.9172073659832398,1,0.16558526803352033
GPNMB,female,+,0.05760257649124056,0.02880128824562028,0.9711987117543797,1,0.05760257649124056
GPR1,female,+,0.5407889007060981,0.27039445035304904,0.7296055496469509,1,0.5407889007060981
GPR101,female,+,0.43086475775665617,0.21543237887832808,0.7845676211216719,1,0.43086475775665617
GPR107,female,+,0.5758063562112788,0.2879031781056394,0.7120968218943606,1,0.5758063562112788
GPR108,female,-,0.3170235528028952,0.8414882235985524,0.1585117764014476,-1,0.3170235528028952
GPR119,female,+,0.82134870380883,0.410674351904415,0.5893256480955851,1,0.82134870380883
GPR12,female,+,0.028133955688793417,0.014066977844396708,0.9859330221556033,1,0.028133955688793417
GPR132,female,-,0.672537826358291,0.6637310868208546,0.3362689131791455,-1,0.672537826358291
GPR135,female,+,0.729770547719031,0.3648852738595155,0.6351147261404845,1,0.729770547719031
GPR137,female,+,0.4095406526007924,0.2047703263003962,0.7952296736996038,1,0.4095406526007924
GPR137B,female,-,0.6773477764901096,0.6613261117549452,0.3386738882450548,-1,0.6773477764901096
GPR137C,female,-,0.5883593595609421,0.705820320219529,0.29417967978047105,-1,0.5883593595609421
GPR139,female,+,0.06618332830681851,0.03309166415340926,0.9669083358465907,1,0.06618332830681851
GPR141,female,-,0.8937636588225599,0.55311817058872,0.44688182941127996,-1,0.8937636588225599
GPR142,female,-,0.03742754397707504,0.9812862280114625,0.01871377198853752,-1,0.03742754397707504
GPR143,female,-,0.8086721315447895,0.5956639342276053,0.4043360657723947,-1,0.8086721315447895
GPR143P,female,+,0.82134870380883,0.410674351904415,0.5893256480955851,1,0.82134870380883
GPR146,female,-,0.4016920077013348,0.7991539961493326,0.2008460038506674,-1,0.4016920077013348
GPR148,female,-,0.3584803831332715,0.8207598084333643,0.17924019156663576,-1,0.3584803831332715
GPR149,female,+,0.35235852849795374,0.17617926424897687,0.8238207357510231,1,0.35235852849795374
GPR15,female,+,0.6437603987159646,0.3218801993579823,0.6781198006420177,1,0.6437603987159646
GPR150,female,+,0.30116095046414754,0.15058047523207377,0.8494195247679263,1,0.30116095046414754
GPR151,female,-,0.9100860774156663,0.5449569612921669,0.45504303870783314,-1,0.9100860774156663
GPR152,female,+,0.5946604619591147,0.29733023097955735,0.7026697690204426,1,0.5946604619591147
GPR153,female,-,0.33496045134767544,0.8325197743261623,0.16748022567383772,-1,0.33496045134767544
GPR155,female,+,0.30327497027690153,0.15163748513845077,0.8483625148615492,1,0.30327497027690153
GPR156,female,+,0.2238874405733989,0.11194372028669945,0.8880562797133005,1,0.2238874405733989
GPR157,female,-,0.9308511154524421,0.5345744422737789,0.4654255577262211,-1,0.9308511154524421
GPR158,female,+,0.19099869740747843,0.09549934870373922,0.9045006512962608,1,0.19099869740747843
GPR160,female,+,0.46792614660842713,0.23396307330421356,0.7660369266957865,1,0.46792614660842713
GPR161,female,+,0.5953204032040933,0.29766020160204665,0.7023397983979534,1,0.5953204032040933
GPR162,female,-,0.37078055582239006,0.814609722088805,0.18539027791119503,-1,0.37078055582239006
GPR17,female,+,0.646183567181916,0.323091783590958,0.676908216409042,1,0.646183567181916
GPR171,female,+,0.5072050714250118,0.2536025357125059,0.7463974642874941,1,0.5072050714250118
GPR173,female,+,0.30315487195001073,0.15157743597500536,0.8484225640249946,1,0.30315487195001073
GPR174,female,+,0.2349418319133685,0.11747091595668425,0.8825290840433158,1,0.2349418319133685
GPR176,female,+,0.1497667597221107,0.07488337986105535,0.9251166201389446,1,0.1497667597221107
GPR179,female,+,0.11379779568628888,0.05689889784314444,0.9431011021568555,1,0.11379779568628888
GPR18,female,+,0.9314387488764143,0.46571937443820716,0.5342806255617929,1,0.9314387488764143
GPR180,female,+,0.48253218615007665,0.24126609307503832,0.7587339069249617,1,0.48253218615007665
GPR182,female,-,0.4800953352313613,0.7599523323843194,0.24004766761568064,-1,0.4800953352313613
GPR183,female,+,0.19818990250869806,0.09909495125434903,0.9009050487456509,1,0.19818990250869806
GPR19,female,+,0.9623521892061523,0.48117609460307614,0.5188239053969239,1,0.9623521892061523
GPR20,female,-,0.9511652941508826,0.5244173529245587,0.4755826470754413,-1,0.9511652941508826
GPR21,female,+,0.8862271313985525,0.44311356569927624,0.5568864343007238,1,0.8862271313985525
GPR22,female,-,0.16242650689275642,0.9187867465536218,0.08121325344637821,-1,0.16242650689275642
GPR25,female,+,0.21210966270488765,0.10605483135244383,0.8939451686475562,1,0.21210966270488765
GPR26,female,+,0.3965663967302339,0.19828319836511696,0.801716801634883,1,0.3965663967302339
GPR27,female,+,0.18678920576180122,0.09339460288090061,0.9066053971190994,1,0.18678920576180122
GPR3,female,-,0.8055739944025295,0.5972130027987352,0.40278699720126476,-1,0.8055739944025295
GPR31,female,+,0.8458248936020147,0.42291244680100737,0.5770875531989926,1,0.8458248936020147
GPR32,female,-,0.8383016045709804,0.5808491977145098,0.4191508022854902,-1,0.8383016045709804
GPR32P1,female,-,0.7274795380553396,0.6362602309723302,0.3637397690276698,-1,0.7274795380553396
GPR33,female,+,0.982943614858645,0.4914718074293225,0.5085281925706775,1,0.982943614858645
GPR34,female,-,0.14281779777050438,0.9285911011147477,0.07140889888525219,-1,0.14281779777050438
GPR35,female,-,0.068267505687660407,0.9658662471561699,0.034133752843830203,-1,0.068267505687660407
GPR37,female,-,0.20096831523918185,0.899515842380409,0.10048415761959092,-1,0.20096831523918185
GPR37L1,female,-,0.24303109684341465,0.8784844515782927,0.12151554842170732,-1,0.24303109684341465
GPR39,female,+,0.6226231820305477,0.31131159101527384,0.6886884089847262,1,0.6226231820305477
GPR4,female,+,0.3558225470134697,0.17791127350673486,0.8220887264932651,1,0.3558225470134697
GPR42,female,-,0.2875172213261085,0.8562413893369457,0.14375861066305426,-1,0.2875172213261085
GPR45,female,+,0.16809906206443104,0.08404953103221552,0.9159504689677844,1,0.16809906206443104
GPR50,female,+,0.18380002348136118,0.09190001174068059,0.9080999882593195,1,0.18380002348136118
GPR52,female,+,0.8104545957261754,0.4052272978630877,0.5947727021369122,1,0.8104545957261754
GPR53P,female,+,0.82134870380883,0.410674351904415,0.5893256480955851,1,0.82134870380883
GPR55,female,+,0.09298150942540986,0.04649075471270493,0.9535092452872951,1,0.09298150942540986
GPR6,female,+,0.1400588311150102,0.0700294155575051,0.9299705844424949,1,0.1400588311150102
GPR61,female,+,0.49117270118017275,0.24558635059008638,0.7544136494099136,1,0.49117270118017275
GPR62,female,-,0.3717175351506586,0.8141412324246707,0.1858587675753293,-1,0.3717175351506586
GPR63,female,+,0.17482520206065605,0.08741260103032802,0.912587398969672,1,0.17482520206065605
GPR65,female,-,0.7079127739877007,0.6460436130061497,0.35395638699385035,-1,0.7079127739877007
GPR68,female,-,0.1014084706701447,0.9492957646649277,0.05070423533507235,-1,0.1014084706701447
GPR75,female,-,0.8746562242091419,0.5626718878954291,0.43732811210457095,-1,0.8746562242091419
GPR75-ASB3,female,+,0.4619490859167912,0.2309745429583956,0.7690254570416044,1,0.4619490859167912
GPR78,female,+,0.16620404721763266,0.08310202360881633,0.9168979763911836,1,0.16620404721763266
GPR79,female,-,0.6865591129439599,0.6567204435280201,0.34327955647197994,-1,0.6865591129439599
GPR82,female,+,0.9905971153218665,0.4952985576609332,0.5047014423390668,1,0.9905971153218665
GPR83,female,-,0.9620319071771561,0.5189840464114219,0.48101595358857807,-1,0.9620319071771561
GPR84,female,+,0.48456529830627015,0.24228264915313508,0.7577173508468649,1,0.48456529830627015
GPR85,female,+,0.974358490129291,0.4871792450646455,0.5128207549353545,1,0.974358490129291
GPR87,female,-,0.9737079528231951,0.5131460235884024,0.48685397641159756,-1,0.9737079528231951
GPR88,female,+,0.5913223909909553,0.29566119549547765,0.7043388045045224,1,0.5913223909909553
GPR89A,female,-,0.7943332243604053,0.6028333878197973,0.39716661218020266,-1,0.7943332243604053
GPR89B,female,-,0.4472026660882163,0.7763986669558919,0.22360133304410815,-1,0.4472026660882163
GPRASP1,female,+,0.6944063186081978,0.3472031593040989,0.652796840695901,1,0.6944063186081978
GPRASP2,female,+,0.5641817998248149,0.28209089991240743,0.7179091000875926,1,0.5641817998248149
GPRC5A,female,-,0.8210671322347697,0.5894664338826152,0.41053356611738484,-1,0.8210671322347697
GPRC5B,female,-,0.17229849654212137,0.9138507517289394,0.08614924827106069,-1,0.17229849654212137
GPRC5C,female,-,0.04341075005043437,0.9782946249747828,0.021705375025217185,-1,0.04341075005043437
GPRC5D,female,-,0.03230023376446807,0.9838498831177659,0.016150116882234035,-1,0.03230023376446807
GPRC6A,female,+,0.3086880060682647,0.15434400303413234,0.8456559969658677,1,0.3086880060682647
GPRIN1,female,+,0.53967513096683,0.269837565483415,0.730162434516585,1,0.53967513096683
GPRIN2,female,-,0.0616350225101563,0.9691824887449219,0.03081751125507815,-1,0.0616350225101563
GPRIN3,female,+,0.9892248816468947,0.49461244082344735,0.5053875591765526,1,0.9892248816468947
GPS1,female,-,0.9722502377387348,0.5138748811306326,0.4861251188693674,-1,0.9722502377387348
GPS2,female,+,0.6447392151014595,0.32236960755072974,0.6776303924492703,1,0.6447392151014595
GPS2P1,female,-,0.04648841283526237,0.9767557935823687,0.023244206417631186,-1,0.04648841283526237
GPS2P2,female,+,0.5769018636564007,0.28845093182820036,0.7115490681717996,1,0.5769018636564007
GPSM1,female,-,0.8925826094695146,0.5537086952652427,0.4462913047347573,-1,0.8925826094695146
GPSM2,female,-,0.11674790768282796,0.941626046158586,0.05837395384141398,-1,0.11674790768282796
GPSM3,female,+,0.5277024942445236,0.2638512471222618,0.7361487528777382,1,0.5277024942445236
GPT,female,-,0.12825532803988798,0.935872335980056,0.06412766401994399,-1,0.12825532803988798
GPT2,female,-,0.6070414462981857,0.6964792768509072,0.30352072314909284,-1,0.6070414462981857
GPX1,female,-,0.8523213681549007,0.5738393159225497,0.42616068407745034,-1,0.8523213681549007
GPX1P1,female,+,0.7113505024735253,0.35567525123676264,0.6443247487632373,1,0.7113505024735253
GPX1P2,female,-,0.24124052175853733,0.8793797391207313,0.12062026087926866,-1,0.24124052175853733
GPX2,female,-,0.71565655453588,0.64217172273206,0.35782827726794,-1,0.71565655453588
GPX3,female,+,0.5895166884848895,0.29475834424244474,0.7052416557575553,1,0.5895166884848895
GPX4,female,+,0.7733041739535724,0.3866520869767862,0.6133479130232138,1,0.7733041739535724
GPX5,female,+,0.6169396858532448,0.3084698429266224,0.6915301570733776,1,0.6169396858532448
GPX6,female,-,0.46634275139903025,0.7668286243004849,0.23317137569951513,-1,0.46634275139903025
GPX7,female,-,0.9111343717230327,0.5444328141384837,0.45556718586151634,-1,0.9111343717230327
GPX8,female,+,0.9760577760294336,0.4880288880147168,0.5119711119852832,1,0.9760577760294336
GRAMD1A,female,+,0.918886861322272,0.459443430661136,0.540556569338864,1,0.918886861322272
GRAMD1B,female,+,0.2649312563247878,0.1324656281623939,0.8675343718376061,1,0.2649312563247878
GRAMD1C,female,-,0.9155824410260385,0.5422087794869808,0.45779122051301924,-1,0.9155824410260385
GRAMD2,female,+,0.4408205714996612,0.2204102857498306,0.7795897142501694,1,0.4408205714996612
GRAMD3,female,-,0.46259765023443344,0.7687011748827832,0.23129882511721672,-1,0.46259765023443344
GRAMD4,female,-,0.9866769232661262,0.5066615383669368,0.4933384616330631,-1,0.9866769232661262
GRAMD4P1,female,+,0.82134870380883,0.410674351904415,0.5893256480955851,1,0.82134870380883
GRAMD4P2,female,-,0.8733640066221191,0.5633179966889404,0.43668200331105955,-1,0.8733640066221191
GRAMD4P3,female,-,0.8894294605249242,0.5552852697375379,0.4447147302624621,-1,0.8894294605249242
GRAMD4P4,female,+,0.560380318625723,0.2801901593128615,0.7198098406871385,1,0.560380318625723
GRAMD4P5,female,+,0.82134870380883,0.410674351904415,0.5893256480955851,1,0.82134870380883
GRAMD4P6,female,+,0.82134870380883,0.410674351904415,0.5893256480955851,1,0.82134870380883
GRAMD4P7,female,-,0.5607485506495544,0.7196257246752228,0.2803742753247772,-1,0.5607485506495544
GRAMD4P8,female,-,0.014686659381654591,0.9926566703091727,0.0073433296908272955,-1,0.014686659381654591
GRAP,female,-,0.3568747831251287,0.8215626084374357,0.17843739156256436,-1,0.3568747831251287
GRAP2,female,+,0.9672875197887227,0.48364375989436137,0.5163562401056386,1,0.9672875197887227
GRAPL,female,-,0.2450506764101683,0.8774746617949158,0.12252533820508416,-1,0.2450506764101683
GRASP,female,+,0.2557937960628373,0.12789689803141865,0.8721031019685813,1,0.2557937960628373
GRB10,female,+,0.7054427169097719,0.35272135845488595,0.647278641545114,1,0.7054427169097719
GRB14,female,-,0.4506063584249121,0.774696820787544,0.22530317921245605,-1,0.4506063584249121
GRB2,female,+,0.36309946230400925,0.18154973115200462,0.8184502688479953,1,0.36309946230400925
GRB7,female,+,0.8129549430467122,0.4064774715233561,0.5935225284766439,1,0.8129549430467122
GREB1,female,+,0.8571010832921453,0.42855054164607265,0.5714494583539274,1,0.8571010832921453
