gene_symbol,sex,nAcc_Male_directions,min_p_across_regions,meta_higher_in_MDD_pvalue,meta_lower_in_MDD_pvalue,meta_direction,meta_p
MTCO3P42,male,-,0.9330045403596785,0.5334977298201607,0.46650227017983925,-1,0.9330045403596785
MTCO3P43,male,+,0.10572821898684334,0.05286410949342167,0.9471358905065783,1,0.10572821898684334
MTCO3P44,male,+,0.14116417546400348,0.07058208773200174,0.9294179122679982,1,0.14116417546400348
MTCO3P45,male,+,0.7564545582479982,0.3782272791239991,0.6217727208760009,1,0.7564545582479982
MTCO3P46,male,-,0.5654404431590598,0.7172797784204701,0.2827202215795299,-1,0.5654404431590598
MTCO3P5,male,+,0.6390580824511469,0.31952904122557346,0.6804709587744265,1,0.6390580824511469
MTCO3P7,male,+,0.9484773725800402,0.4742386862900201,0.5257613137099799,1,0.9484773725800402
MTCO3P8,male,+,0.34772646301633225,0.17386323150816613,0.8261367684918339,1,0.34772646301633225
MTCO3P9,male,-,0.013642471004973901,0.993178764497513,0.006821235502486951,-1,0.013642471004973901
MTCP1,male,+,0.5205647601408914,0.2602823800704457,0.7397176199295543,1,0.5205647601408914
MTCYBP1,male,+,0.5623490765083323,0.28117453825416616,0.7188254617458338,1,0.5623490765083323
MTCYBP10,male,-,0.8806261240892388,0.5596869379553806,0.4403130620446194,-1,0.8806261240892388
MTCYBP11,male,+,0.670138096524036,0.335069048262018,0.664930951737982,1,0.670138096524036
MTCYBP12,male,-,0.881749161282654,0.559125419358673,0.440874580641327,-1,0.881749161282654
MTCYBP13,male,-,0.8542047096729537,0.5728976451635232,0.42710235483647685,-1,0.8542047096729537
MTCYBP14,male,+,0.335577203318716,0.167788601659358,0.8322113983406421,1,0.335577203318716
MTCYBP15,male,-,0.6599008304445001,0.6700495847777499,0.32995041522225005,-1,0.6599008304445001
MTCYBP16,male,+,0.755812492779677,0.3779062463898385,0.6220937536101615,1,0.755812492779677
MTCYBP17,male,+,0.9484773725800402,0.4742386862900201,0.5257613137099799,1,0.9484773725800402
MTCYBP18,male,+,0.36247970468844914,0.18123985234422457,0.8187601476557754,1,0.36247970468844914
MTCYBP19,male,-,0.807061680643454,0.596469159678273,0.403530840321727,-1,0.807061680643454
MTCYBP2,male,-,0.1238500175784091,0.9380749912107955,0.06192500878920455,-1,0.1238500175784091
MTCYBP20,male,-,0.6243346035649627,0.6878326982175187,0.31216730178248137,-1,0.6243346035649627
MTCYBP21,male,-,0.1893659725610348,0.9053170137194826,0.0946829862805174,-1,0.1893659725610348
MTCYBP22,male,-,0.8018775656292993,0.5990612171853503,0.4009387828146497,-1,0.8018775656292993
MTCYBP23,male,+,0.5017440963438075,0.25087204817190373,0.7491279518280962,1,0.5017440963438075
MTCYBP24,male,-,0.5455700312992602,0.7272149843503699,0.2727850156496301,-1,0.5455700312992602
MTCYBP27,male,+,0.4322046905057756,0.2161023452528878,0.7838976547471121,1,0.4322046905057756
MTCYBP28,male,-,0.2590591426256912,0.8704704286871544,0.1295295713128456,-1,0.2590591426256912
MTCYBP29,male,+,0.24010598028670624,0.12005299014335312,0.8799470098566469,1,0.24010598028670624
MTCYBP3,male,-,0.23651338675306782,0.8817433066234661,0.11825669337653391,-1,0.23651338675306782
MTCYBP31,male,+,0.9668159197345015,0.48340795986725077,0.5165920401327493,1,0.9668159197345015
MTCYBP32,male,+,0.6478841539752186,0.3239420769876093,0.6760579230123906,1,0.6478841539752186
MTCYBP4,male,-,0.14403151464486524,0.9279842426775674,0.07201575732243262,-1,0.14403151464486524
MTCYBP5,male,-,0.011544470276753935,0.994227764861623,0.0057722351383769676,-1,0.011544470276753935
MTCYBP6,male,+,0.5913355927622626,0.2956677963811313,0.7043322036188687,1,0.5913355927622626
MTCYBP7,male,-,0.4386727036596443,0.7806636481701779,0.21933635182982214,-1,0.4386727036596443
MTCYBP8,male,+,0.5793582857326973,0.28967914286634866,0.7103208571336513,1,0.5793582857326973
MTCYBP9,male,+,0.9328366059116546,0.4664183029558273,0.5335816970441727,1,0.9328366059116546
MTDH,male,+,0.963028681186427,0.4815143405932135,0.5184856594067865,1,0.963028681186427
MTERF1,male,-,0.30998246775887683,0.8450087661205616,0.15499123387943842,-1,0.30998246775887683
MTERF2,male,-,0.9745648202549009,0.5127175898725496,0.48728241012745044,-1,0.9745648202549009
MTERF3,male,-,0.0568550960098566,0.9715724519950717,0.0284275480049283,-1,0.0568550960098566
MTERF4,male,+,0.9642235247170196,0.4821117623585098,0.5178882376414902,1,0.9642235247170196
MTF1,male,+,0.9642648161250974,0.4821324080625487,0.5178675919374514,1,0.9642648161250974
MTF2,male,+,0.896351615024068,0.448175807512034,0.551824192487966,1,0.896351615024068
MTFMT,male,+,0.36914349865064233,0.18457174932532117,0.8154282506746788,1,0.36914349865064233
MTFP1,male,+,0.7782033852921915,0.38910169264609573,0.6108983073539043,1,0.7782033852921915
MTFR1,male,-,0.5558991617842262,0.7220504191078869,0.2779495808921131,-1,0.5558991617842262
MTFR1L,male,-,0.22151515263992436,0.8892424236800378,0.11075757631996218,-1,0.22151515263992436
MTFR2,male,+,0.9423821531052265,0.4711910765526133,0.5288089234473867,1,0.9423821531052265
MTG1,male,+,0.05840760108002699,0.029203800540013494,0.9707961994599865,1,0.05840760108002699
MTG2,male,+,0.12617373890452346,0.06308686945226173,0.9369131305477383,1,0.12617373890452346
MTHFD1,male,-,0.0372488905401963,0.9813755547299018,0.01862444527009815,-1,0.0372488905401963
MTHFD1L,male,-,0.840360988600891,0.5798195056995545,0.4201804943004455,-1,0.840360988600891
