gene_symbol,female_Anterior_Insula_female_BA11_female_BA25_female_BA8/9_female_Nac_female_Subic,min_p_across_regions,meta_higher_in_MDD_pvalue,meta_lower_in_MDD_pvalue,meta_direction,meta_p
TMEM205,+++--+,0.041602063,0.03439242705788268,0.9387218466190698,1,0.06878485411576536
DOCK4,-----+,0.029833739,0.9093169908401211,0.03440459882061461,-1,0.068809197641229225
ID3,-++++-,0.044844161,0.03441678354399204,0.9413091829791677,1,0.06883356708798408
IRF1,++++++,0.145986357,0.034430688915709586,0.9973105902301992,1,0.06886137783141917
APOBEC3C,++++++,0.136142017,0.03443186629046265,0.9982760095397468,1,0.0688637325809253
A2M,++++++,0.078266103,0.034433254206454184,0.9980096105651645,1,0.06886650841290837
RP11-61E11.2,-+----,0.011631942,0.8871027982005013,0.03445097895814988,-1,0.06890195791629976
MCM3AP,--+-+-,0.014118616,0.7639791374250916,0.03446805878636271,-1,0.06893611757272541
RPL23AP7,------,0.085852046,0.9955575772576533,0.034471686860022936,-1,0.06894337372004587
KMT5A,+---+-,0.021436524,0.7377629414358167,0.03447390984013391,-1,0.06894781968026782
PGS1,-+----,0.025195681,0.9302039542576273,0.034475867577514675,-1,0.06895173515502935
SNORD116-19,+-+---,0.006793229,0.7538132070472325,0.03448667012317507,-1,0.06897334024635014
PIRT,-+++++,0.045472839,0.03449346951385364,0.9668884428642686,1,0.06898693902770728
BBOX1,++++++,0.019032777,0.03449443711029565,0.9899548010664025,1,0.0689888742205913
IL6R,-+++++,0.028470094,0.03449677734523726,0.9692800808263223,1,0.06899355469047452
SLC4A9,-++-++,0.071057266,0.0345000017827667,0.7184744402879176,1,0.0690000035655334
SEPT8,++++++,0.084009038,0.03451434335810598,0.9968688008116435,1,0.06902868671621196
PMPCA,------,0.103397076,0.9976911362116371,0.03451751051220458,-1,0.06903502102440916
ZNF790,++++-+,0.042342709,0.03452913226205823,0.9823399880684406,1,0.06905826452411647
SLC7A6,--+-++,0.036799735,0.9154264678940529,0.034539608193400836,-1,0.06907921638680167
PANX1,++++-+,0.021497883,0.03454083562228132,0.8477715668290761,1,0.06908167124456265
ERG28,++++++,0.027972693,0.03454388453976661,0.9938069706418711,1,0.06908776907953322
LINC00639,++++++,0.101783877,0.034546884906107564,0.9969398981441413,1,0.06909376981221513
ZNF516,------,0.078163511,0.9975740318016961,0.03454950360933901,-1,0.06909900721867802
RP11-516A11.1,--+-+-,0.001969275,0.7292799202170668,0.034561557158258004,-1,0.06912311431651601
LY6H,++++-+,0.038546478,0.03456365156541854,0.8838101639733916,1,0.06912730313083708
RING1,-+--+-,0.055306982,0.7894352367048407,0.03456602644790151,-1,0.06913205289580301
RAD17,++++-+,0.055895496,0.03456874369527019,0.9864847262192895,1,0.06913748739054038
RP4-800G7.2,----++,0.055241542,0.8735794988365592,0.03457667683431263,-1,0.06915335366862525
EIF3C,++++++,0.079478978,0.0346603181522488,0.9945571724972361,1,0.0693206363044976
TCF20,------,0.057651375,0.9960253618084819,0.034677306301070535,-1,0.06935461260214107
FRAT2,++++-+,0.054591049,0.03469849482782746,0.9676512257281126,1,0.06939698965565493
BNC2,-++-++,0.069525223,0.03473093498249098,0.9663886087229582,1,0.06946186996498196
CTD-2031P19.3,++++++,0.054020702,0.03473352143006599,0.9961187017010497,1,0.06946704286013199
CHST10,-+++-+,0.002307651,0.03476126987682395,0.42989934862054735,1,0.0695225397536479
SNX10,++-+-+,0.04441529,0.034767698444448346,0.7336946372782707,1,0.06953539688889669
CNST,++++--,0.010278181,0.03479030792227551,0.7329072152580208,1,0.06958061584455102
AC019186.1,-+----,0.00532318,0.854191247081933,0.03482109645651751,-1,0.06964219291303501
RANBP17,-+----,0.031398544,0.9754430651679762,0.03482261971020319,-1,0.06964523942040637
SLCO2B1,++++++,0.084825814,0.034826884422416694,0.9982762369247802,1,0.06965376884483339
HLA-DPB1,++++++,0.062237341,0.034827687951107314,0.9911434221632126,1,0.06965537590221463
PSME1,++++++,0.067374187,0.03482876112330327,0.9898807069600045,1,0.06965752224660654
LINC02021,+---+-,0.05113478,0.9421038236562148,0.0348412880526873,-1,0.0696825761053746
RUSC2,----+-,0.063711605,0.9811345053153909,0.034842966907546166,-1,0.06968593381509233
NUP37,+++--+,0.063348623,0.03486750241258439,0.9444094578104352,1,0.06973500482516878
TOP1,----+-,0.047453352,0.9737503607892141,0.03487733918067211,-1,0.06975467836134422
MSH2,++++-+,0.007027497,0.03488217727182938,0.9602569166383205,1,0.06976435454365876
ZNF436,++++-+,0.080820285,0.03489014914249684,0.9012144356977071,1,0.06978029828499369
CETN2,++++-+,0.143368604,0.034922242636775985,0.9879103126608106,1,0.06984448527355197
PLEKHA5,----+-,0.08368423,0.9631708507277034,0.03492640306151182,-1,0.06985280612302364
NKX2-2,+-++++,0.018972109,0.0349486436851151,0.9427754983026129,1,0.0698972873702302
SRPK3,+-++++,0.024376992,0.03495057834299304,0.9887594927715382,1,0.06990115668598608
AC104653.1,++++++,0.093204522,0.03495640724712446,0.9943016083223783,1,0.06991281449424892
C22orf24,-+---+,0.005803019,0.8900662533946353,0.03496099872383474,-1,0.06992199744766948
TYRO3,-+----,0.023167632,0.9793540495541339,0.03496530827340034,-1,0.06993061654680068
LHPP,++++++,0.069146947,0.03496589981930759,0.9921153036820197,1,0.06993179963861518
TENM4,------,0.035519188,0.988142979005527,0.03498120947569688,-1,0.06996241895139375
NDUFB1,+++--+,0.068365649,0.03499062845273533,0.9696763873430327,1,0.06998125690547066
CARTPT,-+++-+,0.024579641,0.035019288437889526,0.8332013911809731,1,0.07003857687577905
SHROOM1,+++++-,0.145479679,0.03502081662868338,0.9744507658736375,1,0.07004163325736676
SRPX,+++-++,0.055620127,0.03502318782911882,0.9777824156528678,1,0.07004637565823764
CYB5D2,+++++-,0.049052895,0.0350315945147512,0.9897612706087453,1,0.0700631890295024
PRKAA1,++++-+,0.031221466,0.035036396663240675,0.9685418120517383,1,0.07007279332648135
CDH13,---++-,0.00394136,0.9420689658278782,0.035040784962294735,-1,0.07008156992458947
GLIPR2,++++++,0.071719338,0.03504101022894804,0.9935699830394482,1,0.07008202045789608
CTC-471J1.2,----++,0.005970408,0.33090826506746296,0.03504811753832174,-1,0.07009623507664348
EXOSC7,+++--+,0.029672894,0.03507056430575005,0.723601790180686,1,0.0701411286115001
AP000708.1,++++++,0.138021566,0.035075095162579624,0.9984687448911782,1,0.07015019032515925
PTPN6,+-++++,0.108302156,0.03510326755382266,0.9862115358563107,1,0.07020653510764532
CRYAB,++++++,0.091006354,0.035112404299857486,0.9965757698720998,1,0.07022480859971497
ATG2B,-+++++,0.045997873,0.03511523488623843,0.9904368420568009,1,0.07023046977247686
TRUB2,-+++++,0.034722611,0.03511818124979023,0.9885493551378138,1,0.07023636249958046
RP11-550F7.1,----+-,0.03458588,0.9086011619655155,0.03512559929060329,-1,0.07025119858120658
RP5-951N9.2,----+-,0.014035431,0.963464214423563,0.03512789860995236,-1,0.07025579721990471
TTC4,--+--+,0.017231983,0.6959770476400996,0.035138281110091464,-1,0.07027656222018293
LIPE,-++++-,0.05358733,0.03514693730198345,0.9470324868830242,1,0.0702938746039669
DICER1,++++++,0.033795258,0.03515160924099267,0.9952942294469738,1,0.07030321848198534
KATNB1,------,0.059651364,0.9870099713923483,0.03515562832296156,-1,0.07031125664592312
MAN1C1,------,0.134285472,0.998523216510337,0.03516453241775362,-1,0.07032906483550724
TXNDC9,++++-+,0.054902625,0.035179809236725416,0.9796576896771618,1,0.07035961847345083
ZNF445,--+---,0.057457585,0.9511845625034101,0.035205360241897764,-1,0.07041072048379553
DCK,++-+-+,0.012314953,0.03520986757373471,0.6372549841474273,1,0.07041973514746942
GSTP1,+++---,0.013955267,0.035240696813394035,0.9010674822104405,1,0.07048139362678807
PARD6B,-+++--,0.005301314,0.03529895402496893,0.7364673790550438,1,0.07059790804993786
CTC-228N24.2,---+--,0.011489463,0.9763569442152291,0.03531456292243638,-1,0.07062912584487276
SLAIN1,++++++,0.095569207,0.03532001685135517,0.9960715705633412,1,0.07064003370271034
FADD,++++-+,0.082224238,0.03535212769266466,0.9900166339415286,1,0.07070425538532932
CTD-2020K17.3,----+-,0.122209751,0.9877337001804205,0.03537760350893873,-1,0.07075520701787746
NDUFB3,++++-+,0.138328036,0.03538578028441512,0.9900128959704241,1,0.07077156056883024
ERVK3-1,------,0.117278121,0.9964646228383461,0.03540679491423688,-1,0.07081358982847376
AC007383.3,-++++-,0.012251712,0.0354094611899256,0.9334602330142103,1,0.0708189223798512
RNF181,++++-+,0.097262493,0.035409512939711174,0.9742638616561855,1,0.07081902587942235
LINC01473,++-+++,0.081831193,0.035428034061424536,0.9780430929919381,1,0.07085606812284907
PSMA5,++++-+,0.035146562,0.035447090652125895,0.9263360582668789,1,0.07089418130425179
CHSY3,-+----,0.039136188,0.9721596807441519,0.035452100828941374,-1,0.07090420165788275
PRMT8,+-----,0.059932758,0.9741883381533721,0.035488959399710314,-1,0.07097791879942063
LINC01561,++++++,0.137789273,0.0355030443207032,0.9979910111648832,1,0.0710060886414064
GIMAP1,++++++,0.046073658,0.03551788762615586,0.9964428307450222,1,0.07103577525231172
MIR210HG,+++++-,0.001589894,0.03551969679359567,0.9069381284543911,1,0.07103939358719134
GPR65,++++++,0.063843096,0.035532859162809856,0.9952806588261882,1,0.07106571832561971
GALNT15,-+++++,0.076465901,0.035539752958183395,0.9922803348908484,1,0.07107950591636679
TMEM173,+++---,0.019879706,0.035540015723910114,0.8364627996379158,1,0.07108003144782023
RP11-727A23.10,----++,0.009973948,0.9517600251635999,0.03556582532434389,-1,0.07113165064868777
PWRN1,------,0.030547159,0.9951046272036934,0.035612556467605354,-1,0.07122511293521071
PRKACA,----+-,0.037518285,0.9863122467759686,0.035642439031150636,-1,0.07128487806230127
SAFB,+---+-,0.0058269,0.8171245441209462,0.035644829587247434,-1,0.07128965917449487
AC006538.1,----+-,0.050748761,0.9419457097807181,0.035670635436420434,-1,0.07134127087284087
TAS2R10,++++++,0.202299465,0.03568673091007079,0.997484462109782,1,0.07137346182014158
TANC1,++++++,0.046056882,0.035712547247004026,0.9907441382266201,1,0.07142509449400805
BTBD3,++-+++,0.019995488,0.03571425719540405,0.9733864658683387,1,0.0714285143908081
NOL10,------,0.125133706,0.9948634565250042,0.035715851491367585,-1,0.07143170298273517
C3orf18,++++--,0.011530138,0.03573423504943857,0.8498745455047725,1,0.07146847009887713
NCOA4,-+++-+,0.022961258,0.035760068816066165,0.9731363220269118,1,0.07152013763213233
SAPCD1-AS1,-+--+-,0.007960952,0.712067946796014,0.03576144799960945,-1,0.0715228959992189
SLC35E2A,+-----,0.043871273,0.8571224007916296,0.03577193458809744,-1,0.07154386917619487
RP11-218C23.1,+-++-+,0.014863955,0.03578373640022596,0.8557253420823583,1,0.07156747280045192
SMOX,+++-++,0.091388298,0.035821346773053125,0.9810987825803849,1,0.07164269354610625
COX10,----+-,0.063969712,0.9872620073745499,0.03595844514427793,-1,0.07191689028855586
BBS12,++++-+,0.05886972,0.035959847187834966,0.9107705998850888,1,0.07191969437566993
RP11-66N11.8,++++-+,0.020411888,0.035963749957103136,0.8651630760309997,1,0.07192749991420627
ARL4A,++-+--,0.0161061,0.036000443367752655,0.29849383479092617,1,0.07200088673550531
PTGS1,++++++,0.058103787,0.036010420811323426,0.9857002069823465,1,0.07202084162264685
PDE8B,------,0.097442363,0.997414020244369,0.03602481433821732,-1,0.07204962867643463
STK25,-+----,0.061767173,0.9752821783581768,0.036053218364535906,-1,0.07210643672907181
LINC01480,-+++++,0.00580597,0.03612035066271501,0.9509096710972754,1,0.07224070132543002
TMEM141,+++++-,0.041400799,0.036124267147279565,0.9841096909383974,1,0.07224853429455913
CTDSP1,+++-++,0.084272245,0.03614508755325646,0.9778365087939641,1,0.07229017510651292
MPP5,++++++,0.090193078,0.03615377301964413,0.9958299838213324,1,0.07230754603928825
BRAFP1,------,0.128252639,0.9987009861485021,0.03616352201829588,-1,0.07232704403659176
NSMF,+-----,0.023652636,0.9881122602315418,0.03616772232836118,-1,0.07233544465672236
NORAD,++++-+,0.09422599,0.036172818959397335,0.9625164549392113,1,0.07234563791879467
TRUB1,++-+-+,0.021694851,0.03618588909104694,0.9136808489989137,1,0.07237177818209388
MARCH7,++--++,0.008450171,0.03619124556135099,0.8934218927742991,1,0.07238249112270198
FAM120A,------,0.037996298,0.9919598671012193,0.036230511522300085,-1,0.07246102304460017
ACSS3,+++-++,0.084846991,0.03624401956999447,0.9905724011230271,1,0.07248803913998894
C5orf64,++++++,0.057077056,0.03626512429746509,0.9962509602672689,1,0.07253024859493018
HNRNPCP2,++++-+,0.045643213,0.03626780431586691,0.9763138495501924,1,0.07253560863173382
CHMP5,++++-+,0.051422792,0.03631009624149272,0.9934876402914709,1,0.07262019248298544
FN3KRP,++++-+,0.073352386,0.03631350973706241,0.981973242189244,1,0.07262701947412482
GOLGA8S,+++++-,0.105997824,0.03635105462560602,0.9882621549173163,1,0.07270210925121204
PLOD2,+++-++,0.062008712,0.03636136098122726,0.9902303918565729,1,0.07272272196245452
KIAA1549L,---+--,0.028165454,0.9729397136137993,0.036387194866192865,-1,0.07277438973238573
SARS,++++-+,0.085600621,0.03639130889327039,0.9794414013271023,1,0.07278261778654078
RP1-151F17.1,--+-++,0.029383871,0.8995555118636817,0.03639965021991577,-1,0.07279930043983154
CYBB,++++-+,0.051902217,0.03640248599604119,0.9913521346797797,1,0.07280497199208238
MARS,------,0.072291555,0.9949030719407783,0.036411302279132265,-1,0.07282260455826453
ITPRIPL2,+++-++,0.056615426,0.03645220284084943,0.9886448462914214,1,0.07290440568169886
LINC00327,+-++-+,0.025018933,0.03645295982540626,0.9665430013983732,1,0.07290591965081251
C4orf50,------,0.088391874,0.9937340422101242,0.03649999231261265,-1,0.0729999846252253
DAP3,+++--+,0.042087391,0.03654632466156304,0.93465752550569825,1,0.07309264932312608
GSTM3,++++-+,0.111010791,0.03654833677623314,0.9940523440821916,1,0.07309667355246628
RNU6-1010P,----+-,0.121328384,0.9811924297580076,0.03655699968003951,-1,0.07311399936007902
RASSF1,+++-+-,0.016732976,0.03655772965949438,0.8826020615913736,1,0.07311545931898876
ABTB1,-+----,0.014815747,0.9451972055227398,0.03655923760823664,-1,0.07311847521647329
DDX39A,++++++,0.171927526,0.0365823998026946,0.9959882013389282,1,0.0731647996053892
RP11-472B18.1,+++-++,0.017237968,0.036600515003910705,0.9770767650413635,1,0.07320103000782141
MYCBP2-AS1,++-+++,0.020552634,0.0366041003969208,0.7336607935413817,1,0.0732082007938416
CUTA,++++-+,0.025061225,0.03660841222047053,0.7617921340796324,1,0.07321682444094106
SLA,-----+,0.036832538,0.8938924543902036,0.0366622200304602,-1,0.0733244400609204
ENOX1,-+----,0.006141602,0.7927857022234353,0.03669479958907341,-1,0.07338959917814682
EIF4ENIF1,+---+-,0.017129806,0.9604997646914321,0.03670527929836752,-1,0.07341055859673504
RP4-706A16.3,+++--+,0.002768487,0.03670625642810776,0.8965286569626969,1,0.07341251285621551
EIF2B3,++++++,0.08478579,0.03672924286254275,0.9890200013851622,1,0.0734584857250855
RO60,++++++,0.036300935,0.03674007750660981,0.995785813127085,1,0.07348015501321963
GSTA4,++-+-+,0.001593158,0.03675291716734366,0.8067342851252945,1,0.07350583433468733
DCLRE1A,-+----,0.012688458,0.9301085749684774,0.03676376192275835,-1,0.0735275238455167
RP4-704D21.2,------,0.010390053,0.9783906595400036,0.03677028868719202,-1,0.07354057737438403
PFN2,++-+-+,0.00310213,0.03677107653293752,0.3089092075807703,1,0.07354215306587504
RN7SL67P,----+-,0.008577636,0.9095321231366381,0.03677494192481605,-1,0.0735498838496321
SSH1,------,0.074945584,0.9971505035931145,0.03678346254177176,-1,0.07356692508354352
CAPN13,+-++++,0.03953739,0.036802747559683054,0.9893717994566826,1,0.07360549511936611
MPST,+++-++,0.038031742,0.03681388414588619,0.9749104632031891,1,0.07362776829177238
TRMT13,++++++,0.049327648,0.036828638664556296,0.9927756902588405,1,0.07365727732911259
DBNDD2,+++++-,0.049267877,0.03684957445112323,0.9718612126852533,1,0.07369914890224646
USP4,------,0.148510436,0.997799370295603,0.03685460101057803,-1,0.07370920202115606
FNIP2,-+-++-,0.035121073,0.03686094362129868,0.8467099342840458,1,0.07372188724259736
STRN,++++++,0.091490892,0.03686167458553112,0.9955137186374307,1,0.07372334917106224
MAFG-DT,------,0.018874099,0.9805084612515492,0.03690635032510087,-1,0.07381270065020173
SNORD17,+-+-+-,0.016535981,0.8160427243154167,0.036909087740367774,-1,0.07381817548073555
TBC1D19,++++-+,0.024846801,0.03690992786899067,0.8097367093205416,1,0.07381985573798135
RAB6A,++++-+,0.025327757,0.036935007926664196,0.922120851686957,1,0.07387001585332839
TMEM206,-+++++,0.159658446,0.03694042575010713,0.9959435875552042,1,0.07388085150021426
ITPRID2,+++-++,0.145734733,0.0369453487541532,0.9762244199551817,1,0.0738906975083064
RTP4,++++--,0.065528172,0.03694871666047922,0.9784524111797934,1,0.07389743332095844
SYT9,+++-++,0.04277791,0.036954359926752556,0.9919158505732469,1,0.07390871985350511
RHNO1,-++++-,0.011829807,0.03695552151978024,0.9507638374347299,1,0.07391104303956048
MAP2K4,++++-+,0.057238726,0.03695671608310745,0.8661711840696296,1,0.0739134321662149
ZKSCAN8,+++-++,0.01659268,0.036970382992355354,0.9477647585654402,1,0.07394076598471071
SERPINA1,++++++,0.162316199,0.036988019123707125,0.9980223168033998,1,0.07397603824741425
SSU72,+--+--,0.018752107,0.8867488975356952,0.03700251346490951,-1,0.07400502692981901
SOD3,+-+---,0.02523562,0.44573904153273664,0.03700661616155051,-1,0.07401323232310102
GUCY1A1,++++++,0.033806989,0.03703246631967943,0.9881684133556746,1,0.07406493263935886
AASDH,++++-+,0.069588795,0.037041150356775646,0.9807941605875576,1,0.07408230071355129
CFDP1,+-----,0.093570231,0.9656563084848327,0.037053021322902106,-1,0.07410604264580421
SUOX,++++-+,0.105102374,0.03705529897817157,0.9579901722113363,1,0.07411059795634314
TBC1D9B,------,0.180325874,0.998477449678061,0.03705547323338632,-1,0.07411094646677265
CTD-2540M10.1,------,0.100854449,0.9965488869034052,0.03706335028385798,-1,0.07412670056771596
TNRC6C,----+-,0.041563371,0.9087436168198688,0.03708664007729536,-1,0.07417328015459072
FANCL,++++++,0.101785342,0.03708804621770605,0.9959687650882425,1,0.0741760924354121
RP1-313I6.12,-++-++,0.103221543,0.03709680226092141,0.9541551265858378,1,0.07419360452184282
IFI6,++++++,0.136786522,0.037161820786359163,0.9969540741693149,1,0.07432364157271833
REXO5,+++--+,0.085089164,0.03716573729627024,0.969575928997339,1,0.07433147459254048
RP11-111G23.1,+-+---,0.056014565,0.963765066587561,0.03718685928415805,-1,0.0743737185683161
RP4-758J24.5,-+++-+,0.073726705,0.03720619637835304,0.9712796161050161,1,0.07441239275670608
CALCR,+++--+,0.014092151,0.0372092685944734,0.7658584908095769,1,0.0744185371889468
AHNAK,+++-++,0.117798853,0.037213153191928555,0.9898625321627955,1,0.07442630638385711
LIMD1-AS1,++++++,0.045075048,0.03721787886922694,0.9968353727670981,1,0.07443575773845389
MXD3,+-++++,0.114986166,0.037228737820593945,0.9729869031238524,1,0.07445747564118789
RP11-981G7.1,----+-,0.095070771,0.9755850944517758,0.037237493187178276,-1,0.07447498637435655
TRIM35,-+++++,0.048903878,0.037260030518195764,0.9727685354767918,1,0.07452006103639153
AC093843.1,-+--++,0.035987633,0.8787344321230429,0.03727636447124737,-1,0.07455272894249473
ARHGAP44,------,0.108477255,0.9968633470033221,0.03729012510002337,-1,0.07458025020004674
VLDLR,+++++-,0.069315158,0.03729543124473638,0.977789828541702,1,0.07459086248947276
PRDM8,----+-,0.06179893,0.7835507436855602,0.03730332608114062,-1,0.07460665216228124
MSANTD1,+-----,0.035888797,0.9866786090769987,0.0373070486666589,-1,0.0746140973333178
VRK1,------,0.078314369,0.9968856391233167,0.0373272485328514,-1,0.0746544970657028
RGS7,------,0.015896067,0.9875565864905153,0.03734482963659737,-1,0.07468965927319474
BAIAP3,------,0.08947557,0.9955105541474668,0.03734586416463407,-1,0.07469172832926814
VPS25,++++-+,0.009970901,0.03734764406662299,0.9520328594204168,1,0.07469528813324598
TXNL1,++-+-+,0.071774423,0.03736408190306484,0.9505021825881552,1,0.07472816380612968
RP11-384F7.2,+---+-,0.018352237,0.9343042245864374,0.037394091610673405,-1,0.07478818322134681
TPBG,-+++++,0.070752015,0.03740115406924369,0.9880797303193901,1,0.07480230813848739
KCNH3,------,0.138541643,0.9947979582304698,0.037409898597951456,-1,0.07481979719590291
MPC1,++++++,0.099862509,0.037412682142924425,0.994780798756058,1,0.07482536428584885
WDR91,--+-+-,0.090624914,0.8113110988295456,0.03742713188182275,-1,0.0748542637636455
RNF24,------,0.117102817,0.9979274129332452,0.03745482665651514,-1,0.07490965331303027
RP11-319G6.1,+++-++,0.126420306,0.03745764436648328,0.8715015891807071,1,0.07491528873296656
RP11-708J19.1,+-++++,0.05151309,0.037462311047071435,0.9411536667821482,1,0.07492462209414287
