gene_symbol,female_Anterior_Insula_female_BA11_female_BA25_female_BA8/9_female_Nac_female_Subic,min_p_across_regions,meta_higher_in_MDD_pvalue,meta_lower_in_MDD_pvalue,meta_direction,meta_p,meta_Up,meta_Down,empirical_meta_p
DYNC1I1,++-+-+,0.111866898,0.22357555760934889,0.8797139092348387,1,0.44715111521869777,0.3686887032328369,0.2593345924742118,0.5186691849484236
MZT2B,++++--,0.059002763,0.22359151242839995,0.8513732995063963,1,0.4471830248567999,0.3687613512531783,0.2593345924742118,0.5186691849484236
KSR2,----+-,0.236638626,0.9634198684156956,0.22359221221194775,-1,0.4471844244238955,0.3688072061601046,0.25935343261896115,0.5187068652379223
CDC42SE1,+++-++,0.192960824,0.22371244274730295,0.8288009409349613,1,0.4474248854946059,0.3688339992735198,0.2594072352172018,0.5188144704344037
SHLD2,-+--+-,0.089387242,0.8589330297698953,0.22378598878101544,-1,0.4475719775620309,0.36887984890309455,0.25942608063930256,0.5188521612786051
RPS29,++++++,0.27307551,0.22389542530169998,0.9755419643059441,1,0.44779085060339996,0.36890664729386125,0.2594798779601918,0.5189597559203836
E2F4,+-+-+-,0.084264784,0.5238891270491551,0.22393528818575412,-1,0.44787057637150823,0.36895249164608457,0.259498728659644,0.518997457319288
ZXDC,+-+-++,0.169921528,0.2240169624428629,0.7521200474874168,1,0.4480339248857258,0.3689792953142027,0.25955252070318174,0.5191050414063635
SAMD15,+-----,0.189753026,0.9562425113759749,0.22406719673761188,-1,0.44813439347522377,0.3690251343890745,0.2595713766799855,0.519142753359971
CDC42EP4,-++-++,0.176716511,0.22416648846268983,0.9025683304563756,1,0.44833297692537966,0.3690519433345441,0.2596251634461717,0.5192503268923434
COQ6,+-+--+,0.143516545,0.22417954762454234,0.8202058462747299,1,0.4483590952490847,0.36912459135488557,0.2596251634461717,0.5192503268923434
SEC23IP,+-+-++,0.170627786,0.22418182825141292,0.7267193956739726,1,0.44836365650282584,0.369197239375227,0.2596251634461717,0.5192503268923434
FAAP20,++--+-,0.113271502,0.22420131611821853,0.6418464421852192,1,0.44840263223643706,0.3692698873955685,0.2596251634461717,0.5192503268923434
TRIM36,+-++-+,0.103679864,0.22428890060669054,0.9286034603933044,1,0.4485778012133811,0.3693425354159099,0.2596251634461717,0.5192503268923434
GPR45,----+-,0.071581684,0.9098614895802872,0.22451749009202218,-1,0.44903498018404436,0.36938834810402443,0.25964402470032694,0.5192880494006539
CLU,+-++++,0.31233808,0.2245262701734743,0.9658014174560196,1,0.4490525403469486,0.36941518343625135,0.2596978061891617,0.5193956123783234
FCHSD1,+++--+,0.159154634,0.22460015534156968,0.921200642252713,1,0.44920031068313937,0.3694878314565928,0.2596978061891617,0.5193956123783234
FZD6,-++---,0.062834099,0.7272056043024208,0.22469997713878792,-1,0.44939995427757584,0.36953363359000435,0.25971667272066834,0.5194333454413367
MTHFD2,++++-+,0.147482461,0.22473852030347619,0.9555271030050089,1,0.44947704060695237,0.36956047947693427,0.2597704489321517,0.5195408978643034
TAF1D,++----,0.059864318,0.22475850034632086,0.5266849089061149,1,0.4495170006926417,0.3696331274972757,0.2597704489321517,0.5195408978643034
LYPD1,+++--+,0.052204785,0.22482632051984744,0.48776643132055453,1,0.4496526410396949,0.36970577551761713,0.2597704489321517,0.5195408978643034
FGFBP3,+-++++,0.156384773,0.2248546612427912,0.8583494146425245,1,0.4497093224855824,0.3697784235379586,0.2597704489321517,0.5195408978643034
PSMD12,+-++-+,0.094240902,0.22492925747855008,0.7985773021664104,1,0.44985851495710016,0.36985107155830005,0.2597704489321517,0.5195408978643034
TPST2,-+-+--,0.065953343,0.5077280862307961,0.224982052998878,-1,0.449964105997756,0.36989684730495426,0.2597893207410098,0.5195786414820196
UBIAD1,--+-+-,0.110947614,0.853332124818674,0.22502022908614966,-1,0.4500404581722993,0.36989684730495426,0.25986196876135126,0.5197239375227025
RPS21,+++--+,0.089723114,0.2250233017502878,0.894210520861691,1,0.4500466035005756,0.3699237195786415,0.25991573441813165,0.5198314688362633
DELE1,--+-+-,0.078780835,0.7819774102561091,0.22507413748376293,-1,0.45014827496752585,0.3699694900479442,0.2599346167816927,0.5198692335633854
URI1,+++-++,0.338068168,0.22513632217727186,0.9326615380610955,1,0.4502726443545437,0.3699963675989829,0.2599883771611216,0.5199767543222432
NDUFA13,+--+--,0.042017589,0.48660032943960424,0.2251613715583787,-1,0.4503227431167574,0.3700421327909342,0.2600072648020341,0.5200145296040682
ZSCAN9,-++-++,0.159092371,0.2252979149688006,0.8845150679575317,1,0.4505958299376012,0.37006901561932437,0.26006101990411157,0.5201220398082231
TMEM134,+++++-,0.124805796,0.22533884002028182,0.881601032771497,1,0.45067768004056363,0.37014166363966583,0.26006101990411157,0.5201220398082231
GLS2,-+----,0.202786621,0.8999977238849761,0.22534075123230193,-1,0.45068150246460387,0.37018741827691415,0.2600799128223756,0.5201598256447512
IDUA,+-----,0.190180434,0.8335158062816537,0.22541334016894543,-1,0.45082668033789086,0.37018741827691415,0.26015256084271704,0.5203051216854341
KCNH2,--+-+-,0.24182564,0.9184380680815452,0.22543164195325457,-1,0.45086328390650915,0.37018741827691415,0.2602252088630585,0.520450417726117
ZNF595,-++-++,0.123088168,0.22544262502994528,0.8516215075552642,1,0.45088525005989055,0.3702143116600073,0.2602789481330815,0.520557896266163
PWP1,++-+-+,0.112340334,0.22549144182671418,0.7522420064819052,1,0.45098288365342837,0.3702869596803487,0.2602789481330815,0.520557896266163
CAPN1,--+---,0.235388612,0.95377458591678,0.22550220524530457,-1,0.45100441049060913,0.37033270376289407,0.2602978568833999,0.5205957137667998
PHACTR4,+-+-+-,0.018246792,0.4004740203610961,0.2255471463498725,-1,0.451094292699745,0.37033270376289407,0.26037050490374136,0.5207410098074827
SRPK2,++-+-+,0.121080345,0.22557764533831345,0.9150676493580586,1,0.4511552906766269,0.37035960770069015,0.2604242336190615,0.520848467238123
TAF5L,++++--,0.086824492,0.22572670569175918,0.9114180101427595,1,0.45145341138351835,0.3704322557210316,0.2604242336190615,0.520848467238123
OR13C5,-+---+,0.16366207,0.8762434335290981,0.2257304879377119,-1,0.4514609758754238,0.37047798924887404,0.2604431529240828,0.5208863058481656
CTBS,-+++--,0.066698194,0.22573360020726504,0.873965466040064,1,0.4514672004145301,0.37050490374137307,0.26049687636205143,0.5209937527241029
INPP4B,-+----,0.040038563,0.5278463833748347,0.22574580120207113,-1,0.45149160240414227,0.370550631991864,0.2605158009444243,0.5210316018888486
ARAP1,+-+-++,0.095637297,0.6761566116674849,0.2257877473180906,-1,0.4515754946361812,0.370550631991864,0.2605884489647657,0.5211768979295314
NDUFAF8,-+---+,0.156489691,0.8848925294528169,0.22583486795753008,-1,0.45166973591506016,0.370550631991864,0.26066109698510714,0.5213221939702143
RAPGEF2,-+-+--,0.164625854,0.9077685995554058,0.22595295980767657,-1,0.45190591961535315,0.370550631991864,0.2607337450054486,0.5214674900108972
VPS16,-++---,0.110225135,0.554559209750455,0.22607191799773604,-1,0.4521438359954721,0.370550631991864,0.26080639302579006,0.5216127860515801
TIMM22,-+-+--,0.089668022,0.6319333700797188,0.22620774027215182,-1,0.45241548054430364,0.370550631991864,0.26087904104613147,0.5217580820922629
PCDHB6,----+-,0.143186281,0.9427631000704145,0.22629236091158883,-1,0.45258472182317766,0.370550631991864,0.2609516890664729,0.5219033781329458
LTO1,--+-++,0.064269611,0.22631341582247136,0.40620795712140323,1,0.4526268316449427,0.3705775517617145,0.26100537556298126,0.5220107511259625
DHRS12,+-++++,0.182865009,0.22640907822371342,0.9517392603242145,1,0.45281815644742685,0.37065019978205593,0.26100537556298126,0.5220107511259625
TGOLN2,+-+++-,0.053687282,0.22644850747600198,0.5059997936624178,1,0.45289701495200396,0.3707228478023974,0.26100537556298126,0.5220107511259625
ZSCAN26,++----,0.2468581,0.9360360812625974,0.22653627280594799,-1,0.45307254561189597,0.37076856022083393,0.2610243370868144,0.5220486741736288
MFSD4A,-+-+-+,0.071729753,0.2265960596265283,0.37217002176024455,1,0.4531921192530566,0.37079549582273885,0.2610780183059712,0.5221560366119424
SAE1,++-+-+,0.196277642,0.22668228999863405,0.8502925423674345,1,0.4533645799972681,0.37086814384308026,0.2610780183059712,0.5221560366119424
CORT,+---+-,0.032532488,0.4225919653075852,0.22668592366043927,-1,0.45337184732087854,0.3709138457068139,0.26109698510715584,0.5221939702143117
TRMT11,+++--+,0.066896023,0.22671396680605033,0.7657135912134078,1,0.45342793361210065,0.3709407918634217,0.26115066104896123,0.5223013220979225
ATP10D,+++---,0.029961109,0.42508549290781633,0.22676411793864976,-1,0.4535282358772995,0.37098648844980386,0.2611696331274973,0.5223392662549946
LYPLA1,-+++--,0.056828196,0.22679475695755033,0.7514668582736717,1,0.45358951391510066,0.3710134398837632,0.2612233037919512,0.5224466075839024
S100A16,--+--+,0.104828868,0.8196934655184777,0.22688707458385535,-1,0.4537741491677107,0.3710591311927938,0.2612422811478387,0.5224845622956774
MBP,--+++-,0.076398489,0.22697107654234044,0.8233266460556725,1,0.4539421530846809,0.37108608790410463,0.26129594653494115,0.5225918930698823
UNC13B,+-+---,0.089400827,0.9112901221671019,0.2270785229007185,-1,0.454157045801437,0.37113177393578384,0.26131492916818017,0.5226298583363603
LRRC57,++-+++,0.189555526,0.22711242143230242,0.9479145088895026,1,0.45422484286460485,0.37115873592444604,0.2613685892779311,0.5227371785558622
STAG1,-+----,0.099930213,0.9046970683078446,0.22712326059756816,-1,0.4542465211951363,0.3712044166787738,0.2613875771885216,0.5227751543770432
PKP1,----++,0.047999965,0.35146174410158404,0.22740940738371412,-1,0.45481881476742825,0.3712044166787738,0.2614602252088631,0.5229204504177262
NR1H2,-++-+-,0.161332688,0.22742662364396857,0.51282294763596,1,0.45485324728793713,0.3712313839447875,0.2615138747639111,0.5230277495278222
MVD,+-+-+-,0.116681127,0.22744130391616604,0.8618988362704463,1,0.4548826078323321,0.37130403196512896,0.2615138747639111,0.5230277495278222
ENDOG,++++--,0.192428185,0.22758314467817106,0.9140986877477797,1,0.4551662893563421,0.3713766799854704,0.2615138747639111,0.5230277495278222
S1PR3,-+--+-,0.14344638,0.931009310186977,0.2276361748801606,-1,0.4552723497603212,0.37142234490774373,0.2615328732292045,0.523065746458409
KLHL1,+-+--+,0.148949987,0.8529955182744093,0.22778164469266254,-1,0.4555632893853251,0.37142234490774373,0.26160552124954595,0.5232110424990919
LRRC75B,-++-+-,0.038668013,0.7422791255520967,0.227783319879164,-1,0.455566639758328,0.37142234490774373,0.2616781692698874,0.5233563385397748
POLD3,+++-++,0.23080834,0.2278940642601911,0.963825247922729,1,0.4557881285203822,0.3714493280058118,0.261731802992881,0.523463605985762
ATOX1,+-+--+,0.092457322,0.53395816217928,0.2279217505783204,-1,0.4558435011566408,0.3714949876507337,0.26175081729022887,0.5235016345804577
TRIM39,--+++-,0.08878301,0.22814130585046397,0.8422949811094659,1,0.45628261170092793,0.3715219760261533,0.26180444573587097,0.5236088914717419
DEPDC1B,++----,0.069975116,0.7434555580919673,0.2281479505989767,-1,0.4562959011979534,0.37156763039372365,0.26182346531057027,0.5236469306211405
HSPB3,++-+--,0.125948771,0.891401616352223,0.22821628455259782,-1,0.45643256910519564,0.37156763039372365,0.26189611333091173,0.5237922266618235
STUB1,++----,0.014981713,0.2982475613615065,0.22824513479660405,-1,0.4564902695932081,0.37156763039372365,0.2619687613512532,0.5239375227025064
IKBKB,+-+-++,0.077512914,0.22833811286528305,0.8275470997428847,1,0.4566762257305661,0.37159462404649474,0.2620223739648409,0.5240447479296818
IGDCC4,+++--+,0.125590912,0.22846400885388074,0.9196198866065883,1,0.4569280177077615,0.3716672720668362,0.2620223739648409,0.5240447479296818
WDR25,+-----,0.130910307,0.9572380293844259,0.22849064215903256,-1,0.4569812843180651,0.3717129158797036,0.26204140937159465,0.5240828187431893
NUBP1,+---+-,0.252396137,0.947983970324543,0.22853695666883458,-1,0.45707391333766917,0.3717129158797036,0.26211405739193605,0.5242281147838721
YWHAB,++-+-+,0.015215928,0.22855265265568248,0.3558536436423514,1,0.45710530531136495,0.3717399200871776,0.2621676594508209,0.5243353189016418
NDFIP1,+-++-+,0.04394288,0.22855673503242085,0.45762410566039724,1,0.4571134700648417,0.37181256810751906,0.2621676594508209,0.5243353189016418
PUS3,+-++++,0.129551044,0.22857370229567356,0.9201523178939863,1,0.4571474045913471,0.3718852161278605,0.2621676594508209,0.5243353189016418
MYO19,-++-+-,0.048256302,0.22857840645724756,0.5442832542882637,1,0.4571568129144951,0.371957864148202,0.2621676594508209,0.5243353189016418
FGL2,-+++-+,0.263805145,0.22868408402356397,0.911783892520936,1,0.45736816804712793,0.3720305121685434,0.2621676594508209,0.5243353189016418
KAT7,++-++-,0.103220133,0.22870680568388294,0.8490056922628382,1,0.45741361136776587,0.37210316018888484,0.2621676594508209,0.5243353189016418
ALKBH6,+-+-+-,0.122235815,0.6012360737350776,0.22870882706198398,-1,0.45741765412396795,0.3721487723376435,0.2621867054122775,0.524373410824555
BYSL,-+----,0.115566208,0.932793691783046,0.22871046964645714,-1,0.4574209392929143,0.3721487723376435,0.26225935343261897,0.5245187068652379
FAIM2,---++-,0.174499886,0.9372992719047859,0.2287355435903175,-1,0.457471087180635,0.3721487723376435,0.26233200145296043,0.5246640029059209
FILIP1,+-++--,0.176350528,0.2288212119920071,0.7683684987628491,1,0.4576424239840142,0.3721758082092263,0.2623855876797908,0.5247711753595816
TRIM6,--++++,0.153079253,0.2288720109452518,0.923281664383075,1,0.4577440218905036,0.37224845622956776,0.2623855876797908,0.5247711753595816
AQP6,-+++++,0.200998762,0.22888096869159838,0.8249769374371861,1,0.45776193738319676,0.37232110424990916,0.2623855876797908,0.5247711753595816
MCM2,++++++,0.095030252,0.2288959690580402,0.9459790602949311,1,0.4577919381160804,0.3723937522702506,0.2623855876797908,0.5247711753595816
PPP3R1,-+-+++,0.220383355,0.22891823314987786,0.835977938658114,1,0.4578364662997557,0.3724664002905921,0.2623855876797908,0.5247711753595816
ABCC4,-++-++,0.118505331,0.22892034174991774,0.8364040048937939,1,0.4578406834998355,0.37253904831093354,0.2623855876797908,0.5247711753595816
TUSC1,-+----,0.100054395,0.709875884040158,0.22893133280038463,-1,0.45786266560076927,0.3725846287955833,0.26240464947330183,0.5248092989466037
LIMCH1,+-+++-,0.045110167,0.2290095946049286,0.8398866355057115,1,0.4580191892098572,0.372611696331275,0.26245823042278077,0.5249164608455615
GARNL3,+---++,0.093436223,0.6958160382552305,0.22904983815931965,-1,0.4580996763186393,0.3726572715385733,0.2624772974936433,0.5249545949872866
ZNF268,--+--+,0.045567866,0.22911103395888693,0.8136489646155656,1,0.45822206791777387,0.3726843443516164,0.26253087316577073,0.5250617463315415
VSIG10L,-++--+,0.041364194,0.2291179634814514,0.8041908922165376,1,0.4582359269629028,0.37275699237195786,0.26253087316577073,0.5250617463315415
FBXL6,-++-+-,0.129912753,0.7065763435816774,0.22913239947559022,-1,0.45826479895118044,0.3728025570245532,0.26254994551398475,0.5250998910279695
ZNF17,--+--+,0.078658576,0.864781719465891,0.22925195013898184,-1,0.45850390027796367,0.3728025570245532,0.2626225935343262,0.5252451870686524
AKR1C3,--+---,0.048815765,0.8967652549043873,0.2292665633249516,-1,0.4585331266499032,0.3728025570245532,0.2626952415546676,0.5253904831093352
ADAMTS8,-+----,0.084984313,0.9211767926674967,0.2294585658176383,-1,0.4589171316352766,0.3728025570245532,0.2627678895750091,0.5255357791500181
SP3,++++-+,0.03966246,0.22956277714694595,0.7699217351458733,1,0.4591255542938919,0.3728296403922993,0.2628214441377306,0.5256428882754612
HIST1H4B,-+----,0.26485103,0.9381349069166932,0.22960299898723194,-1,0.4592059979744639,0.37287519976754324,0.26284053759535053,0.5256810751907011
HOMER2,-+----,0.206453744,0.9351812858823145,0.22975757437503658,-1,0.45951514875007315,0.37287519976754324,0.262913185615692,0.525826371231384
GPR176,-+++--,0.072696436,0.22978800399715818,0.5234035663555477,1,0.45957600799431636,0.3729022884126408,0.2629667296237106,0.5259334592474212
CYFIP2,---+-+,0.25799491,0.9316958308776739,0.22981593556410698,-1,0.45963187112821396,0.3729478425105332,0.2629858336360334,0.5259716672720668
LPL,-+++++,0.222959773,0.22981640197828898,0.9616969003120178,1,0.45963280395657796,0.3729749364329822,0.26303937236670055,0.5260787447334011
SH3PXD2A,--+-+-,0.196401417,0.8694758315411854,0.22984401055507386,-1,0.4596880211101477,0.37302048525352316,0.26305848165637485,0.5261169633127497
BCAS2,++++-+,0.055425629,0.2299205367532947,0.5093490957331112,1,0.4598410735065894,0.37304758445332364,0.26311201510969057,0.5262240302193811
TTC14,+-----,0.072884939,0.8200035523157199,0.22998940556076464,-1,0.4599788111215293,0.3730931279965132,0.2631311296767163,0.5262622593534326
U2AF2,+-+-+-,0.145741617,0.8067484903505491,0.2300208183662343,-1,0.4600416367324686,0.3730931279965132,0.2632037776970578,0.5264075553941155
PWWP2A,+++-++,0.194707866,0.23007863751528526,0.8616450265445308,1,0.4601572750305705,0.3731202324736651,0.2632573005956705,0.526514601191341
DOC2A,-+--+-,0.036470549,0.7691124675515864,0.2301532585273582,-1,0.4603065170547164,0.37316577073950313,0.2632764257173992,0.5265528514347984
RNF166,+++-+-,0.319131384,0.23016506071945086,0.9550444713634244,1,0.46033012143890173,0.37319288049400656,0.26332994333866044,0.5266598866773209
C9orf116,+++--+,0.102472487,0.2302529588450441,0.9196619808915317,1,0.4605059176900882,0.37326552851434797,0.26332994333866044,0.5266598866773209
RECK,++--++,0.07814891,0.23058022825018953,0.5272314002886377,1,0.46116045650037907,0.3733381765346894,0.26332994333866044,0.5266598866773209
PRR4,+---+-,0.019784554,0.2305916344589726,0.6116406375607523,1,0.4611832689179452,0.3734108245550309,0.26332994333866044,0.5266598866773209
ERICH3,+--+-+,0.060012586,0.23060342971337913,0.4372282155943593,1,0.46120685942675826,0.37348347257537234,0.26332994333866044,0.5266598866773209
ASCL1,--+-+-,0.025124749,0.3301053715808098,0.2306331943765784,-1,0.4612663887531568,0.373528984454453,0.26334907373774064,0.5266981474754813
CDAN1,--+-+-,0.149402126,0.7823732625277926,0.23074130039598542,-1,0.46148260079197084,0.373528984454453,0.2634217217580821,0.5268434435161642
TOPBP1,+-++++,0.195077625,0.23075424173124096,0.9507675700551389,1,0.4615084834624819,0.37355612059571375,0.2634752288246404,0.5269504576492808
DLL1,----++,0.263737514,0.8507211075551797,0.23077530068674285,-1,0.4615506013734857,0.373601627197443,0.26349436977842355,0.5269887395568471
SYNE3,+-++++,0.114210141,0.23084915389138766,0.9436425914293939,1,0.4616983077827753,0.3736287686160552,0.2635478715676304,0.5270957431352608
KCNJ12,++-+--,0.100659985,0.5289540540729945,0.23086923206971421,-1,0.46173846413942843,0.37367426994043296,0.26356701779876496,0.5271340355975299
ZNF841,--+---,0.114101912,0.9228316837589595,0.23087724614438931,-1,0.46175449228877863,0.37367426994043296,0.2636396658191064,0.5272793316382128
MTHFD1L,+++--+,0.09793829,0.23090214498463432,0.8441755059086147,1,0.46180428996926864,0.37370141663639667,0.26369315705361035,0.5273863141072207
TDRD3,+++--+,0.278211749,0.23091501242303156,0.9122994406181034,1,0.4618300248460631,0.3737740646567381,0.26369315705361035,0.5273863141072207
DUSP12,+++-++,0.142651742,0.23096781831469415,0.8574927169402164,1,0.4619356366293883,0.37384671267707953,0.26369315705361035,0.5273863141072207
RAB2B,++++-+,0.244124379,0.23100758592104365,0.9267602515218003,1,0.4620151718420873,0.373919360697421,0.26369315705361035,0.5273863141072207
DSE,+++++-,0.197529635,0.23105110362100237,0.9601548451122792,1,0.46210220724200474,0.37399200871776245,0.26369315705361035,0.5273863141072207
VSTM4,+++-++,0.216071681,0.231076062410165,0.9628420824430384,1,0.46215212482033,0.3740646567381039,0.26369315705361035,0.5273863141072207
RAI14,+-+-+-,0.064839801,0.23110640796138582,0.8536677665471413,1,0.46221281592277164,0.3741373047584453,0.26369315705361035,0.5273863141072207
FAM161B,-+++--,0.09406202,0.392315388319979,0.23113051121741476,-1,0.4622610224348295,0.3741827691413628,0.2637123138394479,0.5274246276788958
EIF2S1,++++-+,0.197197668,0.23118453346995396,0.9231776363250497,1,0.4623690669399079,0.37420995277878677,0.2637657997966003,0.5275315995932006
PON2,+++-++,0.177513169,0.23119565556523694,0.9418708542196789,1,0.4623913111304739,0.37428260079912823,0.2637657997966003,0.5275315995932006
AAMP,++++--,0.217357184,0.23134260343521493,0.9419146651125497,1,0.46268520687042985,0.3743552488194697,0.2637657997966003,0.5275315995932006
TMEM132C,----+-,0.085662973,0.7152847495330614,0.2313603299139108,-1,0.4627206598278216,0.3744006973703327,0.26378496185978934,0.5275699237195787
NUP107,--+-++,0.163713401,0.23140204377449142,0.9076832805423534,1,0.46280408754898283,0.3744278968398111,0.26383844253959027,0.5276768850791805
IGSF11,++-++-,0.102801368,0.23142774163119997,0.9267743054169807,1,0.46285548326239995,0.37450054486015255,0.26383844253959027,0.5276768850791805
ADI1,+++-++,0.166839121,0.23150539064537456,0.9121519084060172,1,0.46301078129074913,0.374573192880494,0.26383844253959027,0.5276768850791805
CDH5,+++++-,0.169571216,0.2315323374288528,0.8868610551295547,1,0.4630646748577056,0.37464584090083547,0.26383844253959027,0.5276768850791805
SGK1,----+-,0.182772136,0.9032546790691337,0.23153477660527907,-1,0.46306955321055815,0.3746912683422926,0.26385760988013074,0.5277152197602615
OCIAD2,+----+,0.138816342,0.8998540701854094,0.23180903418293997,-1,0.46361806836587993,0.3746912683422926,0.2639302579004722,0.5278605158009444
PPHLN1,+++--+,0.278073293,0.2319968892992881,0.9577164374215603,1,0.4639937785985762,0.3747184889211769,0.26398372802557024,0.5279674560511405
PCDH1,----+-,0.25588107,0.9585036074695681,0.23225190799828835,-1,0.4645038159965767,0.37476391108528256,0.26400290592081366,0.5280058118416273
PRKG2,++----,0.151309492,0.9107727718384945,0.23236669937786902,-1,0.46473339875573805,0.37476391108528256,0.2640755539411551,0.5281511078823102
SEC31B,+-+-+-,0.065159529,0.8801250441353596,0.23240962715828897,-1,0.46481925431657795,0.37476391108528256,0.2641482019614966,0.5282964039229932
NKAIN3,++---+,0.144455144,0.23241736320147166,0.8084570433336753,1,0.4648347264029433,0.37479113694151833,0.2642016562545402,0.5284033125090803
SLC30A10,++++++,0.274360627,0.2325072312567554,0.9743058282992175,1,0.4650144625135108,0.3748637849618598,0.2642016562545402,0.5284033125090803
TANC2,---++-,0.154106081,0.9138601185733524,0.2325225496254456,-1,0.4650450992508912,0.37490919657126254,0.264220849981838,0.528441699963676
ZNF395,------,0.165284355,0.9622336380832033,0.23258795158726914,-1,0.4651759031745383,0.37490919657126254,0.26429349800217944,0.5285869960043589
PIBF1,-++---,0.12014921,0.7875662153606919,0.2326062892507015,-1,0.465212578501403,0.37490919657126254,0.2643661460225209,0.5287322920450418
PLGRKT,-++-+-,0.153915167,0.23267487897469086,0.8158674388520266,1,0.4653497579493817,0.37493643298220125,0.2644195844835101,0.5288391689670202
RORB,----+-,0.154585267,0.9508916020576008,0.23268091470865548,-1,0.46536182941731097,0.3749818393142525,0.26443879404286236,0.5288775880857247
C4orf48,++-++-,0.193864146,0.23271245032770801,0.7309380954724687,1,0.46542490065541603,0.37500908100254265,0.26449222722650007,0.5289844544530001
SLC16A1,--+-+-,0.178200607,0.8849835011698024,0.23284998748014424,-1,0.4656999749602885,0.37505448205724246,0.26451144206320376,0.5290228841264075
MEGF11,+++-++,0.281680907,0.23294569329869272,0.9532922604239007,1,0.46589138659738544,0.3750817290228841,0.26456486996949,0.52912973993898
FGF20,+++--+,0.10509527,0.23299635003115077,0.37616797092021337,1,0.46599270006230153,0.3751543770432256,0.26456486996949,0.52912973993898
CAPZB,-----+,0.217511188,0.8801583760765838,0.23304771131000637,-1,0.46609542262001274,0.37519976754322243,0.2645840900835452,0.5291681801670904
UBAC1,-++---,0.045912667,0.46955279823872187,0.23308474213119262,-1,0.46616948426238525,0.37519976754322243,0.2646567381038867,0.5293134762077734
COA6,++---+,0.118814699,0.596975327919659,0.2331400625970392,-1,0.4662801251940784,0.37519976754322243,0.26472938612422814,0.5294587722484563
SLC36A4,+++--+,0.115410299,0.23315173388449859,0.7162085439799704,1,0.46630346776899717,0.37522702506356703,0.26478279819845996,0.5295655963969199
FAM151B,++---+,0.040038051,0.7322288403429993,0.2331867392586279,-1,0.4663734785172558,0.3752724102862124,0.26480203414456954,0.5296040682891391
PREX2,+++-++,0.189426713,0.2332019017249684,0.9279904648537021,1,0.4664038034499368,0.37529967308390844,0.26485544094144997,0.5297108818828999
RIT2,++++--,0.164656745,0.23322936467993802,0.6774626233826226,1,0.46645872935987603,0.3753723211042499,0.26485544094144997,0.5297108818828999
GAD1,++----,0.143928534,0.9073726237656152,0.2333183602596893,-1,0.4666367205193786,0.37541769577219236,0.264874682164911,0.529749364329822
DNAJC17,--+-+-,0.211665978,0.8854318936045756,0.23332153652351975,-1,0.4666430730470395,0.37541769577219236,0.26494733018525246,0.5298946603705049
TASP1,-+---+,0.1775242,0.910854269874967,0.23339025620629156,-1,0.4667805124125831,0.37541769577219236,0.2650199782055939,0.5300399564111878
SLC48A1,-++++-,0.122448149,0.23339191637978576,0.9093309811289293,1,0.4667838327595715,0.37544496912459135,0.26507336917041985,0.5301467383408397
NSUN2,--+--+,0.178807641,0.9032045435869526,0.23340366200528304,-1,0.46680732401056607,0.3754903385151823,0.2650926262259353,0.5301852524518706
SAFB2,+---+-,0.122268546,0.7130554764862094,0.23354925508737082,-1,0.46709851017474163,0.3754903385151823,0.2651652742462768,0.5303305484925536
PAFAH1B3,++++--,0.210197837,0.2335823182025605,0.8353667718631386,1,0.467164636405121,0.3755176171449328,0.2652186546563998,0.5304373093127996
FAM89A,+++-+-,0.136975073,0.23358856334153788,0.7405407194927631,1,0.46717712668307576,0.3755902651652743,0.2652186546563998,0.5304373093127996
TMEM250,-+----,0.284482608,0.9297530362404419,0.233619711613245,-1,0.46723942322649,0.3756356240011623,0.26523792226661824,0.5304758445332365
MSR1,--+--+,0.229952471,0.8851425224026654,0.23364860991090022,-1,0.46729721982180045,0.3756356240011623,0.2653105702869597,0.5306211405739194
DNAI1,+++-+-,0.174582848,0.23368080467437713,0.7010852868630777,1,0.46736160934875426,0.3756629131856157,0.2653639401423798,0.5307278802847596
ANKRD13B,+---+-,0.136612661,0.9072857277903978,0.2336890693615001,-1,0.4673781387230002,0.37570826674415225,0.2653832183073011,0.5307664366146022
P2RX6,-+--+-,0.129714317,0.7190189385655185,0.23370685384127196,-1,0.4674137076825439,0.37570826674415225,0.26545586632764256,0.5309117326552851
ANKHD1,+-+-++,0.136400031,0.233749863981831,0.8524315856331823,1,0.467499727963662,0.37573556120595714,0.2655092256283597,0.5310184512567194
LMO4,-+-+--,0.209918951,0.9537199387703226,0.23376031241962636,-1,0.4675206248392527,0.3757809094871422,0.265528514347984,0.531057028695968
INKA1,+-++-+,0.03986514,0.23377285644087084,0.8007115404328915,1,0.4675457128817417,0.3758082092262986,0.2655818683713497,0.5311637367426995
MSTN,+-++-+,0.181569151,0.2338127283292021,0.9092038178516109,1,0.4676254566584042,0.37588085724664005,0.2655818683713497,0.5311637367426995
ERBB2,--+---,0.294183406,0.9448000859148409,0.23382656842768063,-1,0.46765313685536125,0.3759261949731222,0.2656011623683255,0.531202324736651
SNX32,+++++-,0.21505131,0.23383306064366263,0.9534363474496828,1,0.46766612128732526,0.37595350526698146,0.2656545111143397,0.5313090222286794
H1FX,+-+++-,0.043111341,0.47262771355122163,0.23387101686622094,-1,0.4677420337324419,0.37599883771611214,0.2656738103886669,0.5313476207773338
JOSD2,-++++-,0.200682313,0.23388449666875918,0.8330205955966345,1,0.46776899333751837,0.3760261532873229,0.26572715385732965,0.5314543077146593
