gene_symbol,female_Anterior_Insula_female_BA11_female_BA25_female_BA8/9_female_Nac_female_Subic,min_p_across_regions,meta_higher_in_MDD_pvalue,meta_lower_in_MDD_pvalue,meta_direction,meta_p,meta_Up,meta_Down,empirical_meta_p
RBBP5,++++-+,0.017232157,0.013543419517022983,0.9622801483929133,1,0.027086839034045965,0.10628405375953505,0.06777567920964696,0.13555135841929392
FNBP1L,----+-,0.019358436,0.9627476923922692,0.013551660024870137,-1,0.027103320049740275,0.10634897573732384,0.06778060297856883,0.13556120595713766
SEC61B,+++--+,0.011906856,0.01355476910663975,0.6292246934493227,1,0.0271095382132795,0.1063567017798765,0.06784832195263693,0.13569664390527386
RPRD1A,++++-+,0.025473453,0.013554941595616753,0.9693670574395199,1,0.027109883191233506,0.10642934980021794,0.06784832195263693,0.13569664390527386
GNAO1,----+-,0.020282508,0.9788240742184979,0.01355644321392786,-1,0.02711288642785572,0.1064942612233038,0.06785325099891028,0.13570650199782056
PADI2,++++++,0.019399176,0.01356165558984624,0.9930450007003613,1,0.02712331117969248,0.10650199782055939,0.0679209646956269,0.1358419293912538
RAB28,+++--+,0.025388253,0.013565642269107689,0.8653289990407178,1,0.027131284538215377,0.10657464584090083,0.0679209646956269,0.1358419293912538
PLEKHG5,------,0.08643835,0.9988769726940095,0.01357518110715729,-1,0.02715036221431458,0.10663954670928374,0.06792589901925172,0.13585179803850345
BFAR,++++--,0.007667015,0.013595955761687586,0.8763956077728815,1,0.027191911523375172,0.10664729386124228,0.06799360743861688,0.13598721487723375
C19orf38,+-++++,0.023680356,0.01360284313964228,0.9785422254618019,1,0.02720568627928456,0.10671994188158372,0.06799360743861688,0.13598721487723375
ABHD14B,++++++,0.039522916,0.013623216123009851,0.9969745625763284,1,0.027246432246019702,0.10679258990192517,0.06799360743861688,0.13598721487723375
CNNM1,------,0.060679076,0.9986534918926051,0.013659225412227754,-1,0.02731845082445551,0.10685747493825366,0.06799854703959317,0.13599709407918634
MRPS6,------,0.058140148,0.9991773265991619,0.013664624754881904,-1,0.027329249509763807,0.10685747493825366,0.06807119505993461,0.13614239011986923
NUDT3,------,0.087067556,0.9992914856340466,0.013678658157029282,-1,0.027357316314058563,0.10685747493825366,0.06814384308027606,0.13628768616055212
AGO2,----+-,0.027766518,0.9699146989046802,0.013699655691914482,-1,0.027399311383828964,0.10685747493825366,0.0682164911006175,0.136432982201235
MDH1,++++-+,0.003440952,0.013708271511757027,0.7532815131989632,1,0.027416543023514053,0.10686523792226661,0.06828417841057678,0.13656835682115356
CEP170B,----+-,0.059669561,0.99133085946294,0.013733147682672697,-1,0.027466295365345395,0.10693011768124365,0.06828913912095895,0.1365782782419179
COQ8A,+++++-,0.024491563,0.013742032927284386,0.9840807358010254,1,0.027484065854568772,0.10693788594260806,0.06835682115356675,0.1367136423071335
ANO4,++++++,0.0798453,0.013750055005254051,0.9989105529347351,1,0.027500110010508103,0.1070105339629495,0.06835682115356675,0.1367136423071335
RAB3A,------,0.033909054,0.9972880218610088,0.013753941892914151,-1,0.027507883785828302,0.1070754031672236,0.0683617871413004,0.1367235742826008
ZNF343,--+-+-,0.003084541,0.9066949621453515,0.013763254027657554,-1,0.02752650805531511,0.1070754031672236,0.06843443516164184,0.13686887032328368
EMC9,+++---,0.022492107,0.013778737978248903,0.5838377558804622,1,0.027557475956497806,0.10708318198329096,0.06850210663954671,0.13700421327909343
KLC1,+++-++,0.053982048,0.013789601722808879,0.9881318037850502,1,0.027579203445617758,0.10715583000363241,0.06850210663954671,0.13700421327909343
PMS2,++++++,0.056291499,0.013804637757671007,0.9992171869899462,1,0.027609275515342015,0.10722847802397385,0.06850210663954671,0.13700421327909343
THAP6,++++++,0.066096448,0.013805463817399626,0.999130239290664,1,0.027610927634799252,0.1073011260443153,0.06850210663954671,0.13700421327909343
ANXA6,++++++,0.008997799,0.013814349021698587,0.9912106561654918,1,0.027628698043397175,0.10737377406465674,0.06850210663954671,0.13700421327909343
TNFRSF13C,++++-+,0.051229696,0.01381509678691786,0.9779036084345679,1,0.02763019357383572,0.10744642208499819,0.06850210663954671,0.13700421327909343
ORMDL3,-++---,0.025437325,0.8829409550329621,0.013831641403648282,-1,0.027663282807296564,0.10751125962516345,0.06850708318198329,0.13701416636396657
RSRC1,++++++,0.041778439,0.013838517494662838,0.9988144253696523,1,0.027677034989325677,0.10751907010533963,0.06857474938253669,0.13714949876507337
GNG7,------,0.09491641,0.998002317017038,0.013859935592523527,-1,0.027719871185047054,0.10758390236815342,0.06857973120232473,0.13715946240464946
HCRTR2,------,0.094826389,0.9995104828255578,0.013882946286992577,-1,0.027765892573985155,0.10758390236815342,0.06865237922266618,0.13730475844533235
FIGN,++++++,0.00188169,0.013883906301609456,0.9842140567394634,1,0.02776781260321891,0.10759171812568108,0.06872003486851663,0.13744006973703327
CYP27A1,++++++,0.036576693,0.013896381040043112,0.9982424700021054,1,0.027792762080086224,0.10766436614602252,0.06872003486851663,0.13744006973703327
INKA2,------,0.059591437,0.998921268517119,0.013921372005311525,-1,0.02784274401062305,0.10772918785413337,0.06872502724300762,0.13745005448601524
PDCD6IP,++++++,0.081429524,0.01395429619624253,0.9983850544278735,1,0.02790859239248506,0.10773701416636397,0.0687926776115066,0.1375853552230132
COPS9,++++++,0.041000393,0.013959681647408352,0.997814957785995,1,0.027919363294816705,0.10780966218670542,0.0687926776115066,0.1375853552230132
PAPSS1,++++-+,0.046497411,0.013966460334246601,0.9761816443545205,1,0.027932920668493202,0.10788231020704686,0.0687926776115066,0.1375853552230132
CPEB3,------,0.07503173,0.9975126154677925,0.01398593606425633,-1,0.02797187212851266,0.1079471160831033,0.06879767526334907,0.13759535052669813
BCL9,+---++,0.018900422,0.9512697423769848,0.01398759200894195,-1,0.0279751840178839,0.1079471160831033,0.06887032328369051,0.13774064656738103
NOCT,-----+,0.075823242,0.9942801436202005,0.013998522285081229,-1,0.027997044570162458,0.1079471160831033,0.06894297130403197,0.13788594260806394
MAST1,------,0.068636594,0.9993040376994414,0.014000772946339718,-1,0.028001545892679437,0.1079471160831033,0.06901561932437342,0.13803123864874683
KIFAP3,++++-+,0.053336196,0.014010268458241406,0.9089309101224059,1,0.028020536916482812,0.1079549582273883,0.06908324858346651,0.13816649716693302
DHODH,++++++,0.003007836,0.014022912197586338,0.9637478497457523,1,0.028045824395172676,0.10802760624772975,0.06908324858346651,0.13816649716693302
ARID1A,----+-,0.013114699,0.9630474071598626,0.014030292844753869,-1,0.028060585689507738,0.10809240156908324,0.06908826734471486,0.13817653468942973
CHMP2A,++++++,0.040876429,0.014044959800279491,0.9964426367964486,1,0.028089919600558982,0.1081002542680712,0.06915589132645648,0.13831178265291297
ATXN7L2,------,0.065438012,0.9987380794876093,0.01405971097469366,-1,0.02811942194938732,0.10816504431207323,0.06916091536505631,0.13832183073011262
ZNF707,------,0.0288728,0.9989713904670984,0.014060012342921412,-1,0.028120024685842824,0.10816504431207323,0.06923356338539775,0.1384671267707955
SEM1,+-++++,0.019820752,0.01406027429408844,0.5220086089546767,1,0.02812054858817688,0.10817290228841264,0.06930117681243644,0.1386023536248729
SLC6A9,++++++,0.105955018,0.014073525360257447,0.9989179414939402,1,0.028147050720514894,0.10824555030875409,0.06930117681243644,0.1386023536248729
DNAJC12,++++-+,0.069039884,0.014088795381301155,0.9778723731483268,1,0.02817759076260231,0.10831819832909553,0.06930117681243644,0.1386023536248729
CEPT1,+++-++,0.059669306,0.014105459027327563,0.9957179998563376,1,0.028210918054655126,0.10839084634943698,0.06930117681243644,0.1386023536248729
ZNF665,++-+++,0.039480108,0.014105800117027839,0.9897042786703047,1,0.028211600234055677,0.10846349436977842,0.06930117681243644,0.1386023536248729
RUBCN,------,0.084432133,0.9992910171865748,0.014107834370675741,-1,0.028215668741351483,0.1085282580270231,0.0693062114057392,0.1386124228114784
MKNK2,----+-,0.032588457,0.8761839955051427,0.014118484225452609,-1,0.028236968450905217,0.1085282580270231,0.06937885942608064,0.1387577188521613
CAPZA2,++++-+,0.036949326,0.014120457585829556,0.9598178426178152,1,0.028240915171659112,0.10853614239011987,0.06944646229841639,0.13889292459683278
PYURF,++++-+,0.045910209,0.014125241937695406,0.99569835749154,1,0.028250483875390812,0.10860879041046131,0.06944646229841639,0.13889292459683278
MAT2B,++++-+,0.018868604,0.014136392451282691,0.984354715629373,1,0.028272784902565382,0.10868143843080276,0.06944646229841639,0.13889292459683278
GSN,++++++,0.046062742,0.014161443988894039,0.9991850532882848,1,0.028322887977788078,0.1087540864511442,0.06944646229841639,0.13889292459683278
GPATCH2,++++-+,0.088750669,0.014181943005784107,0.9872028898409279,1,0.028363886011568213,0.10882673447148565,0.06944646229841639,0.13889292459683278
PRELID3B,++++-+,0.0127597,0.014188718144967768,0.9485080326702868,1,0.028377436289935536,0.1088993824918271,0.06944646229841639,0.13889292459683278
COL5A3,----+-,0.015422412,0.9924265525673728,0.014216670003603327,-1,0.028433340007206653,0.10896411448496295,0.06945150744642209,0.13890301489284418
CD59,++++++,0.033538949,0.014216958436259117,0.9931036744968462,1,0.028433916872518235,0.10897203051216854,0.06951910504140636,0.13903821008281272
MYC,----+-,0.024113709,0.9962732269571772,0.014236200699650243,-1,0.028472401399300486,0.10903675722795293,0.06952415546676353,0.13904831093352707
ULK4,------,0.015035817,0.9968424091003676,0.014245639048829264,-1,0.02849127809765853,0.10903675722795293,0.06959680348710498,0.13919360697420996
C21orf91,++++++,0.116864796,0.01425233720394638,0.99930218577558,1,0.02850467440789276,0.10904467853250999,0.06966439052738631,0.13932878105477262
GNPDA2,++++-+,0.007811182,0.014266474797053435,0.9647988662063803,1,0.02853294959410687,0.10911732655285143,0.06966439052738631,0.13932878105477262
ZNF695,++++++,0.081776969,0.014302976059740184,0.9979183602409426,1,0.028605952119480367,0.10918997457319288,0.06966439052738631,0.13932878105477262
TGFA,++++++,0.098000399,0.014310881781107907,0.9986567914743802,1,0.028621763562215814,0.10926262259353432,0.06966439052738631,0.13932878105477262
XXYLT1,----+-,0.051574773,0.9599031555955793,0.014315963016071638,-1,0.028631926032143276,0.10932732819991282,0.06966945150744643,0.13933890301489285
RBPJ,++++++,0.054061516,0.014325819380306078,0.9990352593214523,1,0.028651638760612157,0.10933527061387577,0.0697370332703763,0.1394740665407526
RAPGEF1,----+-,0.037140486,0.9963899210239348,0.014336668175074377,-1,0.028673336350148754,0.10939997094290281,0.06974209952778787,0.13948419905557574
PRR12,----+-,0.030131835,0.9909135751449961,0.014354843310518662,-1,0.028709686621037324,0.10939997094290281,0.06981474754812932,0.13962949509625863
RICTOR,-+++++,0.018339934,0.014363003520096665,0.9888776333995765,1,0.02872600704019333,0.10940791863421721,0.06988231875635624,0.13976463751271248
HNRNPR,++++++,0.090092724,0.014373209366877995,0.9985955893196045,1,0.02874641873375599,0.10948056665455866,0.06988231875635624,0.13976463751271248
TSSC4,+++-++,0.009465577,0.014374037595709576,0.9860855439374822,1,0.028748075191419153,0.1095532146749001,0.06988231875635624,0.13976463751271248
SDHAF3,++++-+,0.015604548,0.0144311144076518,0.9874834481492711,1,0.0288622288153036,0.10962586269524155,0.06988231875635624,0.13976463751271248
TNFAIP8L2,+-++-+,0.013886094,0.014436112833209646,0.9600998785295265,1,0.028872225666419293,0.109698510715583,0.06988231875635624,0.13976463751271248
TCF12,++++++,0.048606325,0.014436317846205296,0.9988065864795311,1,0.02887263569241059,0.10977115873592444,0.06988231875635624,0.13976463751271248
SNX4,++++++,0.072933649,0.014448017452698577,0.9987534819916473,1,0.028896034905397154,0.10984380675626589,0.06988231875635624,0.13976463751271248
VPS37C,--+---,0.023703315,0.9814425554610817,0.014452174201061313,-1,0.028904348402122627,0.10990847014383263,0.06988739556847076,0.13977479113694152
ZDHHC5,------,0.101909476,0.9994381042235687,0.014489118357850054,-1,0.028978236715700108,0.10990847014383263,0.0699600435888122,0.1399200871776244
ITFG1,++++-+,0.018436923,0.014515356069317462,0.89127365282045,1,0.029030712138634923,0.10991645477660733,0.07002760424233619,0.14005520848467237
ZC3H4,--+-+-,0.005417945,0.91864663378592,0.014517576986970999,-1,0.029035153973941998,0.10998111288682261,0.07003269160915365,0.1400653832183073
NIT1,++++-+,0.008236002,0.014524057673931012,0.9767492291555528,1,0.029048115347862023,0.10998910279694879,0.07010024698532617,0.14020049397065235
ZNF620,+++--+,0.039673225,0.014529145050872865,0.8707016653147076,1,0.02905829010174573,0.11006175081729024,0.07010024698532617,0.14020049397065235
ULK3,----+-,0.042649168,0.9869354384377838,0.0145588434579541,-1,0.0291176869159082,0.11012639837280255,0.0701053396294951,0.1402106792589902
ACP2,--+---,0.029250595,0.9699900458420356,0.014569566215302771,-1,0.029139132430605542,0.11012639837280255,0.07017798764983654,0.14035597529967309
NCK1,+-++++,0.082890409,0.014617318481964493,0.9946441209136789,1,0.029234636963928987,0.11013439883763168,0.07024553247130612,0.14049106494261224
ZSCAN29,++++++,0.061368875,0.01462040463673865,0.9991279587985609,1,0.0292408092734773,0.11020704685797313,0.07024553247130612,0.14049106494261224
S100A1,+-+-++,0.019415371,0.014625960843410304,0.9013316787196357,1,0.029251921686820608,0.11027969487831457,0.07024553247130612,0.14049106494261224
PLA2G15,++++-+,0.005216953,0.014632812785068817,0.964651015759661,1,0.029265625570137635,0.11035234289865602,0.07024553247130612,0.14049106494261224
DIPK1C,++++++,0.139704654,0.014636290731007426,0.9993447467261538,1,0.029272581462014852,0.11042499091899746,0.07024553247130612,0.14049106494261224
DMWD,------,0.099977323,0.9994099769367285,0.014649190521625055,-1,0.02929838104325011,0.11048961208775243,0.07025063567017799,0.14050127134035598
TBC1D24,------,0.06978222,0.9991941574354303,0.01466880229523803,-1,0.02933760459047606,0.11048961208775243,0.07032328369051943,0.14064656738103887
LAMB3,----++,0.009102211,0.948590987971487,0.014669222020347941,-1,0.029338444040695882,0.11048961208775243,0.07039593171086088,0.14079186342172176
BEST1,++++++,0.039723091,0.014672662243118747,0.9989276013212189,1,0.029345324486237494,0.11049763893933891,0.07046346070027604,0.14092692140055207
CHCHD7,++++-+,0.081370632,0.014673718614885943,0.9894362555527552,1,0.029347437229771886,0.11057028695968035,0.07046346070027604,0.14092692140055207
NOVA2,------,0.029021582,0.9970698797747688,0.01468019917546638,-1,0.02936039835093276,0.11063489757373239,0.07046857973120232,0.14093715946240465
TRAPPC9,----+-,0.042658191,0.9938376792122732,0.014699041175318133,-1,0.029398082350636266,0.11063489757373239,0.07054122775154377,0.14108245550308754
LEO1,------,0.016209427,0.9950424728993252,0.014738686583930207,-1,0.029477373167860414,0.11063489757373239,0.07061387577188522,0.14122775154377043
IGF1R,----+-,0.077748047,0.9931767003141148,0.014742303541141265,-1,0.02948460708228253,0.11063489757373239,0.07068652379222666,0.14137304758445332
MFSD11,++++++,0.078944376,0.01475533263394378,0.9990394795544969,1,0.02951066526788756,0.1106429349800218,0.07075403167223594,0.14150806334447188
SLX4,----+-,0.064360361,0.9680243284040663,0.014758094301491366,-1,0.029516188602982732,0.11070754031672236,0.0707591718125681,0.1415183436251362
MXD1,----+-,0.049274746,0.9587693529380493,0.01476750413894071,-1,0.02953500827788142,0.11070754031672236,0.07083181983290955,0.1416636396658191
TLE1,----+-,0.076869895,0.99249561846918,0.014781048799160881,-1,0.029562097598321763,0.11070754031672236,0.070904467853251,0.141808935706502
STRN4,----+-,0.017420463,0.9567554333988261,0.014795135641292475,-1,0.02959027128258495,0.11070754031672236,0.07097711587359244,0.14195423174718488
ZNF99,----+-,0.025726259,0.9937817137859405,0.014835809465430921,-1,0.029671618930861843,0.11070754031672236,0.07104976389393389,0.14209952778786777
PTBP3,------,0.075571658,0.9987430105254259,0.014838890457819855,-1,0.02967778091563971,0.11070754031672236,0.07112241191427533,0.14224482382855066
SH3BP5,++++++,0.103841157,0.014844672652313581,0.9989419880766182,1,0.029689345304627163,0.11071558300036324,0.0711898881301758,0.1423797762603516
PSMB9,++++++,0.041705214,0.014855641664397323,0.9978052193171201,1,0.029711283328794646,0.11078823102070469,0.0711898881301758,0.1423797762603516
RBM15B,------,0.029167869,0.9942236580698213,0.014890777587284994,-1,0.029781555174569988,0.11085282580270231,0.07119505993461678,0.14239011986923356
C1orf112,+++-++,0.067267316,0.014929366824249841,0.994324058311827,1,0.029858733648499683,0.11086087904104613,0.07126253087316577,0.14252506174633153
BICD1,----++,0.03023116,0.818288756970862,0.014931378504207303,-1,0.029862757008414606,0.11092546854569228,0.07126770795495822,0.14253541590991645
DDB1,++++-+,0.074340691,0.014936826485173417,0.9943626415217555,1,0.029873652970346835,0.11093352706138758,0.07133517361615574,0.14267034723231148
TM4SF18,+++++-,0.003588401,0.014940029341988657,0.9461617517943968,1,0.029880058683977313,0.11100617508172902,0.07133517361615574,0.14267034723231148
