gene_symbol,female_ACC.1_female_ACC.2_female_AMY_female_DLPFC,min_p_across_regions,meta_higher_in_MDD_pvalue,meta_lower_in_MDD_pvalue,meta_direction,meta_p,meta_Up,meta_Down,empirical_meta_p
NADK,++++,0.006610581,1.872974845154662e-4,0.9998933644913905,1,3.745949690309324e-4,0.007729861676159479,0.010474931353605207,0.015459723352318959
HEBP1,----,0.024771723,0.9999955957588608,1.8794051363374545e-4,-1,3.758810272674909e-4,0.007830773924539815,0.0104759967453214,0.01566154784907963
BIN1,--++,2.08146e-4,1.881527693895907e-4,0.24130501028503917,1,3.763055387791814e-4,0.007831570382424735,0.010576629716261568,0.01566314076484947
FIGNL1,----,0.005381929,0.9999597858864451,1.8892472661403604e-4,-1,3.778494532280721e-4,0.007932472287196176,0.010577705451586655,0.015864944574392352
MIF,-+--,0.002037547,0.691961831929991,1.9450167553099402e-4,-1,3.8900335106198804e-4,0.007932472287196176,0.010679414157851912,0.015864944574392352
CD46,----,0.020018914,0.9999949624239489,1.957530814454507e-4,-1,3.915061628909014e-4,0.007932472287196176,0.010781122864117169,0.015864944574392352
ARRDC2,+-++,4.37921e-4,1.9636090514435018e-4,0.8594014077755279,1,3.9272181028870035e-4,0.007933279088689993,0.010881724804230651,0.015866558177379985
RNASE1,--+-,0.003926311,0.6763440849626818,1.992227867607635e-4,-1,3.98445573521527e-4,0.008034170649852537,0.010882831570382424,0.016068341299705073
KIAA0427,++++,0.009136798,2.0388191380590472e-4,0.9997688606596684,1,4.0776382761180944e-4,0.008034987794955248,0.010983423166887014,0.016069975589910496
SESN1,++++,0.005077528,2.0427865335863644e-4,0.9998240640932954,1,4.085573067172729e-4,0.008136696501220505,0.010983423166887014,0.01627339300244101
PAIP2,----,0.013597378,0.9999805871222945,2.0798257810790478e-4,-1,4.1596515621580957e-4,0.00823756737516526,0.010984540276647681,0.01647513475033052
TSR1,++++,2.88483e-4,2.095637037373541e-4,0.999118286716262,1,4.191274074747082e-4,0.00823840520748576,0.011085121529543374,0.01647681041497152
SFRS7,----,0.008799719,0.999646757620289,2.1072192212393952e-4,-1,4.2144384424787904e-4,0.008339265737821622,0.011086248982912937,0.016678531475643243
AK2,--+-,0.003155431,0.8838159476280869,2.1473421186952535e-4,-1,4.294684237390507e-4,0.008339265737821622,0.011187957689178194,0.016678531475643243
KALRN,++++,0.006120131,2.1589082298717938e-4,0.9998378008826216,1,4.3178164597435875e-4,0.008340113913751017,0.011288518254856097,0.016680227827502035
ASAH2B,----,0.004243352,0.9948163912776262,2.1759092365967672e-4,-1,4.3518184731935344e-4,0.008440964100477982,0.011289666395443449,0.016881928200955965
LPHN1,++++,0.002319382,2.2085529353599672e-4,0.9999171745922546,1,4.4171058707199345e-4,0.008441822620016273,0.011390216617512458,0.016883645240032545
PIK3R1,++++,0.028847191,2.2169907151136744e-4,0.9999952949613854,1,4.433981430227349e-4,0.00854353132628153,0.011390216617512458,0.01708706265256306
TMF1,++++,0.011129869,2.2234923230523795e-4,0.999987777300813,1,4.446984646104759e-4,0.008645240032546787,0.011390216617512458,0.017290480065093573
ARFGAP1,++++,2.66386e-4,2.272603028856179e-4,0.9984682474169173,1,4.545206057712358e-4,0.008746948738812042,0.011390216617512458,0.017493897477624084
NME7,-+--,0.00105927,0.8970239418166338,2.2734278114488102e-4,-1,4.5468556228976203e-4,0.008847757551103428,0.011391375101708706,0.017695515102206856
SLIT2,++-+,0.002379775,2.2831523235843838e-4,0.9733725194544174,1,4.5663046471687677e-4,0.008848657445077299,0.01149191498016882,0.017697314890154598
DDN,++-+,0.001204026,2.288800059925252e-4,0.877124882804594,1,4.577600119850504e-4,0.008950366151342554,0.01149191498016882,0.01790073230268511
SC5DL,----,7.50281e-4,0.9995859187053056,2.3198012317013586e-4,-1,4.639602463402717e-4,0.00905115427641615,0.011493083807973963,0.0181023085528323
ZNF672,-+++,0.004951124,2.328050679773753e-4,0.9919735739626379,1,4.656101359547506e-4,0.009052074857607811,0.01159361334282518,0.018104149715215623
SLC6A15,---+,1.39326e-4,0.7942890177493678,2.3360050268312891e-4,-1,4.6720100536625783e-4,0.009152852639072511,0.011594792514239219,0.018305705278145023
RPS26,----,0.024721536,0.9999925467286714,2.3445613047716284e-4,-1,4.689122609543257e-4,0.009152852639072511,0.011696501220504476,0.018305705278145023
ARGLU1,----,5.53371e-4,0.9965158461466036,2.3462427163358708e-4,-1,4.6924854326717416e-4,0.009152852639072511,0.011798209926769731,0.018305705278145023
XRCC6BP1,----,0.00759588,0.997290871962477,2.3696785551970958e-4,-1,4.7393571103941916e-4,0.009152852639072511,0.011899918633034988,0.018305705278145023
C6orf129,-++-,1.14607e-4,0.2847735505583333,2.406806591339321e-4,-1,4.813613182678642e-4,0.009152852639072511,0.012001627339300243,0.018305705278145023
SPTLC1,----,0.006583146,0.9998126347053158,2.417316864533141e-4,-1,4.834633729066282e-4,0.009152852639072511,0.0121033360455655,0.018305705278145023
NOL3,----,0.004336049,0.9999093840120492,2.425202203773523e-4,-1,4.850404407547046e-4,0.009152852639072511,0.012205044751830757,0.018305705278145023
CHERP,++++,9.56742e-4,2.4256760310789147e-4,0.9997365445587891,1,4.8513520621578293e-4,0.009153783563873067,0.01230550188141971,0.018307567127746133
VPS37B,++++,0.006035112,2.4264018066053378e-4,0.9999685209003168,1,4.8528036132106756e-4,0.009255492270138324,0.01230550188141971,0.018510984540276647
MBP,+++-,4.00562e-4,2.4391806866516373e-4,0.5472631828432174,1,4.8783613733032746e-4,0.00935720097640358,0.01230550188141971,0.01871440195280716
LRRC42,----,3.4588e-4,0.9968486841567501,2.444369837197788e-4,-1,4.888739674395576e-4,0.009457947727041595,0.012306753458096013,0.01891589545408319
SCN4B,++++,0.011831273,2.4494662949528664e-4,0.9999826645374951,1,4.898932589905733e-4,0.009458909682668836,0.01240720024407607,0.018917819365337672
SLC22A3,+-++,3.44757e-4,2.460363564536842e-4,0.7201833115635601,1,4.920727129073684e-4,0.009560618388934093,0.01240720024407607,0.019121236777868186
UQCC,----,0.001220037,0.9973205196079971,2.464340271352199e-4,-1,4.928680542704399e-4,0.009661344452354318,0.01240846216436127,0.019322688904708635
PTPN2,-+--,9.08333e-4,0.5816047512458289,2.4702181849137563e-4,-1,4.940436369827513e-4,0.009661344452354318,0.012510170870626525,0.019322688904708635
SIN3A,+-++,0.012896255,2.479631258480102e-4,0.9480799355727422,1,4.959262516960204e-4,0.009662327095199348,0.012610596969388793,0.019324654190398697
C2orf47,-+--,3.17135e-4,0.8718300540985195,2.485499236107323e-4,-1,4.970998472214646e-4,0.009763042815010678,0.012611879576891782,0.019526085630021357
SCRN3,+---,0.00173221,0.9374477524133238,2.5156218568935077e-4,-1,5.031243713787015e-4,0.009763042815010678,0.012713588283157039,0.019526085630021357
MTUS1,----,0.007289888,0.999916423686948,2.569859285528914e-4,-1,5.139718571057828e-4,0.009763042815010678,0.012815296989422294,0.019526085630021357
ITFG1,++--,5.853e-4,0.6409377727524719,2.5702271579373156e-4,-1,5.140454315874631e-4,0.009763042815010678,0.012917005695687551,0.019526085630021357
RNASEH2A,-+--,0.002391479,0.9473585613728419,2.5707572087389844e-4,-1,5.141514417477969e-4,0.009763042815010678,0.013018714401952807,0.019526085630021357
SPCS1,-+--,0.004113015,0.9218339048327808,2.624029298281302e-4,-1,5.248058596562604e-4,0.009763042815010678,0.013120423108218064,0.019526085630021357
PUS1,++-+,3.15169e-4,2.6278993378038926e-4,0.2758345819882998,1,5.255798675607785e-4,0.009764035801464606,0.01322078714532696,0.01952807160292921
INSIG1,----,0.002387453,0.9993984244341818,2.6580018989938296e-4,-1,5.316003797987659e-4,0.009864741177667039,0.01322213181448332,0.019729482355334078
AFAP1L2,++++,6.87921e-4,2.6624732196573234e-4,0.9937648137935118,1,5.324946439314647e-4,0.00986574450772986,0.013322485507983322,0.01973148901545972
TMEM93,-+--,0.006480056,0.7378651736809201,2.6635031020177404e-4,-1,5.327006204035481e-4,0.009966439540323401,0.013323840520748576,0.019932879080646802
CLIC5,+---,0.003763858,0.9723209291564989,2.6687285947795064e-4,-1,5.337457189559013e-4,0.009966439540323401,0.013425549227013833,0.019932879080646802
MRPS14,----,0.002063015,0.9930510343809258,2.770283334668394e-4,-1,5.540566669336788e-4,0.009966439540323401,0.013527257933279089,0.019932879080646802
ADK,-+--,0.0012147,0.9243663865064974,2.8144314779412696e-4,-1,5.628862955882539e-4,0.009966439540323401,0.013628966639544346,0.019932879080646802
NOV,-+--,0.001721067,0.9349019092674951,2.8346670788929965e-4,-1,5.669334157785993e-4,0.009966439540323401,0.013730675345809601,0.019932879080646802
PMPCB,----,0.003216667,0.9996371530398073,2.845946315848889e-4,-1,5.691892631697777e-4,0.009966439540323401,0.013832384052074858,0.019932879080646802
U2AF1L4,----,0.004311049,0.996732988964561,2.848607258307442e-4,-1,5.697214516614884e-4,0.009966439540323401,0.013934092758340113,0.019932879080646802
HNRPLL,----,0.005290824,0.9999136766389912,2.8895330734333784e-4,-1,5.779066146866757e-4,0.009966439540323401,0.01403580146460537,0.019932879080646802
C7orf50,++++,0.003973315,2.9204735252832633e-4,0.9993938205650139,1,5.840947050566527e-4,0.009967453213995118,0.014136072409234212,0.019934906427990236
STARD10,++++,0.013598689,2.935261930550456e-4,0.9999199398838715,1,5.870523861100912e-4,0.010069161920260375,0.014136072409234212,0.02013832384052075
PRB1,+++-,0.003313577,2.9959074313906376e-4,0.9748683336683736,1,5.991814862781275e-4,0.01017087062652563,0.014136072409234212,0.02034174125305126
PDRG1,-+--,1.29401e-4,0.9769190086587173,2.996866179942024e-4,-1,5.993732359884048e-4,0.010271534628292485,0.014137510170870627,0.02054306925658497
IGF1R,++-+,0.003084925,3.0143312957785505e-4,0.9735870840130934,1,6.028662591557101e-4,0.010272579332790887,0.014237770771890573,0.020545158665581775
RAVER1,++++,0.01911161,3.0879016944986715e-4,0.9999170704111833,1,6.175803388997343e-4,0.010374288039056143,0.014237770771890573,0.020748576078112285
RPL4,++++,0.00845412,3.111209633923837e-4,0.9994616365535633,1,6.222419267847674e-4,0.0104759967453214,0.014237770771890573,0.0209519934906428
UBIAD1,----,0.035969663,0.9999922077362616,3.1177142367020446e-4,-1,6.235428473404089e-4,0.010576629716261568,0.014239218877135883,0.021153259432523136
SLC2A13,++-+,0.004617041,3.142028440600897e-4,0.4432832191052495,1,6.284056881201794e-4,0.010577705451586655,0.014339469134546933,0.02115541090317331
HSPA8,----,0.003060581,0.9950509350605194,3.1535608132055964e-4,-1,6.307121626411193e-4,0.010678328078917929,0.01434092758340114,0.021356656157835857
PTPLAD1,----,0.004975655,0.9999395844647718,3.183622681187869e-4,-1,6.367245362375738e-4,0.010678328078917929,0.014442636289666395,0.021356656157835857
ACYP1,-+--,0.001529307,0.9888185876028565,3.2105882763929373e-4,-1,6.421176552785875e-4,0.010678328078917929,0.014544344995931652,0.021356656157835857
SIP1,----,7.81086e-4,0.9993706795959751,3.219052413587428e-4,-1,6.438104827174856e-4,0.010678328078917929,0.014646053702196907,0.021356656157835857
UGCG,+-+-,1.49e-5,3.2245362995680867e-4,0.2729222808541159,1,6.449072599136173e-4,0.010679414157851912,0.014746262585172379,0.021358828315703824
KIAA1324L,----,2.8661e-4,0.9955300970765882,3.2932530882293646e-4,-1,6.586506176458729e-4,0.010780026441574291,0.014747762408462164,0.021560052883148582
SC4MOL,----,0.002216386,0.9998709662697803,3.3077732716993674e-4,-1,6.615546543398735e-4,0.010780026441574291,0.014849471114727422,0.021560052883148582
HHLA3,--+-,4.26124e-4,0.8438182057794091,3.342161003879073e-4,-1,6.684322007758146e-4,0.010780026441574291,0.014951179820992677,0.021560052883148582
TRAK1,++++,5.99064e-4,3.383791754478024e-4,0.9979651351972876,1,6.767583508956049e-4,0.010781122864117169,0.015051357673141462,0.021562245728234338
C2CD2L,++++,0.037249251,3.423830046047306e-4,0.9999898117319905,1,6.847660092094612e-4,0.010882831570382424,0.015051357673141462,0.02176566314076485
RIMS2,++++,3.98876e-4,0.00034492750369784166,0.9972820153497857,1,6.898550073956833e-4,0.010984540276647681,0.015051357673141462,0.021969080553295363
EDN1,++++,9.17416e-4,3.4530927768575603e-4,0.9987882894361024,1,6.906185553715121e-4,0.011086248982912937,0.015051357673141462,0.022172497965825873
PPP2R1B,----,0.004651779,0.99899791336325,3.495861164001394e-4,-1,6.991722328002788e-4,0.011186819892199735,0.015052888527257934,0.02237363978439947
ANAPC5,----,0.007747191,0.9985912389674994,3.502873051694745e-4,-1,7.00574610338949e-4,0.011186819892199735,0.01515459723352319,0.02237363978439947
CKS1B,----,0.008474532,0.9986758138238808,3.504224699145074e-4,-1,7.008449398290148e-4,0.011186819892199735,0.015256305939788446,0.02237363978439947
GAS7,+++-,0.001484644,3.5169880770672546e-4,0.38005374167117645,1,7.033976154134509e-4,0.011187957689178194,0.015356452761110546,0.022375915378356388
NEK3,--+-,0.001207116,0.7521278459859769,3.534343203480559e-4,-1,7.068686406961118e-4,0.011288518254856097,0.015358014646053702,0.022577036509712194
GGA2,++++,0.002443727,3.5776676304804036e-4,0.998869077383618,1,7.155335260960807e-4,0.011289666395443449,0.015458151123766908,0.022579332790886898
PHF12,++++,0.002404026,3.5799606230198916e-4,0.9953196224130585,1,7.159921246039783e-4,0.011391375101708706,0.015458151123766908,0.022782750203417412
PIK3R2,++-+,7.56367e-4,3.596209955072713e-4,0.8949979169848281,1,7.192419910145426e-4,0.011493083807973963,0.015458151123766908,0.022986167615947926
C6orf153,----,0.001276124,0.9946407442240357,3.6229073298195717e-4,-1,7.245814659639143e-4,0.01159361334282518,0.015459723352318959,0.02318722668565036
MYNN,----,0.014609551,0.9992454169028475,3.6381733617280075e-4,-1,7.276346723456015e-4,0.01159361334282518,0.015561432058584216,0.02318722668565036
C8orf40,----,0.002026685,0.9965649231332163,3.6469001084725607e-4,-1,7.293800216945121e-4,0.01159361334282518,0.01566314076484947,0.02318722668565036
SLC15A2,+---,6.19944e-4,0.7339993942903096,3.6602463512791793e-4,-1,7.320492702558359e-4,0.01159361334282518,0.015764849471114728,0.02318722668565036
LST1,----,0.003058614,0.9988525113904518,3.667415812118583e-4,-1,7.334831624237166e-4,0.01159361334282518,0.015866558177379985,0.02318722668565036
C9orf64,++-+,1.20693e-4,3.709486258056426e-4,0.9792906292384566,1,7.418972516112852e-4,0.011594792514239219,0.015966642937048713,0.023189585028478437
PDCD10,-+--,0.004442135,0.9653353837247493,3.7446073487677333e-4,-1,7.489214697535467e-4,0.011695311705481541,0.01596826688364524,0.023390623410963082
COPS7A,----,0.014513577,0.9947154424944089,3.761373081063046e-4,-1,7.522746162126092e-4,0.011695311705481541,0.016069975589910496,0.023390623410963082
RYR2,++++,0.005567041,3.763336487714294e-4,0.9999222109738796,1,7.526672975428588e-4,0.011696501220504476,0.016170039662361437,0.02339300244100895
GGNBP2,++++,0.009174906,3.7684200268499953e-4,0.9995588503739714,1,7.536840053699991e-4,0.011798209926769731,0.016170039662361437,0.023596419853539462
DIXDC1,----,0.010967978,0.9999713119435584,3.7726460787939606e-4,-1,7.545292157587921e-4,0.011898708430794264,0.016171684296175753,0.023797416861588528
MRPS35,----,0.007698689,0.9981519368257985,3.775085442277109e-4,-1,7.550170884554218e-4,0.011898708430794264,0.01627339300244101,0.023797416861588528
CAMTA2,++++,0.019614232,3.790790667748092e-4,0.9999714154413286,1,7.581581335496184e-4,0.011899918633034988,0.01637343638767416,0.023799837266069976
COMMD10,-+--,0.00159897,0.816479699483008,3.861813025154798e-4,-1,7.723626050309596e-4,0.012000406793450626,0.016375101708706267,0.024000813586901253
TXNDC9,----,0.001161423,0.999372968795584,3.8620105603351515e-4,-1,7.724021120670303e-4,0.012000406793450626,0.01647681041497152,0.024000813586901253
CSRP2,----,0.023409457,0.9999896078017304,3.8658702418849054e-4,-1,7.731740483769811e-4,0.012000406793450626,0.016578519121236777,0.024000813586901253
C18orf19,+---,0.001866105,0.6719277592408204,3.8683370866923126e-4,-1,7.736674173384625e-4,0.012000406793450626,0.016680227827502035,0.024000813586901253
TYRO3,++++,4.10955e-4,3.884945384800909e-4,0.9980261426772958,1,7.769890769601818e-4,0.012001627339300243,0.016780229838299604,0.024003254678600486
TMEM39B,++++,0.004318633,3.9116902261672e-4,0.9987696234891829,1,7.8233804523344e-4,0.0121033360455655,0.016780229838299604,0.024206672091131
GALNTL2,--++,2.81e-5,3.925040453735453e-4,0.7873691692741155,1,7.850080907470906e-4,0.012205044751830757,0.016780229838299604,0.024410089503661515
ITPK1,++++,0.004501404,3.9293567082846674e-4,0.999861599037678,1,7.858713416569335e-4,0.012306753458096013,0.016780229838299604,0.024613506916192025
DHRS9,----,0.026811704,0.9999677203008979,3.949845933902746e-4,-1,7.899691867805492e-4,0.01240720024407607,0.01678193653376729,0.02481440048815214
TFCP2,----,0.007458146,0.9942928586843018,4.006087958808224e-4,-1,8.012175917616448e-4,0.01240720024407607,0.016883645240032545,0.02481440048815214
PANX2,+---,2.36049e-4,0.88081655258624,4.0170061800844e-4,-1,8.0340123601688e-4,0.01240720024407607,0.016985353946297802,0.02481440048815214
ARNTL,----,0.002862079,0.9939199977266377,4.0343504795202386e-4,-1,8.068700959040477e-4,0.01240720024407607,0.01708706265256306,0.02481440048815214
SLC25A16,----,0.00502191,0.9977900921221792,4.0367668690557946e-4,-1,8.073533738111589e-4,0.01240720024407607,0.017188771358828316,0.02481440048815214
MRPL13,-+--,0.001655524,0.9813319834197721,4.098827400048429e-4,-1,8.197654800096858e-4,0.01240720024407607,0.017290480065093573,0.02481440048815214
RGS10,----,0.025106554,0.9999783265092017,4.135707035583724e-4,-1,8.271414071167448e-4,0.01240720024407607,0.017392188771358827,0.02481440048815214
BID,----,0.006178277,0.9996050210569671,4.1509609011359096e-4,-1,8.301921802271819e-4,0.01240720024407607,0.017493897477624084,0.02481440048815214
GLIPR1,----,0.012700749,0.9998991014655523,4.1552382840432723e-4,-1,8.310476568086545e-4,0.01240720024407607,0.01759560618388934,0.02481440048815214
ETV1,----,0.004389888,0.9997429151877217,4.175351719459862e-4,-1,8.350703438919724e-4,0.01240720024407607,0.017697314890154598,0.02481440048815214
ZC3H7B,++-+,0.0024309930000000002,4.201912062934138e-4,0.9873791495477416,1,8.403824125868276e-4,0.01240846216436127,0.017797213464863217,0.02481692432872254
PRKAG2,----,0.004585674,0.9953445814297339,4.229545836237808e-4,-1,8.459091672475616e-4,0.01250889860673243,0.017799023596419855,0.02501779721346486
EEF1D,+-++,0.00116133,4.2821439159500995e-4,0.8636878760301515,1,8.564287831900199e-4,0.012510170870626525,0.017898911827519577,0.02502034174125305
ARHGEF10L,++++,0.011266292,4.285960862403901e-4,0.9995892592861979,1,8.571921724807802e-4,0.012611879576891782,0.017898911827519577,0.025223759153783564
