gene_symbol,female_ACC.1_female_ACC.2_female_AMY_female_DLPFC,min_p_across_regions,meta_higher_in_MDD_pvalue,meta_lower_in_MDD_pvalue,meta_direction,meta_p
PLEKHG3,--+-,0.027076404,0.7588534416781567,0.006371329614245583,-1,0.012742659228491165
SCD,--+-,0.030006835,0.8949993487510715,0.006371925016371562,-1,0.012743850032743123
UBE2A,+---,0.001489419,0.9047818531146492,0.006373273086589082,-1,0.012746546173178164
NHEDC2,----,0.00812603,0.9634867607388737,0.0063783437447276475,-1,0.012756687489455295
GABARAPL2,----,0.028672285,0.9969008773425431,0.006385683957972973,-1,0.012771367915945946
SEMA3E,+-++,0.006792978,0.006403580519764,0.9283257508328143,1,0.012807161039528
SEL1L,+---,0.012409363,0.8272009172249055,0.006404313599537905,-1,0.01280862719907581
EIF4G2,----,0.039972285,0.9978162293774749,0.006405652326244681,-1,0.012811304652489362
GCH1,----,0.020569944,0.9890682901954437,0.006412032538740581,-1,0.012824065077481161
SPPL2A,----,0.030178839,0.991904675217107,0.006418011377101397,-1,0.012836022754202795
TM2D1,+---,0.032511891,0.9273972909234014,0.006424608358003612,-1,0.012849216716007224
LUC7L2,+-++,0.007514888,0.006425965723533261,0.8160509144991334,1,0.012851931447066521
HBXIP,-+--,0.015494007,0.963755997329975,0.006430167794156733,-1,0.012860335588313466
C5orf30,++++,0.011198221,0.006442264196569611,0.9892398999256378,1,0.012884528393139222
USP20,++++,0.076972659,0.006451755319922456,0.9994100859644279,1,0.012903510639844911
DNAJB14,----,0.007936236,0.9928180323500092,0.006455887792799298,-1,0.012911775585598596
ALDH5A1,++++,0.022244476,0.006459656238684846,0.99823890884711175,1,0.012919312477369691
ZUFSP,-+--,0.034900281,0.9895840262511084,0.00647509373987381,-1,0.01295018747974762
STX16,----,0.069413015,0.9953068023649809,0.006495028825968692,-1,0.012990057651937384
ZNF136,-+++,0.009282865,0.006501259651700925,0.8051573722211388,1,0.01300251930340185
NPTX2,----,0.037177715,0.9988617206664809,0.006513994882798012,-1,0.013027989765596024
BTN2A1,-+--,0.007663015,0.9566163248708779,0.006518717602378571,-1,0.013037435204757142
C10orf104,+-++,0.001526124,0.006522723508278543,0.8238159415442388,1,0.013045447016557086
TNPO2,++-+,0.004236985,0.0065276011714827465,0.702097468847551,1,0.013055202342965493
DCTN6,-+--,0.021697004,0.9742837512389959,0.006532608866972718,-1,0.013065217733945436
RAB3IP,+-++,0.023652622,0.006535042073739951,0.8940400275377114,1,0.013070084147479902
NAE1,----,0.008074532,0.9756158468015951,0.006537763642242976,-1,0.013075527284485952
SLC4A4,+-+-,0.002032491,0.8628961601382275,0.006542923921142659,-1,0.013085847842285317
USPL1,-+--,0.042647659,0.9837003517310924,0.006567904001254701,-1,0.013135808002509401
NRXN2,++++,0.048621161,0.006581904299017102,0.9989867293783155,1,0.013163808598034205
EIF4G1,+-++,0.041793352,0.0065947844891091085,0.9872621328389333,1,0.013189568978218217
BCL6,++++,0.052350843,0.006602286533024488,0.9991908911633317,1,0.013204573066048976
ZDHHC23,----,0.002765169,0.9843557820987148,0.006604230977236584,-1,0.013208461954473168
ZNF585A,+---,0.00224382,0.7455469916440087,0.006614577638818585,-1,0.01322915527763717
TSGA14,----,0.027970693,0.9979353592341661,0.006628601527726362,-1,0.013257203055452724
TIMM17A,-+--,0.004319195,0.752067593579909,0.006642191102553681,-1,0.013284382205107362
USH1G,++-+,0.016368727,0.006642675419445774,0.9878619094011702,1,0.013285350838891548
PTGES2,-+--,0.007735019,0.9653635558117281,0.006647684467525877,-1,0.013295368935051753
PAP2D,-+--,0.00263764,0.6201082763583564,0.0066485333518126995,-1,0.013297066703625399
OGDHL,++++,0.046967603,0.006648843796217563,0.9994218653822665,1,0.013297687592435126
RBP4,++-+,0.002540824,0.006660723096340793,0.8412029556671717,1,0.013321446192681587
FDPS,----,0.026497753,0.9929397658916317,0.006662679048666747,-1,0.013325358097333494
C9orf123,--+-,0.003118071,0.8806263989034406,0.006667022868391719,-1,0.013334045736783437
ADCY6,+-++,0.034314888,0.006700786431479282,0.8709897755408214,1,0.013401572862958564
ARNT2,++++,0.056866948,0.006708778904385007,0.9993073376094199,1,0.013417557808770015
NUP37,----,0.014670506,0.983218438971145,0.006708957487896565,-1,0.01341791497579313
SEH1L,-+--,0.00811264,0.9810876917599449,0.006711139743995569,-1,0.013422279487991138
CHRDL1,+++-,0.024012828,0.0067223124456138586,0.9839038123407853,1,0.013444624891227717
RFXAP,----,0.002476217,0.9685300229043217,0.0067267098851875,-1,0.013453419770375
PARP16,-+++,0.010345693,0.006727024525799224,0.9554444401410783,1,0.013454049051598449
ARHGAP20,-+--,0.002616199,0.9264940671673336,0.006727384294911517,-1,0.013454768589823035
TXNDC17,+---,0.026571723,0.9643499861609588,0.006749934848288972,-1,0.013499869696577944
RNF40,++++,0.037637921,0.006756281478168528,0.9959496265401955,1,0.013512562956337055
RASGRP3,--+-,0.020321536,0.8630479740813958,0.00675938369522418,-1,0.01351876739044836
C1GALT1C1,+---,0.033125562,0.9501191301865319,0.0067845353108832,-1,0.0135690706217664
CBX3,--+-,0.026099906,0.42927478723642676,0.0068016660479500645,-1,0.013603332095900129
FAM89B,++++,0.036714607,0.00680870303756516,0.9966701826992703,1,0.01361740607513032
NAGPA,++++,0.09073221,0.006813511260877176,0.9995775496565074,1,0.013627022521754352
TNNC2,-+++,0.002360861,0.006820689020882918,0.8582841300696817,1,0.013641378041765836
HLA-F,--++,0.01175,0.761988347223216,0.006824832029456765,-1,0.01364966405891353
CDK5RAP2,--++,0.00833118,0.00682796870121232,0.3937363498942708,1,0.01365593740242464
C1orf85,-+--,0.010677996,0.8196933158651669,0.006830565285927643,-1,0.013661130571855286
YIPF2,+--+,0.003072846,0.8657379347452957,0.006831188957094825,-1,0.01366237791418965
HSD11B1L,++++,0.014562453,0.006837282399702158,0.9981446717939639,1,0.013674564799404315
ZMYND8,++++,0.05936573,0.006855123650475443,0.9989190925277307,1,0.013710247300950886
LCOR,++++,0.03143867,0.006870939054472994,0.9969941668041612,1,0.013741878108945988
SOCS6,----,0.059642509,0.9961656335694256,0.006876029873135265,-1,0.01375205974627053
TSKU,+-++,0.002724532,0.006891090788029533,0.9080559721284889,1,0.013782181576059066
TNFAIP2,+++-,0.034576311,0.006891098040732836,0.7727768186321959,1,0.013782196081465673
PTPRD,--+-,0.019429682,0.9173462070769312,0.006894552470216264,-1,0.013789104940432529
ARIH1,----,0.011139326,0.9955647920629738,0.006896616801571365,-1,0.01379323360314273
LRRN3,-+-+,0.006416199,0.006901846381523936,0.12676973617147844,1,0.013803692763047873
MEGF10,+---,0.022307491,0.9009754229395336,0.006901992482257119,-1,0.013803984964514238
TTYH1,+-++,0.018887921,0.0069036888691251935,0.8717181975440718,1,0.013807377738250387
MRPL20,----,0.020893164999999998,0.9909760916410031,0.006909016245345564,-1,0.013818032490691128
FBXW9,----,0.016560019,0.9937259647826785,0.006909096825597249,-1,0.013818193651194499
UBTF,++-+,0.002795318,0.006916568511941847,0.7169145569373772,1,0.013833137023883694
CHML,--+-,0.016495225,0.9374617375486868,0.006935163173824461,-1,0.013870326347648922
DAAM1,++++,0.059878184,0.006936031869492925,0.9996032270902363,1,0.01387206373898585
SMARCE1,--+-,0.04771264,0.7844029605413217,0.006940367822230097,-1,0.013880735644460193
PECAM1,++++,0.005553839,0.0069538031176947105,0.9877049975615888,1,0.013907606235389421
ZNF559,+---,0.022860206,0.8683770326878426,0.00695635909254878,-1,0.01391271818509756
EXOSC3,++--,0.004292322,0.05002674666017896,0.006961913061259138,-1,0.013923826122518275
SHC4,--+-,0.007527154,0.5005042093065458,0.006974080118526297,-1,0.013948160237052594
RAB2A,----,0.074293165,0.9984607997793795,0.00697902903005415,-1,0.0139580580601083
FAM48A,---+,0.010131367,0.7727681708393269,0.006995312728958804,-1,0.013990625457917608
DAZAP2,--+-,0.016984925,0.9823639555263117,0.007028316915104997,-1,0.014056633830209993
GTF2A2,----,0.011051217,0.9953747321504496,0.007033821896851447,-1,0.014067643793702895
C10orf4,-+-+,8.73034e-4,0.536416023865964,0.007037781534362398,-1,0.014075563068724796
RRAS2,-+-+,0.001186798,0.3035690861354865,0.007040528493369662,-1,0.014081056986739324
UPF2,+++-,0.003435768,0.0070446293949384484,0.9545568134043235,1,0.014089258789876897
TRUB1,-+--,0.021511049,0.9253107532998381,0.007047626166067425,-1,0.01409525233213485
NKIRAS2,+-++,0.006554869,0.007054524922687445,0.8961984620789898,1,0.01410904984537489
FLJ37078,--++,0.007017603,0.007058592597175568,0.5885294780016642,1,0.014117185194351137
PDZRN3,++-+,0.004036236,0.007059782413536928,0.8724294034699711,1,0.014119564827073857
CRELD1,++++,0.029682397,0.007061973480851978,0.9985453054747044,1,0.014123946961703956
CHRD,++++,0.084416011,0.007063263451536727,0.9995388552966945,1,0.014126526903073453
EFS,--+-,0.002598221,0.5546892188996242,0.007070596831970311,-1,0.014141193663940623
GOPC,----,0.012016479,0.9973025369617887,0.007078421443910867,-1,0.014156842887821734
LAPTM5,----,0.018261423,0.9893930539114368,0.007112180586678415,-1,0.01422436117335683
GTF3C2,----,0.02642294,0.9964984665066533,0.007171792117929625,-1,0.01434358423585925
FBXO31,++++,0.041696255,0.007181933093605842,0.9992706877032058,1,0.014363866187211685
EPB41L2,+-++,0.001346536,0.007228934496287482,0.7213150667152229,1,0.014457868992574964
SPG21,+--+,0.002846161,0.0072442965260412105,0.7693408327484879,1,0.014488593052082421
UBTD2,----,0.004860955,0.9803391045792788,0.00724548452816103,-1,0.01449096905632206
XRN2,--+-,0.057189139,0.9455191039148958,0.007255096289541225,-1,0.01451019257908245
RAB8B,----,0.015751779,0.9941527825809451,0.007255515691891339,-1,0.014511031383782678
PKD1,+++-,0.003111704,0.007255654763562898,0.3409800140817303,1,0.014511309527125796
SCG2,-+--,0.001567978,0.7734965381988939,0.007258953634687138,-1,0.014517907269374276
TFR2,++--,0.007987734,0.007259487254340512,0.4657862909004807,1,0.014518974508681025
AP4M1,-+--,0.009537172,0.9618236614570006,0.007264057126992805,-1,0.01452811425398561
LZIC,----,0.025052715,0.9988780744346502,0.0072940049478251,-1,0.0145880098956502
DNAJA1,----,0.014252622,0.9873951925772193,0.007302734429123421,-1,0.014605468858246842
PRKCH,--+-,0.052427154,0.768013929063433,0.007302872111705423,-1,0.014605744223410846
ANKRD13A,--++,0.001799438,0.1936482110458116,0.007314430868282883,-1,0.014628861736565767
FLYWCH1,++++,0.054815262,0.007335324456069667,0.9990831519792822,1,0.014670648912139334
RIC3,+---,0.007586142,0.9106416796397221,0.007351691297085422,-1,0.014703382594170844
ZNF322A,++++,0.063465169,0.007361723747436964,0.9968390679014193,1,0.014723447494873927
GJB1,--+-,0.008254307,0.706584993610599,0.007367000001421104,-1,0.014734000002842208
MTP18,----,0.018041105,0.9976369306395018,0.007373185234999431,-1,0.014746370469998863
FAM108B1,----,0.022530805,0.998739689925144,0.007380686254557477,-1,0.014761372509114953
CAB39,+---,0.002608146,0.9473240167696333,0.007393578420065123,-1,0.014787156840130246
KHK,-+++,0.003969757,0.007399583361453515,0.9639999833737114,1,0.01479916672290703
MKX,+---,0.002494944,0.9578050643167176,0.007405512113529348,-1,0.014811024227058696
PLD5,----,0.058435581,0.999358170967592,0.007408359792253212,-1,0.014816719584506423
MRPS7,-+--,0.010075655,0.9199802191534734,0.007409603725206803,-1,0.014819207450413607
NELL2,-+--,0.006181929,0.5245343894335138,0.007417168177228975,-1,0.01483433635445795
ZHX2,--++,0.002996723,0.5353290509097642,0.007421535929283957,-1,0.014843071858567914
LOC199800,---+,0.010390543,0.7387532531967116,0.007427418135617523,-1,0.014854836271235046
FSCN1,----,0.08208867,0.9994490626820376,0.007436775990571854,-1,0.014873551981143708
NCAM1,-+++,0.022246629,0.007444460172763138,0.31865218747062946,1,0.014888920345526276
KLHDC2,-+--,0.031790075,0.9164607965805627,0.007445297732761755,-1,0.01489059546552351
QDPR,--+-,0.052705899,0.8457812585233881,0.007450967165460788,-1,0.014901934330921575
NET1,-+++,0.006251498,0.007452327065272742,0.7989586500961898,1,0.014904654130545484
KIAA1199,++++,0.016677154,0.007452589976137863,0.9977480974197778,1,0.014905179952275726
TMEM183A,----,0.00355515,0.9784675833145624,0.007457823204537809,-1,0.014915646409075618
PPIL1,-+--,0.016599251,0.9627422370355985,0.007476882863486043,-1,0.014953765726972086
TRIM2,--+-,0.018334551,0.9337948011061188,0.007507801435047955,-1,0.01501560287009591
CTBS,+---,0.003672566,0.9490931759358356,0.007508065323254569,-1,0.015016130646509139
DLD,-+--,0.026534644,0.9282789857486202,0.007518239526216019,-1,0.015036479052432038
DUSP28,-+--,0.012130431,0.9326582930477282,0.007518400271110351,-1,0.015036800542220702
TOMM34,++-+,0.011784925,0.007518783514189348,0.8447566374570037,1,0.015037567028378695
PCSK7,--++,0.010605993,0.007526262851996373,0.47799574144883866,1,0.015052525703992747
MED11,----,0.024443727,0.9963928401288434,0.0075324605118414914,-1,0.015064921023682983
TMLHE,++--,0.006890543,0.5983849072840568,0.007537126634679463,-1,0.015074253269358927
ANKRD12,++++,0.046403558,0.007540412163610028,0.9965296189780963,1,0.015080824327220056
PTP4A2,--++,0.001042322,0.04194918410273924,0.007549733390704439,-1,0.015099466781408877
HLA-G,----,0.024421723,0.9982706802727874,0.007555880473549321,-1,0.015111760947098643
RGL2,--++,0.00393867,0.4863164197473165,0.007558504400971277,-1,0.015117008801942554
C16orf75,----,0.048001217,0.9973996322095993,0.007562575357979108,-1,0.015125150715958217
SLC32A1,++--,0.00154279,0.6214964856285311,0.007567548795443536,-1,0.015135097590887072
SMARCA4,++-+,0.036379307,0.007568253014371717,0.7684702908256416,1,0.015136506028743434
CH25H,----,0.042224064,0.9991738906866041,0.007573614703337494,-1,0.015147229406674989
FHOD3,++--,0.004783146,0.5679037391333864,0.007573639711699879,-1,0.015147279423399758
SFRS1,----,0.006307959,0.977606942794048,0.007583172386391812,-1,0.015166344772783624
USP47,++++,0.046785581,0.007585693131537812,0.9987399832141022,1,0.015171386263075624
ALCAM,----,0.088624906,0.99929995991959,0.007604757850928617,-1,0.015209515701857234
B2M,--+-,0.032453184,0.8329013035126583,0.007620375269426308,-1,0.015240750538852616
ZC3H15,-+--,0.005744195,0.8764706271826581,0.007623225705158146,-1,0.015246451410316293
C18orf55,----,0.011693352,0.9868236770391858,0.007632862426018014,-1,0.015265724852036028
C21orf33,--+-,0.003202247,0.8077852241100735,0.007635260709882843,-1,0.015270521419765686
IFT140,+-++,0.008341199,0.0076389001238424846,0.9533564485694752,1,0.015277800247684969
SLC25A40,-+--,0.016150562,0.7295271913146233,0.007646653203793002,-1,0.015293306407586004
RAB6A,+---,0.022524813,0.8737625224468529,0.007657924423984688,-1,0.015315848847969375
APOL3,+-+-,0.003018446,0.007658053122671158,0.8691309348068242,1,0.015316106245342315
YARS,-+-+,1.83333e-4,0.08621595292686003,0.007663579335057666,-1,0.015327158670115332
C20orf27,-+--,0.018501217,0.5329715381911713,0.007668358203871328,-1,0.015336716407742656
CALN1,++++,0.060970037,0.007674680865190584,0.9986506960298194,1,0.015349361730381168
NDRG3,++--,0.004440824,0.363257536660554,0.007708662588167798,-1,0.015417325176335596
FAM108A1,+++-,0.005215262,0.007711325834458235,0.9654060408140629,1,0.01542265166891647
PCBP4,--++,1.92978e-4,0.00771371113999017,0.16065776733787338,1,0.01542742227998034
TNFSF13B,++++,0.018820506,0.0077145134665194655,0.9948912272647243,1,0.015429026933038931
EGFR,++++,0.066067322,0.0077150269101627245,0.9994115024400085,1,0.015430053820325449
NAV3,----,0.003434176,0.9820759482096194,0.007716198713160881,-1,0.015432397426321761
MEX3C,--+-,0.001449625,0.8901099326341303,0.007721126338247442,-1,0.015442252676494884
IFI27,--+-,0.039861142,0.9869105947790362,0.007760406559229423,-1,0.015520813118458847
ZNF17,+---,0.005122659,0.9017723266435023,0.00776700943318416,-1,0.01553401886636832
CA2,--+-,0.010165449,0.7701374295260717,0.007770323432098674,-1,0.015540646864197347
PHB,----,0.018965075,0.9951837649264019,0.007783418003995991,-1,0.015566836007991983
KCTD16,-+--,0.002610112,0.9069267259116512,0.0078002236780260106,-1,0.015600447356052021
NOS1,--+-,0.001266199,0.9248731840285264,0.007801677796451184,-1,0.015603355592902367
ASPA,--+-,0.039105524,0.9358463166341356,0.00780682708686225,-1,0.0156136541737245
GYG1,----,0.084072378,0.9996030070925996,0.007808629403941654,-1,0.015617258807883307
RAB22A,----,0.034525468,0.9905484769037967,0.007824751550367695,-1,0.01564950310073539
PHF1,+++-,0.030661236,0.007831521422104559,0.9875818391776426,1,0.015663042844209118
TYK2,--+-,0.001049813,0.8348813455800737,0.007853995143762406,-1,0.01570799028752481
CDC25B,+-++,0.00978015,0.007858830460120172,0.9714904519590077,1,0.015717660920240344
GNA11,+++-,0.020733895,0.007865403838817744,0.9571098514414458,1,0.01573080767763549
KCNIP4,-+--,0.004422378,0.4597539845467335,0.007866021273973256,-1,0.015732042547946513
NLGN2,++++,0.016338296,0.007870709849451544,0.9810533833549311,1,0.015741419698903088
TUBA3C,-+++,0.016068633,0.007887664239258779,0.7885550977985615,1,0.015775328478517557
NNAT,----,0.023361517,0.9954850850579735,0.007918456233483997,-1,0.015836912466967994
DERL2,--+-,0.012203558,0.945479353278706,0.007919188963336574,-1,0.01583837792667315
TBRG1,----,0.005460674,0.9864158607291114,0.00792251665956368,-1,0.01584503331912736
C7orf41,--++,0.001885768,0.007934984774055654,0.7454139109040707,1,0.015869969548111307
APC,----,0.010442041000000001,0.9757155359385499,0.007942498238152053,-1,0.015884996476304106
SERPINI1,-+--,0.013861049,0.6122820771766374,0.007945960544105846,-1,0.01589192108821169
HNMT,+---,0.012322285,0.23753690125291801,0.00795136395090011,-1,0.01590272790180022
FAM35A,--++,0.015025281,0.007981745842291695,0.7091728838679674,1,0.01596349168458339
FABP7,+---,0.003021816,0.8818151736385988,0.007986134685666137,-1,0.015972269371332275
URG4,+-++,0.035087828,0.008000781157974892,0.9692455382286359,1,0.016001562315949784
ADD1,+-++,0.020273034,0.008007482341449754,0.6610577548113835,1,0.016014964682899507
C12orf49,++--,0.002486236,0.4694581490018477,0.008017877008459729,-1,0.016035754016919458
ESRRG,-+--,0.004561798,0.9187943750050549,0.008030318693795906,-1,0.016060637387591812
PSMB2,+---,0.021184738,0.9731681866877319,0.008031683488727069,-1,0.016063366977454138
RPE,--+-,0.023183333,0.7627472481201918,0.008034042621301899,-1,0.016068085242603797
FAM5B,++++,0.068781835,0.008044999870647229,0.9993783699742858,1,0.016089999741294457
ECE2,++-+,0.008845693,0.00806726527417349,0.7865076396559453,1,0.01613453054834698
NFAT5,+-++,0.010343633,0.008081433629572234,0.7149620437866857,1,0.016162867259144467
PAK7,++-+,0.03706161,0.00808615323042834,0.9654877138854803,1,0.01617230646085668
CLSTN1,++-+,0.059212547,0.008086259029521614,0.9470316203642737,1,0.01617251805904323
