gene_symbol,RamakerDir,LabonteDir,DingDir,meta_meta_higher_in_MDD_pvalue,meta_meta_lower_in_MDD_pvalue,meta_direction,meta_p,minp,Corrected_p,Bonferroni_Correction
MARCH1,-+-+,++++----,NA,0.006652788693817143,0.889013160635383,+,0.013305577387634287,0.019131817,3.579200317273623,1
PAK1IP1,+++-,++++----,++++--,0.006655586708171236,0.9969839253157874,+,0.013311173416342472,0.052341544,3.580705648996125,1
VIP,+-++,----++++,++--+-,0.9221742779187705,0.00665803639555958,-,0.01331607279111916,0.043086236,3.582023580811054,1
PHC3,-+-+,+-++----,NA,0.006660020446986144,0.9642550259375395,+,0.013320040893972289,0.007196445,3.5830910004785457,1
NFE2L2,-+--,++++----,+--+++,0.006663535476670741,0.050254183523924044,+,0.013327070953341482,0.018832303,3.584982086448859,1
FLYWCH1,+-+-,+-+-++++,+++---,0.006667723749294138,0.6686730112584168,+,0.013335447498588277,0.008558989,3.5872353771202463,1
MPPED1,+-+-,-----+++,+--+-+,0.9988726918754833,0.006669655884456822,-,0.013339311768913644,0.017749675,3.58827486583777,1
OLFML1,--+-,-+--++-+,NA,0.9962628111547167,0.00667412684943479,-,0.01334825369886958,0.018482326062837562,3.5906802449959168,1
KIF5A,+-++,------++,+--+++,0.9952040684418878,0.0066890503641255615,-,0.013378100728251123,0.039325197,3.5987090958995522,1
TFCP2,+++-,----++--,---+++,0.6183082972652062,0.006690399865440878,-,0.013380799730881757,0.007458146,3.5994351276071925,1
MTRR,-+--,++++----,+-----,0.0067043157985414315,0.7974325334732313,+,0.013408631597082863,0.021034176,3.60692189961529,1
BHLHA9,+-+-,NA,NA,0.9375622861150371,0.006717516250677053,-,0.013435032501354105,0.006451856882687797,3.6140237428642545,1
RHCE,++--,++++-+--,NA,0.006722200546862083,0.9998401826655127,+,0.013444401093724166,0.015884617,3.6165438942118007,1
ZBTB24,-+++,+++++++-,-++---,0.0067266767141420224,0.9481458584016693,+,0.013453353428284045,0.010989092,3.618952072208408,1
ZNF45,++--,-++-----,NA,0.006731516636105611,0.9900697793550546,+,0.013463033272211222,0.016504713187387512,3.6215559502248187,1
PAQR8,-+--,+++-----,------,0.006753798987637195,0.23693285464180802,+,0.01350759797527439,0.011591105,3.633543855348811,1
KIAA0319L,++++,++-++-+-,-++---,0.006770527155607571,0.8162956844504365,+,0.013541054311215142,8.98034e-4,3.6425436097168733,1
MYO1F,----,+++-++++,--+++-,0.9876605214422286,0.006774099743763482,-,0.013548199487526964,0.011446059163530614,3.644465662144753,1
GNG12,++-+,++++-+--,++---+,0.006804392776211487,0.9997782398451727,+,0.013608785552422974,0.0279154843254604,3.66076331360178,1
GHRL,---+,++++++++,NA,0.7430874199450943,0.006809335215439625,-,0.01361867043087925,0.014642751724387624,3.6634223459065183,1
NUP133,-+-+,+++-----,-+-+++,0.006824960448171525,0.4268441278681759,+,0.01364992089634305,0.011860191,3.67182872111628,1
TMEM237,++++,++++----,-+-+-+,0.006829120014887021,0.21940668738713542,+,0.013658240029774041,9.97316e-4,3.6740665680092173,1
MME,--++,----++++,NA,0.9961791502096209,0.006836046065939225,-,0.01367209213187845,0.004576222,3.677792783475303,1
NR5A1,+-+-,----+--+,++++++,0.8023606525437794,0.006843356297226817,-,0.013686712594453634,0.00109161,3.6817256879080276,1
TIMM8B,----,++++-+++,++--+-,0.712234815571982,0.006850910834108698,-,0.013701821668217396,0.001515824,3.6857900287504797,1
PLD4,----,++++++++,NA,0.49535432698813187,0.006853908918894176,-,0.013707817837788351,0.002571829611628605,3.6874029983650667,1
SART1,+---,----+-++,++++--,0.11417755415542506,0.00685568209890452,-,0.01371136419780904,1.01252e-4,3.688356969210632,1
PLCH2,---+,----++++,+-----,0.4872892735380745,0.006856436105145163,-,0.013712872210290326,0.03238748,3.688762624568098,1
SENP7,-+-+,+++-+---,+---++,0.08620430202132408,0.006872330735658815,-,0.01374466147131763,0.004746619,3.6973139357844427,1
IL10RB,++--,+++++---,--++--,0.006875444681815808,0.979877968526218,+,0.013750889363631617,0.006862391,3.698989238816905,1
CDC20,---+,NA,NA,0.9895462847805063,0.006878765486254261,-,0.013757530972508522,0.01265713673514282,3.7007758316047923,1
KLHL38,-+++,NA,NA,0.9887985638921335,0.006883230807363478,-,0.013766461614726956,0.02903129189408573,3.7031781743615513,1
RNF112,+-+-,----++++,NA,0.9449594437670643,0.006888060836464153,-,0.013776121672928306,0.010236194273826644,3.705776730017714,1
DBX1,--++,NA,NA,0.9902552245593301,0.0068903800918767265,-,0.013780760183753453,0.01917199708021016,3.7070244894296787,1
MARCO,--++,NA,NA,0.9971775652807189,0.006894738980542321,-,0.013789477961084642,0.014867721262592188,3.7093695715317687,1
MYO9B,----,--+-+-++,-++++-,0.8459993553151287,0.006899263121355422,-,0.013798526242710845,0.004665637,3.7118035592892173,1
RIPK1,+++-,+-+-++--,+++-+-,0.0069005988149783695,0.907185032229557,+,0.013801197629956739,0.022594007,3.7125221624583626,1
SLC22A18,+-+-,NA,----+-,0.6973134314446676,0.006904766771796434,-,0.013809533543592867,0.005296702944737419,3.7147645232264814,1
BRF1,--+-,--+-++++,---++-,0.991507161448311,0.006906308143167743,-,0.013812616286335486,0.006294476,3.715593781024246,1
S100P,---+,NA,NA,0.8981115320616881,0.006911762364786404,-,0.013823524729572809,0.035351209453009125,3.7185281522550855,1
SIDT1,++++,----+++-,+++---,0.47315106133931834,0.006913933494432853,-,0.013827866988865706,0.018429918,3.7196962200048747,1
MRPL30,--+-,++++-+++,---+-+,0.5524306016665779,0.0069140823741277715,-,0.013828164748255543,0.005517228,3.719776317280741,1
DEF8,+-+-,-+--++++,+++---,0.006920577770864703,0.08272206397647337,+,0.013841155541729405,8.51498e-4,3.72327084072521,1
LZTS3,NA,++-+++++,NA,0.9048973476302882,0.006921401971006982,-,0.013842803942013964,0.003424217,3.7237142604017563,1
SCARA5,--++,+----+++,NA,0.9980216566708137,0.006936934608400528,-,0.013873869216801057,0.03383324545678214,3.7320708193194845,1
ADRA1B,+-+-,------+-,NA,0.9749433149334616,0.006961494745756418,-,0.013922989491512836,0.00907238179461907,3.745284173216953,1
YAP1,++--,++++----,+--+-+,0.0069701893474564515,0.9526703226865603,+,0.013940378694912903,0.001236236,3.749961868931571,1
TANC1,-+--,++++---+,--++--,0.006971994448054379,0.858833919017855,+,0.013943988896108758,0.029792135,3.7509330130532557,1
CLEC11A,--+-,+-+-++++,-++---,0.250284521116479,0.00698815849759081,-,0.01397631699518162,0.004710806,3.7596292717038557,1
ARFRP1,+-+-,+-+-++++,---+--,0.6521410000534377,0.0069897122609516174,-,0.013979424521903235,0.009545693,3.76046519639197,1
MUC5AC,++--,NA,NA,0.006999408930465686,0.9888355859874588,+,0.013998817860931372,0.014205939897531878,3.765682004590539,1
MKLN1,-+++,++------,+---++,0.007008090284448065,0.09908954723693078,+,0.01401618056889613,0.006264956,3.7703525730330587,1
RPEL1,---+,----++++,+-++--,0.1487468798411371,0.007010770737466124,-,0.014021541474932248,0.001330805,3.7717946567567746,1
DCHS1,++--,----+-++,+-++++,0.9121336769770181,0.007013812031087975,-,0.01402762406217595,0.004466494,3.773430872725331,1
ZSWIM4,--+-,----+-+-,NA,0.9762567307127521,0.007016332837042454,-,0.014032665674084907,0.00853298170522259,3.77478706632884,1
PGM5,--++,++++++++,NA,0.8404381526620621,0.0070401747709276695,-,0.014080349541855339,0.02864060543606275,3.787614026759086,1
NFKBIZ,++--,+-+-----,-----+,0.007048112739475443,0.5247031136102712,+,0.014096225478950886,0.017331711627682524,3.7918846538377884,1
TRNP1,+-+-,+++-++++,NA,0.673222055472906,0.007048705000796912,-,0.014097410001593823,0.004668483,3.7922032904287386,1
MARCH5,++++,-+++----,NA,0.007050630691237072,0.9232644772935242,+,0.014101261382474145,0.053867658699797,3.7932393118855448,1
KLK2,---+,++++----,NA,0.007053445791239314,0.8883896421398872,+,0.014106891582478628,0.008986008,3.794753835686751,1
HPS3,-+++,++++-+--,NA,0.007056304085057536,0.9839770512048349,+,0.014112608170115072,0.019381984,3.796291597760954,1
FARSB,+++-,++++++++,+-+---,0.007057097331362308,0.9851716396102974,+,0.014114194662724617,0.038097285,3.796718364272922,1
MAT2B,++++,++++++++,----++,0.38200229802188795,0.007077591525574958,-,0.014155183051149916,0.016867603,3.807744240759327,1
AGFG2,+++-,--+-++-+,NA,0.00708173525173756,0.9136529402349258,+,0.01416347050347512,0.009338818421652437,3.8099735654348073,1
REM2,+-+-,--++----,NA,0.007101103814409681,0.8678890585949937,+,0.014202207628819363,0.01301173219054238,3.8203938521524083,1
NENF,----,-++--+++,+-+++-,0.8765793447657213,0.007105278368255853,-,0.014210556736511707,0.02240082181010909,3.822639762121649,1
TMEM249,---+,NA,NA,0.9929312474689027,0.0071059848489881255,-,0.014211969697976251,0.02020822064392512,3.8230198487556115,1
SPATA18,++--,++++++-+,NA,0.007107993412627813,0.9971587540767334,+,0.014215986825255626,0.026912109,3.8241004559937632,1
SIRPA,+++-,----+-++,+++---,0.0071102662943455545,0.5079902009958888,+,0.014220532588691109,0.022117978,3.825323266357908,1
SGK223,--+-,----++++,NA,0.9376536181674814,0.007112043663032379,-,0.014224087326064758,0.031516206,3.82627949071142,1
DIP2A,----,--+-+---,--++++,0.5386924228469685,0.007114968641909753,-,0.014229937283819506,0.001376592,3.827853129347447,1
KCNC3,+++-,----+-++,NA,0.7884420358695212,0.007127586988368841,-,0.014255173976737682,0.011847444,3.8346417997424362,1
DPH3P1,++++,NA,NA,0.09392636539578668,0.007147428112607494,-,0.014294856225214987,0.006363081463984416,3.8453163245828317,1
SH3TC2,----,++++---+,NA,0.007149303280634952,0.2063412716500273,+,0.014298606561269904,0.020542925226085394,3.846325164981604,1
ANKRD42,++++,+++++-++,NA,0.0071564783943343846,0.8661222296247149,+,0.014312956788668769,0.014227852,3.8501853761518987,1
S100A8,++--,++-+++++,-+----,0.007262910503095973,0.007162883434731143,-,0.014325766869462285,5.35398e-4,3.8536312878853547,1
TNPO1,++-+,+++-----,+-+++-,0.007171620292788149,0.8610143909580926,+,0.014343240585576298,0.003301242114574531,3.858331717520024,1
ZNF142,+++-,----+-++,-+++--,0.007174174525379233,0.3845822627755896,+,0.014348349050758467,0.001774438,3.8597058946540277,1
KCNE4,++--,++++----,NA,0.007176622804181507,0.998054990852461,+,0.014353245608363013,0.018684174128369944,3.8610230686496507,1
RPS3,--+-,+++-++++,+++--+,0.8300065663872491,0.0071827869309402164,-,0.014365573861880433,0.002785138,3.8643393688458363,1
ZNF160,-+--,-+++----,+-+-++,0.0071833960228186115,0.6893559524075799,+,0.014366792045637223,0.009451311,3.864667060276413,1
SOBP,--++,----++-+,+-+---,0.05711899820406783,0.007183999782080537,-,0.014367999564161075,0.008799453,3.864991882759329,1
GALNT3,-+-+,++++----,+---+-,0.007202522403981568,0.974072997396488,+,0.014405044807963136,0.028842968,3.874957053342084,1
NCKAP1,++++,++-+----,-+--++,0.007218367699686525,0.5005768748573893,+,0.01443673539937305,0.010591265,3.8834818224313503,1
RHBDD1,-+--,-++-++-+,--+--+,0.007227330480360383,0.9873936420459453,+,0.014454660960720766,0.005158146,3.888303798433886,1
DIRC2,-+--,++---+--,+--+++,0.07987699438988455,0.007230714564618511,-,0.014461429129237022,0.00498764,3.8901244357647586,1
DTNA,++++,+++-----,+-++++,0.007233107531264952,0.03674488051238269,+,0.014466215062529904,0.003296067,3.891411851820544,1
SLC16A13,+-++,NA,NA,0.9487618152026086,0.007246646743685832,-,0.014493293487371665,0.008941434189423834,3.898695948102978,1
DUPD1,--+-,+-----++,NA,0.9887464958805883,0.007246952930862854,-,0.014493905861725708,0.030362347,3.8988606768042153,1
ZHX1,++++,++++----,-++-+-,0.007284018458691144,0.9686530716159505,+,0.014568036917382288,0.010440675,3.9188019307758353,1
PCDH18,--++,-+--+++-,+--+--,0.9619484468844501,0.007289456995619701,-,0.014578913991239402,0.004520957,3.921727863643399,1
EFCAB6,++-+,----++++,NA,0.914735884945985,0.0072962686103750325,-,0.014592537220750065,0.039625369,3.9253925123817677,1
ARID4A,----,+--+----,---+--,0.007302613716402012,0.727397651715451,+,0.014605227432804024,0.001366282,3.9288061794242823,1
ST6GAL2,---+,----++++,+--+--,0.963730398773132,0.007307033452146883,-,0.014614066904293767,0.0208112,3.9311839972550233,1
SLC44A3,++--,+++++---,+---++,0.007309174958663878,0.6771235473970301,+,0.014618349917327756,0.02679455950098434,3.9323361277611664,1
STRC,+---,+-------,++++--,0.007309302431481531,0.9589372512568122,+,0.014618604862963062,0.003228558,3.9324047081370637,1
ZSWIM6,-+--,-+------,---++-,0.007311792543668667,0.45796512011145235,+,0.014623585087337333,0.006143918556310172,3.933744388493743,1
B2M,--+-,++++-+-+,---+--,0.48990568241284344,0.0073253536236785955,-,0.014650707247357191,0.032453184,3.941040249539084,1
SOWAHA,--++,++-++++-,+++--+,0.007345749174205314,0.16362146588748033,+,0.014691498348410627,8.81461e-4,3.9520130557224586,1
MEX3C,-+--,-++-----,----+-,0.007346001390279279,0.29780930950453166,+,0.014692002780558558,0.001449625,3.952148747970252,1
ZNF555,++-+,++++----,NA,0.007373524696413047,0.9963511574475291,+,0.014747049392826094,0.02329258335295544,3.9669562866702193,1
BBOX1,++--,++++----,+----+,0.007374671239951239,0.9580043580810818,+,0.014749342479902477,0.007297191,3.9675731270937664,1
SGOL2,----,+++-+---,NA,0.007375548681058068,0.784429793181634,+,0.014751097362116135,0.001461391,3.9680451904092404,1
ATHL1,+-++,+-++++++,+-----,0.8860280373138998,0.007385351026886626,-,0.014770702053773252,0.003961934,3.9733188524650047,1
DCN,--+-,-++-++++,------,0.8041976326835556,0.007386729008143399,-,0.014773458016286798,0.014107772,3.9740602063811488,1
ZNF207,++-+,+++-----,------,0.0073931928057766804,0.20412926005555776,+,0.014786385611553361,0.005042884,3.977537729507854,1
HSPD1,--+-,+-++----,+----+,0.0074000689484524365,0.18064427474949207,+,0.014800137896904873,0.001734082,3.981237094267411,1
SLC6A15,++++,+++++---,--++-+,0.007403461491437717,0.012010718416439053,+,0.014806922982875434,1.39326e-4,3.9830622823934916,1
SMARCA4,+-++,----++++,+++--+,0.07480992797691981,0.007403552189280333,-,0.014807104378560665,0.016271123,3.983111077832819,1
NIPAL4,-+--,++++----,NA,0.007410084064419249,0.16859577451761654,+,0.014820168128838499,0.0012722649182175753,3.9866252266575564,1
SESN3,-+++,--------,----++,0.007421114352548463,0.07542661234981993,+,0.014842228705096926,0.001293481,3.992559521671073,1
JUP,----,+++-++-+,--++++,0.9624698022931735,0.007433857306371445,-,0.01486771461274289,0.021344007,3.9994152308278372,1
HM13,+-+-,----++-+,-+---+,0.7070813424164468,0.007445153451366453,-,0.014890306902732907,0.019536899,4.005492556835152,1
TMEM170A,-+-+,++++----,NA,0.007447573424312171,0.9949985708397462,+,0.014895146848624342,0.015764397,4.0067945022799485,1
MOXD1,+++-,++++----,-+---+,0.00745471407578529,0.5667786287581345,+,0.01490942815157058,0.005824473573965797,4.010636172772486,1
CEP85L,-+--,-++-----,+-++--,0.007459770096530511,0.9648202667687299,+,0.014919540193061022,0.001594748,4.013356311933415,1
IKZF5,-+--,-+-+----,-+-+++,0.007468092720013794,0.12190905976649875,+,0.014936185440027588,2.05638e-4,4.017833883367421,1
PRSS44,---+,NA,NA,0.994156707197677,0.007470721785876939,-,0.014941443571753877,0.009539291574530278,4.019248320801793,1
SLC2A8,----,-++++-+-,+++---,0.007474890757560815,0.7485379928616281,+,0.01494978151512163,0.007033614,4.021491227567719,1
SNX21,+-+-,+++-++++,+++-+-,0.47532320264113753,0.007479552640544073,-,0.014959105281088146,0.03394421121726888,4.023999320612711,1
MAP2K2,+-+-,-----+++,+++---,0.007492548207823645,0.03780634307795199,+,0.01498509641564729,0.010168899018910674,4.030990935809121,1
EIF4B,-+++,++++++++,+-++++,0.6935867854985018,0.007509879634488463,-,0.015019759268976926,0.019628813,4.040315243354793,1
GSE1,--++,--------,+--+--,0.38668192344159485,0.007511727253865792,-,0.015023454507731585,0.001753371,4.041309262579796,1
ADSS,++++,+++++-++,-+-+++,0.007512164414361328,0.44747899846710487,+,0.015024328828722656,0.015975677,4.041544454926394,1
LPAR3,++--,++-+----,NA,0.007525621016637149,0.9997193190217412,+,0.015051242033274298,0.021935916,4.048784106950786,1
ZNF529,++-+,-++++---,+++-++,0.007528856874605974,0.9882831113268846,+,0.015057713749211948,0.005718827400466515,4.050524998538014,1
PDAP1,+-+-,+-+-+-++,NA,0.5930474231130962,0.007536910261073893,-,0.015073820522147787,0.001095961,4.054857720457755,1
CPE,++++,++++----,-+-+++,0.0075390839605670185,0.19539302387915536,+,0.015078167921134037,0.037919569,4.056027170785056,1
DOCK5,-+--,++++----,--++++,0.024030105346537795,0.007539261835392662,-,0.015078523670785325,0.003088858,4.056122867441252,1
KANK2,--+-,+++-++++,+-----,0.6426467157959762,0.007544400418816745,-,0.01508880083763349,0.012140502222460086,4.058887425323409,1
PIAS1,++++,++++++++,++++++,0.0075531879294073925,0.5706950105649053,+,0.015106375858814785,0.02008120374009189,4.063615106021177,1
ATM,-+-+,+++++---,-+++++,0.007553890813159438,0.043943927963398424,+,0.015107781626318876,0.001474719,4.063993257479778,1
CLDND1,-+--,++++---+,---+-+,0.13260206688574067,0.0075550480942581585,-,0.015110096188516317,0.012999837592753487,4.064615874710889,1
CADM2,++++,-+++----,+--+++,0.007557610809397913,0.009319062385139956,+,0.015115221618795825,5.46816e-4,4.065994615456077,1
CRYZL1,+-++,+---+-++,++-+++,0.9511203408824928,0.007558760866579636,-,0.015117521733159271,0.004801217,4.066613346219844,1
AP3M2,++++,++++--+-,+--+--,0.0075632681233394556,0.6971747278632936,+,0.015126536246678911,0.005967721,4.069038250356627,1
HIATL1,-++-,-+++----,+---++,0.007566789201040508,0.5562635495757478,+,0.015133578402081016,0.023418718,4.070932590159793,1
NADK2,++-+,+++++---,++++-+,0.007573626571744955,0.9733365474599236,+,0.01514725314348991,0.00927191,4.074611095598786,1
PRDM11,+-++,----++++,-++---,0.49068659684990024,0.007581812575856218,-,0.015163625151712436,0.00699656,4.079015165810645,1
NOL3,----,+++++-++,------,0.7314416466620483,0.007590417788006264,-,0.015180835576012528,0.004336049,4.08364476994737,1
CPNE3,++--,++++----,+---++,0.007597002179857909,0.17345216210587963,+,0.015194004359715818,0.013541479,4.087187172763556,1
CHI3L2,++--,NA,NA,0.007600818072784481,0.9673937231652816,+,0.015201636145568962,0.025778509766327874,4.089240123158051,1
ZMYM6,-+-+,++---+--,-----+,0.09506981980975757,0.007605139657748903,-,0.015210279315497807,3.34551e-4,4.09156513586891,1
PFN4,+---,++++-+--,NA,0.007608537896458174,0.9477172824551223,+,0.015217075792916347,0.04318727,4.093393388294498,1
ZNF43,++-+,++++-+--,---+-+,0.007608610800330862,0.662636248720558,+,0.015217221600661725,0.013633427,4.093432610578004,1
PTP4A1,-+--,-+---+-+,----++,0.857554331119091,0.007613839115375745,-,0.01522767823075149,0.010182865,4.096245444072151,1
ZNF569,++++,++++----,NA,0.007618009150673694,0.9993038927264951,+,0.015236018301347388,0.04297499035249913,4.0984889230624475,1
JTB,--+-,++++++++,-+---+,0.7507138486000944,0.0076271601333879405,-,0.015254320266775881,0.008231937781580085,4.103412151762712,1
PTPRZ1,++-+,+++-----,-----+,0.007631486709531146,0.9866787797961265,+,0.015262973419062293,0.012181263901319303,4.105739849727756,1
NAGPA,+-+-,----+++-,+++-+-,0.007635083202398422,0.0657511866324343,+,0.015270166404796844,0.00798324,4.107674762890351,1
ADIRF,--+-,++++++++,--+++-,0.3184660062037733,0.007642150581690431,-,0.015284301163380863,0.008557571841643142,4.111477012949452,1
IPO9,++++,--------,++++--,0.007646185015246265,0.9067345698739435,+,0.01529237003049253,0.012176404,4.113647538202491,1
