gene_symbol,RamakerDir,LabonteDir,DingDir,meta_meta_higher_in_MDD_pvalue,meta_meta_lower_in_MDD_pvalue,meta_direction,meta_p,signed_log_meta,minp,Corrected_p,Bonferroni_meta_p
RGS10,----++,+++--+++++++,----++-+,0.9669532049081508,3.0716541140507094e-5,-,6.14e-5,4.21159769428398,4.305647467464804e-4,0.0165,1
CDK10,+---+-,------+-++++,++++--+-,3.08950397516416e-5,0.11696540678001013,+,6.18e-5,4.209081245992494,0.00687397,0.0166,1
HDAC5,+--++-,------++++-+,+-+-----,0.25189637315518576,3.1308668141527794e-5,-,6.26e-5,4.203305411043212,0.003715657,0.0168,1
TIGD4,++++-+,+++++++---++,NA,3.152089391189916e-5,0.8722392713896314,+,6.3e-5,4.200371479036895,0.006802064,0.017,1
CES2,-+--+-,------++++-+,+--+----,0.5329566538688948,3.173979761299771e-5,-,6.35e-5,4.197365851162259,0.009670221,0.0171,1
ARRB2,+--+++,------++++--,-----+++,0.9991459512443033,3.202422244970402e-5,-,6.4e-5,4.193491410490799,0.001218337,0.0172,1
SUPT3H,--++++,------++++++,++-----+,0.9651551466348594,3.2295140916769405e-5,-,6.46e-5,4.189832820450136,0.022147929,0.0174,1
RCSD1,---++-,-++-++++++++,----++--,0.9998913415415254,3.235925697383031e-5,-,6.47e-5,4.188971463456049,0.006018525343068232,0.0174,1
EGR1,------,----+-------,+++-----,0.043060831929990655,3.306870508124555e-5,-,6.61e-5,4.179552815381805,0.001833689,0.0178,1
RPL29,-+-++-,+-+---++++++,++----++,0.9700432251484014,3.365676156927247e-5,-,6.73e-5,4.171897678205894,0.00166316,0.0181,1
LST1,----+-,+-++++++++++,-----+++,0.8690063425471919,3.400366335400408e-5,-,6.8e-5,4.16744429644891,0.003058614,0.0183,1
SSU72,++-++-,+--+--++++++,-----+-+,0.9290221006523711,3.407504292542427e-5,-,6.82e-5,4.166533592734278,0.00102002,0.0183,1
SLURP1,++++--,-+-+--------,NA,3.4768133687023396e-5,0.995908367190088,+,6.95e-5,4.15778862544974,0.0012349109060917098,0.0187,1
FAM69A,--++--,++++++------,+-+-+-++,3.556420317590076e-5,0.797433139174502,+,7.11e-5,4.147956921660255,0.002925319,0.0191,1
EBF1,---++-,-++--+++++++,NA,0.9999889101685949,3.661301292627428e-5,-,7.32e-5,4.1353345353994495,0.013760638930338024,0.0197,1
INS-IGF2,---++-,NA,NA,0.9885861107782064,3.6784830377187074e-5,-,7.36e-5,4.133301246578719,2.458261293222708e-4,0.0198,1
SLC2A13,-+++-+,++-+-+--+--+,++-+----,3.680663893884557e-5,0.9613942983274386,+,7.36e-5,4.1330438434217545,0.004617041,0.0198,1
COX5A,++-++-,--+--+++++-+,++----+-,0.7559493447006123,3.7346421372833176e-5,-,7.47e-5,4.126721011370453,1.04682e-4,0.0201,1
TMEM220,+-+--+,++++++------,NA,3.736109049070898e-5,0.991353566404568,+,7.47e-5,4.126550460461426,0.006029105,0.0201,1
LRRIQ3,++----,++++++----+-,NA,3.7407624218757924e-5,0.9999860019373193,+,7.48e-5,4.126009877571861,0.006741096,0.0201,1
CES1,---++-,------++++-+,+--+----,0.5930528035330074,3.784777931288537e-5,-,7.57e-5,4.120929601621539,0.009670221,0.0204,1
IMP4,++-++-,-++---++++-+,++------,0.8042555879669556,3.834921629422541e-5,-,7.67e-5,4.115213511215846,4.99604e-4,0.0206,1
INO80E,----+-,+-+-+-++++++,NA,0.9942880138645597,3.8833197382108195e-5,-,7.77e-5,4.109766854113478,0.003972043,0.0209,1
STK17A,--++-+,+++--+-----+,NA,3.917941925052693e-5,0.9738671159717683,+,7.84e-5,4.1059120100984545,0.002774788,0.0211,1
CASQ1,++++++,------++++-+,++---+++,0.6702736987570553,3.991509003956979e-5,-,7.98e-5,4.097832891056038,0.003184041,0.0215,1
UBE4A,-+++-+,-+++-+-+----,+--++---,4.000988933999883e-5,0.9759316452173548,+,8e-5,4.096802654134086,6.42624e-4,0.0215,1
RPL13A,---++-,+-+---++++++,-++---++,0.958192834324684,4.135156770632979e-5,-,8.27e-5,4.082478025313183,0.0020329188932070993,0.0222,1
MYBBP1A,++-+--,----+-++++++,-+-+---+,0.5249367493700344,4.312846688518503e-5,-,8.63e-5,4.064205984055552,9.25225e-4,0.0232,1
ASXL3,--+--+,------+++--+,++-+--++,0.5494876374170148,4.359347352048974e-5,-,8.72e-5,4.059548529429825,0.002256491,0.0235,1
RPL32,-+-++-,+-----++++++,+++-----,0.6471877906148542,4.3708425352322384e-5,-,8.74e-5,4.058404843536497,8.79551e-4,0.0235,1
OMG,--++--,++++++-+----,----++-+,4.3735979502653236e-5,0.1740092848941956,+,8.75e-5,4.0581311469893455,0.002655239,0.0235,1
RPL26,-+-+++,+-+++-++++++,NA,0.993703874430443,4.3855315851070165e-5,-,8.77e-5,4.056947761141111,0.001198507,0.0236,1
CD38,+++---,+++-++------,NA,4.404593972286077e-5,0.9999861480882279,+,8.81e-5,4.055064124215185,0.008502587,0.0237,1
EHBP1L1,----+-,+-+-+-++++++,NA,0.9924572037932884,4.413143298355067e-5,-,8.83e-5,4.054221974764541,0.006129588,0.0237,1
KANSL1,--++-+,+-+-+-------,+-+++-+-,4.4631557656658325e-5,0.375087749838337,+,8.93e-5,4.049327960204731,0.027807491,0.024,1
KANSL1,--++-+,+-+-+-------,--+-+---,4.4631557656658325e-5,0.375087749838337,+,8.93e-5,4.049327960204731,0.027807491,0.024,1
COX8A,++-++-,-+---+++++++,-+----+-,0.7585011189763555,4.4729969155591464e-5,-,8.95e-5,4.048371405639352,4.8661e-4,0.0241,1
GADD45GIP1,++-++-,++++--++++++,-+-+--++,0.721256679352441,4.4765901351615344e-5,-,8.95e-5,4.048022670994817,1.26471e-6,0.0241,1
KLHL28,-+++-+,++++++------,++++++--,4.4830658548159055e-5,0.9831969721897629,+,8.97e-5,4.047394885775137,4.32442e-4,0.0241,1
RGS5,---++-,+-----++++++,+++--+-+,0.08374986711757626,4.534298086497934e-5,-,9.07e-5,4.04245993692095,0.003012459810095568,0.0244,1
CAPS2,+-++-+,++++++----+-,-+------,4.5676100118752435e-5,0.7222757678069074,+,9.14e-5,4.039280988108928,0.002684176,0.0246,1
ERMP1,--+---,++++++------,+-+-++++,4.596538710646087e-5,0.2721577469712131,+,9.19e-5,4.036539082372318,0.006184434,0.0247,1
RSBN1,-+++-+,-+-+--------,++++++--,4.6296195194758826e-5,0.87469525892201,+,9.26e-5,4.033424703897325,0.005439128,0.0249,1
AQP1,+++---,++++++---+--,--+++++-,4.642209291759179e-5,0.5649753159480799,+,9.28e-5,4.032245287818204,0.012965398,0.025,1
RPL41,---++-,+-++++++++++,-+----++,0.9953116066447065,4.643519611408638e-5,-,9.29e-5,4.03212272025178,0.005995974,0.025,1
JKAMP,+-++--,++++++-+----,NA,4.7512404534597696e-5,0.9951593384282096,+,9.5e-5,4.022162994340256,0.001120276,0.0256,1
PTPN13,-++--+,+++++++---+-,+-++-++-,4.790110166270979e-5,0.9647041292009169,+,9.58e-5,4.018624502601332,0.003121536,0.0258,1
NECAB3,+--++-,-+----++++-+,--------,0.9770534947773779,4.818943043340266e-5,-,9.64e-5,4.0160182110726215,0.001434312,0.0259,1
COX4I2,---++-,NA,NA,0.9955178191555049,4.867176480606757e-5,-,9.73e-5,4.011692910575742,0.0017328605021389005,0.0262,1
ASPH,++++--,++++++------,---+++++,4.899380131699515e-5,0.029200723727872788,+,9.8e-5,4.008828867656809,0.007180899,0.0264,1
SFPQ,------,----+-+---++,+---+-++,0.9293046852386525,4.964558679433717e-5,-,9.93e-5,4.003089356057551,0.001122515,0.0267,1
NR2F1,+--+++,------++++++,++++++++,0.7799484452935639,4.9650747875391764e-5,-,9.93e-5,4.0030442097984835,0.004436142,0.0267,1
MPPE1,++++-+,+++-++------,-+-+----,4.97552322846824e-5,0.9903719005270443,+,9.95e-5,4.0021312462315555,0.003013764,0.0268,1
BRD2,++++--,----+-++++++,+--++--+,0.16804843767204353,5.037087251631109e-5,-,1.01e-4,3.996790530632618,2.1607e-4,0.0271,1
ITGAV,-++--+,++++++------,-++---++,5.138685425541485e-5,0.8412653675561191,+,1.03e-4,3.988117972004623,0.01593809401642653,0.0276,1
NR4A3,------,------------,NA,0.052170142548337045,5.1414493028634967e-5,-,1.03e-4,3.987884446524609,0.001118376,0.0277,1
MINOS1,---+++,-++---++++-+,NA,0.9995907953449865,5.210346561007484e-5,-,1.04e-4,3.9821033934112378,0.009576649,0.028,1
PPAP2C,----+-,++++++---+++,----++--,0.002746859893096649,5.216114601185456e-5,-,1.04e-4,3.9816228797954922,4.55243e-4,0.0281,1
HES1,++++++,-+++++------,++-+---+,5.2330789586746763e-5,0.9950054063090336,+,1.05e-4,3.980212716747508,0.003550966,0.0282,1
TNK2,++-++-,------++++++,+++++-+-,0.10005827625195877,5.263330954238445e-5,-,1.05e-4,3.977709325354166,9.67811e-5,0.0283,1
IGIP,++++-+,++++-+-----+,NA,5.264602982909174e-5,0.9484509342073475,+,1.05e-4,3.977604378830279,0.001897794,0.0283,1
TBC1D9B,-++++-,------++++-+,++++----,5.293695230639425e-5,0.3049020791013284,+,1.06e-4,3.9752110699134913,0.001624251,0.0285,1
WDR11,-+++-+,+++-+++---+-,-+-++++-,5.3216143971151244e-5,0.7735853588870558,+,1.06e-4,3.9729266018531186,0.010409644,0.0286,1
WDR11,-+++-+,+++-+++---+-,-+++---+,5.3216143971151244e-5,0.7735853588870558,+,1.06e-4,3.9729266018531186,0.010409644,0.0286,1
TMEM30A,++++-+,++++-+------,+++--+-+,5.329719736391548e-5,0.4826731260336038,+,1.07e-4,3.9722656321084746,0.007608574,0.0287,1
QPRT,----+-,++++++++++++,----+-++,0.5741922720653098,5.354061781488983e-5,-,1.07e-4,3.970286626053476,6.52847e-5,0.0288,1
PANX2,++-++-,----+--+++-+,+---++++,0.9400116179936132,5.357728207134685e-5,-,1.07e-4,3.9699893258842023,2.36049e-4,0.0288,1
PTP4A3,+++++-,+-+-+-++++++,++++----,5.3814135867103995e-5,0.3272426929101603,+,1.08e-4,3.9680736334521933,0.00220354,0.029,1
TMF1,--+-+-,+-++++------,++++--+-,5.398302110430369e-5,0.9992414037515835,+,1.08e-4,3.966712818590995,0.011129869,0.029,1
ADGRE2,+++-+-,++++++---+++,NA,5.4022460094863364e-5,0.9924351023024234,+,1.08e-4,3.966395646970758,0.009930264,0.0291,1
NEURL4,++-+--,+-----++++++,NA,0.861718743935284,5.4348425575589284e-5,-,1.09e-4,3.963783036847241,0.003755728,0.0292,1
ATP8A1,-++--+,++++-+----+-,++--+--+,5.63598496588205e-5,0.43401780493393666,+,1.13e-4,3.9480001783875527,0.004230372,0.0303,1
RAB29,--+++-,++++++-+----,+----+++,5.6703743306364114e-5,0.1283917081306813,+,1.13e-4,3.9453582744795055,0.002971452,0.0305,1
ZNF678,+++--+,++++++------,NA,5.7634278535001146e-5,0.9999849571688157,+,1.15e-4,3.9382891432976197,0.0120766571870975,0.031,1
P2RY12,-----+,+++--+++++-+,----++++,0.9615416508348338,5.833567625986293e-5,-,1.17e-4,3.9330357675185903,0.005457428713355311,0.0314,1
CD44,+++-+-,++++++---++-,NA,5.895385926420963e-5,0.9999793923886797,+,1.18e-4,3.928457763992445,0.020863338,0.0317,1
UBXN11,++-+++,------+++++-,NA,0.8940124429751641,6.040686141750849e-5,-,1.21e-4,3.9178837328255094,0.01775839838905882,0.0325,1
NDUFC2,-+-++-,++++-+-+++--,-+--++++,0.9517603403333919,6.044675554384112e-5,-,1.21e-4,3.9175970091015273,7.41011e-4,0.0325,1
CORT,----+-,+---+-++++-+,------+-,0.8428394799485138,6.08737881481928e-5,-,1.22e-4,3.9145396757936797,0.001221536,0.0328,1
FOXF2,---+++,++---+++++++,++--+++-,0.9496735048970104,6.233328597979487e-5,-,1.25e-4,3.9042499824451973,1.97753e-4,0.0335,1
PILRA,----++,--+--+++++++,NA,0.9999851772254786,6.431304026700717e-5,-,1.29e-4,3.8906709638875174,0.022261231236720986,0.0346,1
SELPLG,----++,--+--+++++-+,+-+--++-,0.9788551108637087,6.493735068015614e-5,-,1.3e-4,3.8864754380697426,0.0015143133484206645,0.0349,1
FA2H,----+-,++++++---+++,--+-++-+,0.09220368197299156,6.513865346794363e-5,-,1.3e-4,3.8851312276553083,1.9055863334777843e-4,0.035,1
C7orf60,--++-+,++-+-+------,NA,6.603961987560824e-5,0.879836276313942,+,1.32e-4,3.8791654395393405,0.012047676,0.0355,1
LASP1,++-+--,------++++++,-+------,0.7315041099015749,6.61918658387302e-5,-,1.32e-4,3.8781653810353403,8.14e-5,0.0356,1
SHANK2,++++-+,------+++--+,++-+--+-,6.625732456814939e-5,0.17388061083261336,+,1.33e-4,3.877736108992131,5.34925e-4,0.0356,1
ZNF106,++++-+,-------+--+-,++++-+-+,6.639504955054885e-5,0.9182295920614465,+,1.33e-4,3.8768343049834892,3.28e-6,0.0357,1
LAMTOR4,---++-,+++-++++++++,NA,0.7476789256394076,6.867253580431786e-5,-,1.37e-4,3.862186919873383,7.60347e-4,0.0369,1
TAOK1,-++--+,++-+++------,+-++-+-+,7.063610104535079e-5,0.9280527434875108,+,1.41e-4,3.849943285188102,0.005214149,0.038,1
LMAN1,--+--+,++++++------,NA,7.09475660975082e-5,0.9151562389543144,+,1.42e-4,3.848032503042209,0.002579308,0.0382,1
BBX,--+---,++++++------,--+++--+,7.177431736130235e-5,0.11365761218352616,+,1.44e-4,3.843000933681294,0.003818165,0.0386,1
RPL14,++-++-,+-+---++++++,-+-+-+--,0.09092083445402369,7.335409906044038e-5,-,1.47e-4,3.833545616905318,0.001688182,0.0395,1
HHEX,---+++,+++-+++-++-+,NA,0.7479327599436134,7.369959594807814e-5,-,1.47e-4,3.8315048974539154,0.0014887201827733685,0.0397,1
CCAR2,++++--,+---+-++++++,++-+----,7.401802468793789e-5,0.37741488915256904,+,1.48e-4,3.8296325133982636,1.18352e-4,0.0398,1
CCAR2,++++--,+---+-++++++,-++-+---,7.401802468793789e-5,0.37741488915256904,+,1.48e-4,3.8296325133982636,1.18352e-4,0.0398,1
FGF2,+++--+,++++++------,+-++--+-,7.44804209213934e-5,0.9995318206507556,+,1.49e-4,3.82692788196797,0.002147004,0.0401,1
SLC26A10,+---++,----+-+++++-,NA,0.9993648168105098,7.577800042133025e-5,-,1.52e-4,3.8194268631151727,0.011370361731451605,0.0408,1
MED13,-++--+,-+++++------,--+++++-,7.581724945046717e-5,0.7433736034779012,+,1.52e-4,3.819201979589211,0.005020675,0.0408,1
ADGRB1,++-+--,------++++++,-+----+-,0.827100376417786,7.647602306282318e-5,-,1.53e-4,3.8154447088386116,0.003018446,0.0411,1
AGPAT5,-+++-+,++++++------,-+--++++,7.673095844202183e-5,0.2685724624877202,+,1.53e-4,3.813999381353823,0.011332655,0.0413,1
CAV1,---+++,-++++-++-+++,+-+-+-+-,0.994679983362158,7.709988754647844e-5,-,1.54e-4,3.8119162597218907,0.006259699943083739,0.0415,1
MTERF4,----++,+-+-++---+++,-+++---+,7.733296901270207e-5,0.8380979660326977,+,1.55e-4,3.810605320149426,0.001656367,0.0416,1
GSS,++++--,++++-++---+-,-+++--+-,7.781639897201081e-5,0.9906160903341602,+,1.56e-4,3.807898874794149,0.009128348360584345,0.0419,1
BCAP29,++++-+,++-+-+------,-++-----,7.792838090932469e-5,0.8002279641177065,+,1.56e-4,3.8072743511874383,0.001821038,0.0419,1
KIAA1429,++++-+,++++++------,+++++--+,7.80940724791607e-5,0.9998887763473261,+,1.56e-4,3.8063519331640534,0.001028652,0.042,1
PTCHD4,----++,------+++-++,NA,0.9996802153089105,7.913110107135278e-5,-,1.58e-4,3.8006227955668592,0.00913204,0.0426,1
NDUFA2,++-++-,++++-++++++-,+-+----+,0.5591296058052219,7.927337189229426e-5,-,1.59e-4,3.799842673037125,6.12726e-5,0.0426,1
DCTN3,++-++-,++-+-+++++++,-+----++,0.8936544390374008,7.928637783476432e-5,-,1.59e-4,3.799771426594455,5.09701e-4,0.0427,1
CYP7B1,-++---,++++++------,NA,7.99575443571825e-5,0.8878624596737079,+,1.6e-4,3.7961105566650977,0.012500121340474499,0.043,1
TNFSF10,---+++,++++++++++++,----+++-,0.9115218578509976,8.016169486389367e-5,-,1.6e-4,3.7950031133994857,0.002371629,0.0431,1
MSX1,---+++,+-----+++-+-,--++-+++,0.9972094845709003,8.04169106964651e-5,-,1.61e-4,3.793622619145956,0.003069663,0.0433,1
EPB41L4B,++++-+,------+++--+,++++--+-,8.048187087228382e-5,0.014902361339962316,+,1.61e-4,3.79327194094741,0.003397753,0.0433,1
ZNF92,++++--,++++++-+----,NA,8.062113135922997e-5,0.9967164170082079,+,1.61e-4,3.792521116006172,0.0199386905670414,0.0434,1
ZDHHC20,-++---,++++++------,+-+-----,8.078164471469583e-5,0.9996967209664882,+,1.62e-4,3.7916573131741815,0.013148477,0.0435,1
RPL8,-+-++-,++++--++++-+,+++--+-+,0.8915882057136219,8.133664814944561e-5,-,1.63e-4,3.788683732999608,2.1357e-5,0.0438,1
SPATS2L,---++-,------++++++,NA,0.9998433730751346,8.226262585492518e-5,-,1.65e-4,3.7837674360932883,0.002620065,0.0443,1
C1orf204,+++++-,-------+++++,NA,0.33233634813439566,8.232158926474792e-5,-,1.65e-4,3.783456258200595,0.003389342,0.0443,1
EFS,----+-,++++++---+++,--+-++++,0.34817372239315936,8.234216801451166e-5,-,1.65e-4,3.7833477068391894,0.002433855713712995,0.0443,1
RPS27A,---+++,++---+++++++,-----+-+,0.9975252912486552,8.40829111795283e-5,-,1.68e-4,3.77426226459702,0.005221038,0.0452,1
AGRN,----+-,+-+-+-++++++,+-++---+,0.20915427717667662,8.437486441153744e-5,-,1.69e-4,3.7727569163976002,1.77111e-4,0.0454,1
AURKAIP1,++-++-,--+---++++++,-+-++++-,0.9473043172673389,8.441833132268285e-5,-,1.69e-4,3.7725332410297514,1.71864e-4,0.0454,1
UNC5B,----+-,--++++----+-,--+-++-+,0.04279892243990752,8.469355312036538e-5,-,1.69e-4,3.771119651275799,0.0010902470541897958,0.0456,1
SCUBE1,-++---,---------+-+,NA,0.6960827237715654,8.532415829474779e-5,-,1.71e-4,3.767897991589848,3.81305e-4,0.0459,1
GNB1,++-+-+,----+-++++-+,-----+-+,0.9875418911829199,8.540271501347286e-5,-,1.71e-4,3.7674983268949425,0.009050843,0.0459,1
KIAA1715,++++-+,++++-+------,++++-+-+,8.634029302689163e-5,0.9999207830956776,+,1.73e-4,3.762756486078474,0.008007232,0.0465,1
ZYX,++-++-,----+-++++++,--+++++-,0.9836405582749749,8.636699288122021e-5,-,1.73e-4,3.7626222057042105,4.33333e-4,0.0465,1
BCAM,---++-,------+++-++,NA,0.9974633367827883,8.64274528906293e-5,-,1.73e-4,3.7623182902697017,7.310047236850101e-4,0.0465,1
PTPN9,++++-+,--------+---,+-++----,8.74255133130316e-5,0.9555052801158941,+,1.75e-4,3.757331813416359,0.003747191,0.047,1
C6orf106,++++-+,------++++++,-++--+-+,0.1210901431038246,8.836535032733379e-5,-,1.77e-4,3.752688000766193,0.002620127,0.0475,1
CAMK2N1,+--+++,------++++-+,+++----+,0.1676308059838874,8.870676135822706e-5,-,1.77e-4,3.751013280686297,0.009156328,0.0477,1
ZNF367,-++---,-+++-+----+-,+--+-+--,8.913348674000194e-5,0.9243083950159297,+,1.78e-4,3.7489291086695924,0.002865121,0.048,1
SERP2,-+-++-,+--+--++++++,-+-+--+-,0.22659005817232397,9.002918073087103e-5,-,1.8e-4,3.7445867062705975,0.003529771434319483,0.0484,1
CAMK2B,++-++-,---++--++++-,++++----,9.078103574076476e-5,0.5205851684430564,+,1.82e-4,3.740974870939843,0.024622191,0.0488,1
FAM160B1,++++-+,++++-+----+-,NA,9.105376993643756e-5,0.9841292733078386,+,1.82e-4,3.7396720725609573,3.98538e-4,0.049,1
NEUROD6,+---+-,-+------+---,-----+--,0.6596486796513351,9.107621868637827e-5,-,1.82e-4,3.7395650131101994,2.46816e-4,0.049,1
NUDCD3,++++--,++-+--+++++-,++++--++,9.132110514460699e-5,0.8782906598147884,+,1.83e-4,3.7383988457655177,0.003626404,0.0491,1
FBXO9,---+--,-++-++-++-++,-----+-+,0.8959779678291668,9.353369199585497e-5,-,1.87e-4,3.7280019270227625,9.29213e-4,0.0503,1
TRIB1,------,-----------+,+++++-++,0.09720837968118864,9.38249201832562e-5,-,1.88e-4,3.7266518007045213,0.001304623,0.0505,1
SIX4,--+++-,+++++-------,NA,9.384409444331618e-5,0.6816845691865592,+,1.88e-4,3.72656305642903,0.001364429,0.0505,1
PDE4B,+++---,++++++-----+,-----+--,9.571345542781641e-5,0.12391298183899634,+,1.91e-4,3.7179970090117958,0.014338818790589444,0.0515,1
CENPV,---+++,-+----++++++,NA,0.9999743510612408,9.638306875085935e-5,-,1.93e-4,3.714969254602125,0.016842287,0.0519,1
DHRS9,----++,++++++++++++,-----+++,0.03675573824665539,9.666819721450573e-5,-,1.93e-4,3.713686384916533,0.003274032,0.052,1
LSR,---++-,+-+++-++++++,NA,0.8693793911142369,9.704214935522263e-5,-,1.94e-4,3.7120095973227683,0.0016818394424748776,0.0522,1
ICMT,++++--,-++++--+--+-,++++----,9.818835330301059e-5,0.9876998471099026,+,1.96e-4,3.706910027712086,0.015164737,0.0528,1
USF2,++-++-,------++++++,+-++--++,0.33533438255353076,9.946304421964123e-5,-,1.99e-4,3.7013082569849622,0.005414513,0.0535,1
TMEM62,++++--,-++-++-++-++,+++++---,9.950360569201992e-5,0.9915225211220547,+,1.99e-4,3.7011311858639098,0.010482959,0.0535,1
EPT1,++++-+,++++-+------,NA,1.0011178801641967e-4,0.9788650584849601,+,2e-4,3.698484786306583,0.002814087,0.053900000000000003,1
CCBE1,+-++++,+--+++------,+++++--+,1.0061128450984864e-4,0.6765578847346292,+,2.01e-4,3.6963233106388502,2.96795e-4,0.0541,1
INTS1,++-++-,------++++++,++++--+-,0.11653419624087395,1.0096761035592761e-4,-,2.02e-4,3.6947879265898766,1.36703e-4,0.0543,1
NCS1,++-+-+,+-----++++--,+-+--+--,0.2775296277845317,1.0116742798947135e-4,-,2.02e-4,3.693929295403394,5.09994e-4,0.0544,1
XRCC6BP1,-+-++-,+++--++-+---,----++++,0.723665238433032,1.0218834399326092e-4,-,2.04e-4,3.6895686430588577,0.00759588,0.055,1
PTHLH,----++,------++++++,++---+-+,0.95729446399789,1.0261227988895518e-4,-,2.05e-4,3.687770667255286,0.00653612,0.0552,1
KMT2D,-++---,----+-+-++++,-+-+++--,1.0273150893282163e-4,0.04105457720429922,+,2.05e-4,3.6872663372051795,0.014195859,0.0553,1
KMT2D,-++---,----+-+-++++,++++--+-,1.0273150893282163e-4,0.04105457720429922,+,2.05e-4,3.6872663372051795,0.014195859,0.0553,1
ST6GALNAC1,+--+++,++++++++++++,NA,0.9903027852097985,1.0298770258754228e-4,-,2.06e-4,3.6861846341669313,0.015975231,0.0554,1
ZNF780A,-++--+,++++++-----+,NA,1.0344462033919456e-4,0.9150336506911382,+,2.07e-4,3.684262094329458,0.023402314,0.0557,1
SRRM4,+++-++,------+-+--+,++++----,1.035157223212363e-4,0.38752830101998076,+,2.07e-4,3.6839636874050097,5.02996e-4,0.0557,1
MYL9,---++-,+---+-++++++,+-+++++-,0.9419676765012834,1.0364757781604934e-4,-,2.07e-4,3.6834108469984255,0.002376878350313861,0.0558,1
HLA-DOB,---+++,NA,NA,0.9998542826792773,1.0424990525483474e-4,-,2.08e-4,3.6808943353887478,8.739610401742689e-4,0.0561,1
AGA,------,++++++++-++-,--------,0.12050239956456722,1.0465160300969362e-4,-,2.09e-4,3.6792241192682655,2.84925e-4,0.0563,1
MAFB,-++++-,----+-++++++,++----++,0.854935630170484,1.0507721411704835e-4,-,2.1e-4,3.6774614543981547,9.01787e-4,0.0565,1
ASPHD1,++-++-,+---+-++++++,+--+---+,0.7807512097726852,1.058362505607464e-4,-,2.12e-4,3.6743355585460447,0.00678247,0.0569,1
MANBAL,++-+--,------++++++,-+--+++-,0.9261121825225642,1.0588604060897455e-4,-,2.12e-4,3.674131295277606,0.012233989,0.057,1
CRH,-+-++-,--------+---,+-------,0.2661449489778725,1.0624139916784128e-4,-,2.12e-4,3.672676222744386,8.36069e-4,0.0572,1
ZNF189,+++---,-+--++----+-,+--++-+-,1.065650539480366e-4,0.9994633710797254,+,2.13e-4,3.671355195196583,0.002929212547956375,0.0573,1
NTRK3,++++-+,------+++-+-,++++--+-,1.0657545922106522e-4,0.4342868767190611,+,2.13e-4,3.6713127916891932,0.003217697,0.0573,1
PCDHB4,+++---,-----+------,----++++,1.074782357018701e-4,0.00465539325946683,+,2.15e-4,3.6676494756336075,6.68832e-4,0.0578,1
TSTA3,+--++-,-++---+++++-,-+-+--+-,0.3740086322058971,1.0757562040746165e-4,-,2.15e-4,3.667256144921791,9.53332e-5,0.0579,1
MMAB,+++-+-,++++++++++++,-++---+-,1.088519390351764e-4,0.19530254662096552,+,2.18e-4,3.6621338345806165,0.004268914,0.0586,1
MRPS12,+--++-,++-+++-+++++,----+---,0.12046919991064833,1.0888481736273604e-4,-,2.18e-4,3.662002677337548,8.02e-5,0.0586,1
STRADB,+-+--+,+++++++-----,NA,1.0999489673572454e-4,0.9978490168104986,+,2.2e-4,3.657597468004406,0.006918929503422163,0.0592,1
FOXL2,---+++,NA,NA,0.999212534288713,1.1072047939283195e-4,-,2.21e-4,3.654742046829452,0.0023274191562202475,0.0596,1
APH1B,-+++-+,++++++----+-,++-+++++,1.1075936140992861e-4,0.656748347382058,+,2.22e-4,3.6545895612074415,0.011822047,0.0596,1
C5orf51,++++-+,++++++-----+,NA,1.108165420182004e-4,0.9991668360441612,+,2.22e-4,3.654365410270346,0.005410270392234577,0.0596,1
